,GEOID,pickups_intract,NYPDfelony,units,perSQFTvalueC1,newperSQFTvalueC1,Pop_Den,Median_Household_Income,Gini_Index,Ave_Commute_Min,Unemployed_rate_16,Moved_after_2010
326,36047038700,42565.65399,93,,241.9513422,307.4879975,55823.51,36430,0.5027,45,0.201143451,0.30964467
327,36047038800,12606.63587,44,,298.787901,364.5477259,52981.88,60132,0.4321,48,0.054229935,0.224376731
328,36047038900,37270.51058,158,,238.2166352,297.3122198,51654.13,47059,0.477,40,0.077639752,0.263020834
329,36047039000,11072.50352,36,,301.1506987,385.7561733,34535.16,45682,0.5193,44,0.037735849,0.26395939
330,36047039100,38017.8718,57,,207.7221851,285.2233278,48098.69,35542,0.4732,37,0.180464562,0.351094196
331,36047039200,11121.27272,26,,361.298258,444.687358,41637.39,33125,0.4165,39,0.100634633,0.317025441
332,36047039300,43381.73175,116,37,239.6606234,299.0047829,47041.02,52244,0.4853,42,0.144216324,0.375302663
333,36047039400,12235.04014,19,,419.7655321,536.2046984,33438.34,51927,0.5709,43,0.147478592,0.200814111
334,36047039500,36541.32905,71,,250.1894279,325.3467526,61441.68,27870,0.4995,44,0.227960355,0.364888124
335,36047039600,10401.33045,9,,596.0493818,702.0802464,33147.84,46926,0.5383,46,0.075334143,0.369534556
336,36047039700,36412.8997,140,,227.978229,276.8125086,53066.46,38266,0.479,45,0.196089385,0.31411863
337,36047039800,4340.674169,14,,392.8184774,456.3644911,36494.52,52721,0.4484,43,0.110943396,0.349369988
338,36047039900,34600.30685,49,,223.3976924,274.5784072,57952.6,31563,0.4958,38,0.175438596,0.262578616
339,36047040000,8061.195296,51,,404.5962571,469.3951249,46255.57,41759,0.4071,45,0.10974106,0.228980322
340,36047040100,36514.70331,79,,209.4738341,269.3346455,54459.11,42079,0.4345,48,0.136147757,0.384482758
341,36047040200,8293.338304,39,,337.8521842,413.6624652,35182.89,42000,0.4861,46,0.063860668,0.1799117
342,36047040300,48107.13581,82,,221.1186873,282.5044687,45869.05,27827,0.528,48,0.20527307,0.418908532
343,36047040400,6452.151558,15,,376.8192931,433.4476538,41312.38,39947,0.4785,46,0.125874126,0.265700483
344,36047040500,31555.99798,46,,233.8843635,302.4660942,28898.45,40815,0.5148,47,0.170294494,0.44320298
345,36047040600,6174.568227,26,,421.8189166,461.2241103,58739.67,44107,0.4398,43,0.100114416,0.268229167
347,36047040800,6421.530667,23,,376.262679,417.6016243,55955.8,59056,0.4498,43,0.116626794,0.336206896
348,36047040900,57943.02851,64,,213.6489277,257.830156,57609.06,37635,0.4548,42,0.134320175,0.437799043
349,36047041000,5999.30191,16,,419.3838147,488.2232892,33609.61,43750,0.4853,39,0.183867141,0.282051282
350,36047041100,30885.19644,27,,231.5193277,297.3330574,65002.07,35068,0.5624,44,0.099701493,0.356261023
351,36047041200,6941.865204,27,,397.0338052,452.2123332,44414.03,41944,0.5708,39,0.068417415,0.260912698
352,36047041300,37102.11368,53,,216.5145127,274.0086948,69713.92,38955,0.4047,42,0.088619403,0.340348331
353,36047041401,8606.263766,11,,777.885822,872.3412508,28368.1,52774,0.4548,43,0.110497238,0.134724858
354,36047041402,9809.463591,13,,1085.063417,1367.857037,27092.56,28884,0.6806,46,0.10877193,0.279752705
355,36047041500,37232.06375,61,,232.2355943,289.7964398,71287.87,53924,0.3856,45,0.21969697,0.378554021
356,36047041600,10354.11407,26,,500.495148,566.1531821,42125.54,44260,0.619,33,0.087136929,0.155433287
357,36047041700,32291.33331,56,,258.8442395,313.5336349,57950.02,22022,0.4814,40,0.135520685,0.225882353
358,36047041800,10466.25875,14,,520.4956433,633.9115993,36472.49,33056,0.5604,31,0.100653595,0.276737968
359,36047041900,35007.56584,66,,232.4277007,291.2526468,68214.15,35877,0.4532,39,0.2,0.31097561
360,36047042000,10741.44354,15,,447.8767671,554.5116277,29087.53,42969,0.5578,35,0.069767442,0.215799615
361,36047042100,35090.09804,46,,256.7274266,316.565331,67815.85,34362,0.4575,42,0.130025663,0.411674347
362,36047042200,14500.8294,34,,572.4044074,667.3710127,39520.44,68382,0.5114,40,0.086881473,0.287569573
363,36047042300,41691.35916,46,,263.4246419,326.3045341,70865.51,51083,0.4315,38,0.128479657,0.450190114
364,36047042400,6761.699764,16,,406.5602218,462.0973176,55199.21,46570,0.4141,49,0.093340325,0.233386076
365,36047042500,38399.73542,33,,244.3848809,310.5926599,44843.33,45642,0.4722,39,0.133254015,0.488867377
366,36047042600,7138.551523,31,,412.6124781,453.7897937,67154.49,47788,0.4584,47,0.089158644,0.310251188
367,36047042700,51422.27472,86,,283.5844717,374.6503468,97449.88,47055,0.4322,36,0.125932301,0.374708624
368,36047042800,6915.917125,35,,431.6601885,469.4353412,59126.04,52188,0.4536,43,0.100625652,0.229711141
369,36047042900,57997.86795,92,,209.6547949,261.5165073,88466.95,45382,0.4197,41,0.135732502,0.324645892
370,36047043000,6719.57536,20,,405.1794752,456.4059845,54930.16,34729,0.4356,41,0.110054348,0.225680934
371,36047043100,58022.81039,94,,262.5467839,324.9954184,87073.04,42269,0.5054,40,0.116554595,0.436635944
372,36047043200,6249.738129,23,,415.4378558,479.6891272,83363.3,48574,0.4406,44,0.082032813,0.287869265
373,36047043300,58035.91852,101,,214.8877699,272.9267418,70828.46,37882,0.4551,42,0.137802607,0.240569395
374,36047043400,5864.266144,21,,416.7206427,470.9571999,62460.29,47054,0.4911,42,0.104954368,0.28030303
375,36047043500,58006.43073,46,,227.7229034,286.7137722,79413.28,41058,0.5499,38,0.18172657,0.322894919
376,36047043600,5774.585502,20,,374.6313305,419.403504,90833.48,60227,0.4979,50,0.096857671,0.200743494
377,36047043700,57650.64367,69,,206.0125078,249.6134035,94872.83,42500,0.4398,44,0.190872649,0.333918128
378,36047043800,6543.073143,38,,475.6585459,582.1726358,43678.43,40227,0.4761,41,0.110662359,0.250535332
379,36047043900,68325.54276,61,,175.2486709,223.0346143,53926.18,40455,0.5345,35,0.201936376,0.29057187
380,36047044000,8447.007887,13,,436.367375,505.7085429,37818.95,47727,0.4913,39,0.103703704,0.23908297
381,36047044100,48658.80033,76,,227.4242587,288.9984964,112431.1,49167,0.499,38,0.120383037,0.403451995
382,36047044200,7666.940728,15,,470.0973175,510.1843383,38857.4,57366,0.5497,31,0.058823529,0.249130939
383,36047044300,57417.92009,61,,223.837283,285.1512026,83671.96,56657,0.4185,38,0.076643441,0.373434949
384,36047044400,7315.141822,11,,428.0109114,486.5684362,50585.36,44896,0.5422,37,0.089385475,0.240788347
385,36047044500,57304.33992,75,,351.0676068,416.4958626,77369.62,42894,0.4866,43,0.072881983,0.338299193
386,36047044600,7146.534487,6,,372.4497947,426.8203534,37018.67,47031,0.4763,46,0.11849711,0.230101302
387,36047044700,54833.51621,63,,339.0417712,415.9457017,40366.83,50114,0.4954,39,0.131675201,0.354350568
388,36047044800,9173.219398,25,,440.152449,511.0933041,22767.56,52083,0.5512,36,0.089055794,0.261455526
389,36047044900,445362.7914,120,53,452.0900376,601.3787445,4235.516,33831,0.468,38,0.138502319,0.223508459
390,36047045000,9488.202649,12,,435.3205999,489.8459853,5697.234,29659,0.6045,32,0.018867925,0.20610687
391,36047045200,7809.932872,14,,484.7579085,555.9762904,36670.77,67431,0.498,32,0.031185031,0.16838488
392,36047045300,110262.3663,113,,261.782701,345.4719961,18321.72,55536,0.4485,37,0.186440678,0.413902054
393,36047045400,5545.636108,8,,401.9125727,467.470213,37112.8,47188,0.496,34,0.086229086,0.200657895
394,36047045600,8807.847548,14,,535.7744966,601.4730613,43185.01,35385,0.5834,41,0.084562439,0.31773399
395,36047045800,10300.30737,5,,778.8418005,810.8060626,23837.52,60250,0.6078,43,0.072617247,0.200364299
396,36047046000,25965.94529,19,,393.815321,482.5864365,53208.44,45938,0.4987,36,0.089526039,0.185542169
397,36047046201,16992.45109,28,,426.6392109,473.5692752,54196.52,36765,0.4919,38,0.12168344,0.159433962
398,36047046202,7458.127227,12,,423.0171089,480.5384711,32039.97,56818,0.5191,33,0.040955631,0.088039867
399,36047046400,8548.374091,13,,435.6935025,518.8729429,41510.88,43889,0.4751,38,0.051044084,0.138719513
400,36047046800,14487.44479,16,,421.7767785,496.548998,21022.21,34063,0.4882,30,0.078668684,0.274285714
401,36047047000,9191.934109,17,,415.9520687,511.7201225,39972.43,46696,0.5213,29,0.04950495,0.120956399
402,36047047200,8736.358379,15,,388.0041511,499.3283386,43929.86,51159,0.4853,30,0.051391863,0.195355191
403,36047047400,8891.651305,10,,365.1728765,458.7142953,43134.07,52125,0.5759,27,0.037511436,0.193324062
404,36047047600,10474.29754,11,,368.713682,424.6198784,49480.26,45588,0.4383,27,0.094996374,0.110986547
405,36047047700,45895.61066,48,,465.0016355,604.2982555,44408.16,86932,0.3842,34,0.023334461,0.421354765
406,36047047800,11184.89223,47,,348.2981532,407.8439769,50577.47,31708,0.551,33,0.088010204,0.167850799
407,36047048000,20405.50442,63,,353.6324044,405.3416948,60897.59,30968,0.4797,37,0.097834205,0.294747082
408,36047048100,31547.82542,47,,464.0381927,570.3271266,52929.21,72717,0.4198,34,0.101541733,0.538970588
409,36047048200,25923.55241,39,,320.2501795,361.500281,75258.88,31992,0.4548,42,0.101617586,0.283119659
410,36047048400,19114.7705,38,,324.4154233,351.6968985,76884,40724,0.4464,35,0.040653814,0.271892223
411,36047048500,132914.1921,111,,384.3523052,449.6961025,13526.12,85924,0.3391,34,0.064264003,0.485981309
412,36047048600,16029.95754,33,,326.9070522,380.7726474,49529.8,44489,0.4436,39,0.040645161,0.207650273
413,36047048800,13096.63238,20,,362.3412384,405.4803475,71575.68,52000,0.4297,42,0.073545554,0.219476744
414,36047048900,20959.20956,71,,,,108250.7,19518,0.4732,41,0.2122571,0.238914626
415,36047049000,17612.82994,40,,324.9714868,357.2753676,82715.37,35642,0.561,40,0.093729373,0.343014522
416,36047049100,44447.1544,261,,250.4086267,308.7727081,73108.17,32813,0.4494,39,0.077848549,0.209988203
417,36047049200,15107.46521,23,,361.5961209,442.3552198,56975.32,46146,0.4346,39,0.105154639,0.227758007
418,36047049300,52164.52547,120,,278.6804693,354.0157038,84035.34,30613,0.5552,35,0.108067729,0.272529522
419,36047049400,16728.45402,25,,371.5411741,419.8911535,78855.3,47397,0.491,41,0.08563135,0.290828837
420,36047049500,26919.19989,68,,461.1890249,591.4410115,54205.93,73913,0.4474,32,0.056179775,0.398104265
421,36047049600,18546.21438,47,,366.9169329,421.0021799,50186.34,57477,0.4392,48,0.078109453,0.283321195
422,36047049700,34409.27259,30,,468.2928625,603.3244154,43513.67,79934,0.5262,30,0.053057554,0.518720218
423,36047049800,18671.70684,26,,364.2957815,429.2209696,57478.68,67907,0.4276,43,0.063254266,0.33990442
424,36047049900,37663.55232,17,,411.126437,548.7558197,31733.03,70031,0.4585,36,0.104166667,0.387755102
425,36047050000,28783.79584,23,,448.3816771,536.8137081,48065.67,78313,0.4231,44,0.052932019,0.256392536
426,36047050100,37574.23358,79,,644.9984758,823.3086141,44012.44,73919,0.4343,31,0.059990553,0.337876614
427,36047050202,19056.74244,15,,604.3853153,722.0245964,44923.88,73081,0.5264,43,0.020999276,0.3119349
428,36047050300,26129.19896,32,,456.4862195,590.2542517,50246.28,69712,0.4555,31,0.056716418,0.369727047
429,36047050400,32957.63929,30,73,1420.907318,1776.796902,53739.69,86771,0.4767,42,0.058882236,0.258870565
430,36047050500,35323.86626,95,,189.9710097,234.3716103,65570.67,30216,0.4877,37,0.125847458,0.31753313
431,36047050600,21808.86824,65,,322.2327019,410.809556,90272.52,48583,0.4199,44,0.090096286,0.273871983
432,36047050700,43771.24602,53,,151.4648351,180.0425274,35846.2,30625,0.4729,26,0.116022099,0.25
433,36047050801,10361.68153,98,,251.6416011,310.7281507,130691.1,40417,0.4318,44,0.154153709,0.243697479
434,36047050803,7428.098637,58,,248.6071982,318.117615,97483.59,38807,0.3924,39,0.131868132,0.285388128
435,36047050804,13651.96538,75,,330.7383622,430.7499846,145246.1,50440,0.3798,41,0.098610369,0.315768621
436,36047050900,9892.886805,36,,293.7672742,348.6223157,74965.16,32762,0.5923,26,0.038167939,0.187786259
437,36047051001,10189.7628,58,,157.1487991,199.4904746,143869.5,44332,0.411,45,0.13358209,0.287262873
438,36047051002,14179.30902,35,,382.3546903,492.735254,121627.9,45982,0.3924,49,0.123407353,0.235833783
439,36047051100,33156.45599,88,,306.460964,386.2823238,61864.95,31047,0.5304,41,0.08356676,0.339545719
440,36047051200,18525.25806,68,,394.0344689,492.168311,113000.2,36661,0.4838,48,0.091545012,0.252769799
441,36047051300,179365.4165,99,,404.4088263,526.3954106,44523.58,66951,0.413,34,0.050154799,0.378582202
442,36047051400,23981.8549,80,,323.1167059,398.3659304,103853,45685,0.4401,40,0.108977436,0.206470374
443,36047051500,160293.1066,43,,329.1691345,432.6292254,18969.64,96146,0.4732,36,0.034280118,0.451006711
444,36047051601,15368.15677,69,,275.3000486,350.0086172,115747.4,34241,0.3897,43,0.100789771,0.308324769
445,36047051602,12053.31945,77,,232.878402,283.2147311,108677.4,38813,0.4003,44,0.088251517,0.295253419
446,36047051700,161432.5036,44,33,545.6780008,597.2814763,27618.5,100814,0.474,30,0.049201278,0.513786765
447,36047051800,26663.43525,30,,412.9530877,477.8298681,44780.5,69856,0.4767,42,0.093623482,0.254873646
448,36047051900,235758.7324,73,,411.2511619,483.3513934,40691,87087,0.4464,32,0.052772013,0.498223801
449,36047052000,25238.57856,54,,394.4153013,510.3493085,62054.68,47130,0.5165,42,0.08707483,0.167128988
450,36047052300,100587.0281,77,,315.8757972,389.610281,103348,43076,0.481,33,0.043110982,0.299282398
451,36047052500,86355.12365,95,82,248.448128,298.8905973,68945.72,20993,0.5879,28,0.038367347,0.202586207
452,36047052600,22425.02289,53,,366.0472452,474.0404158,72072.42,60159,0.436,44,0.080297398,0.369700395
453,36047052700,131955.2951,113,,366.7720114,430.2974549,91107.77,32022,0.5137,32,0.141205615,0.312053759
454,36047052800,23251.66581,24,,367.7320285,465.3987402,27183.69,88068,0.4869,48,0.03440367,0.269051322
455,36047052900,12204.18344,40,,281.365745,336.9791805,59147.43,31962,0.4809,22,0.038626609,0.268470343
456,36047053000,9952.674048,37,,340.0053272,389.1628139,54103.22,37273,0.5143,38,0.102549247,0.270723104
457,36047053100,40496.25553,36,,242.7948175,290.5124764,143056.4,33945,0.6168,23,0.01642984,0.333132892
458,36047053200,9999.382861,26,,330.6184961,379.1321225,37726.64,49395,0.5328,43,0.12594697,0.278317152
459,36047053300,13519.24728,20,,290.2647447,296.236964,92281.45,20931,0.5866,21,0.004776119,0.203814064
460,36047053400,9937.891884,31,,333.5814923,385.7242734,63143.84,31004,0.5526,34,0.12555205,0.33072713
461,36047053500,9051.19709,26,,269.8443779,298.1114245,86385.52,20044,0.4397,19,0.050757576,0.316317229
462,36047053700,11683.27529,27,,226.8513352,235.9764882,52461.41,26346,0.4088,21,0.015258216,0.166666667
463,36047053800,9426.020352,38,,373.5063998,398.9294242,67170.76,27192,0.4903,37,0.088613626,0.342079208
464,36047053900,7070.379736,5,,181.2903079,187.99764,67394.52,19602,0.5221,25,0.086549708,0.059683313
465,36047054200,10842.89554,55,,341.1764449,383.662991,64609.71,39468,0.5021,38,0.109738013,0.243793762
466,36047054300,64470.60416,51,,,,940.6829,92500,0.3787,39,0.103225806,0.761904762
467,36047054400,10890.68982,29,,349.6626819,397.960232,39775.93,44453,0.5754,32,0.064848931,0.190632703
468,36047054500,11702.09286,57,,,,110679.7,16638,0.6403,27,0.089465326,0.046100819
469,36047054600,10352.29426,35,,409.2245862,435.1088124,63894.22,31868,0.5815,40,0.087807326,0.29477612
470,36047054700,116241.7232,60,216,318.3857446,392.8903109,77975.19,39773,0.5019,34,0.066754502,0.3543257
471,36047054800,8429.166841,13,,472.0309765,511.9843555,32789.77,58906,0.5489,39,0.074152542,0.1796875
472,36047054900,133919.1379,55,75,347.9649508,445.4792669,46193.37,68043,0.5478,31,0.062734082,0.482222222
473,36047055000,8751.982781,29,,446.4872061,506.0824176,53927.48,42993,0.4703,43,0.053333333,0.366552901
474,36047055100,159970.7629,92,,433.0634054,535.0570131,68645.54,63613,0.4499,33,0.107004394,0.376718213
475,36047055200,8159.219344,87,,349.4399183,399.7515001,49105.52,41850,0.4785,46,0.102515723,0.234227701
476,36047055300,134642.3881,114,88,423.8156893,489.33183,48047.45,80909,0.4346,34,0.048098946,0.497902098
477,36047055400,10783.25039,79,,319.6528128,381.1946284,61620.85,51830,0.4144,37,0.090659341,0.354397394
478,36047055500,223679.7072,103,761,384.0553911,471.103209,51249.65,108190,0.4677,37,0.042234697,0.774281275
479,36047055600,12305.56526,23,,393.5645083,426.8472759,48140.24,50066,0.4291,37,0.093340611,0.338129496
480,36047055700,241921.498,59,,733.0702378,811.3422884,21857.21,92222,0.5954,35,0.066441441,0.530405406
481,36047055800,8351.600036,19,,374.4219959,438.6981259,33864.14,53233,0.4659,38,0.108132261,0.166097838
482,36047056000,8990.327906,21,,461.2308372,545.1718685,51602.94,45788,0.4607,52,0.084002471,0.303558967
483,36047056100,96640.29962,119,,360.6226563,466.4254958,22772.41,80000,0.4111,38,0.055607477,0.299729364
484,36047056200,8312.050513,7,,459.3839543,515.7565473,23032.02,66250,0.4458,34,0.045901639,0.098720292
485,36047056300,97912.01543,82,93,354.0188904,452.516226,30029.75,66591,0.557,39,0.068842922,0.27826087
486,36047056400,8915.79025,7,,403.6312966,429.3795593,35975.79,71707,0.3814,41,0.052252252,0.120041754
487,36047056500,63276.65251,51,,457.7458281,575.7377777,32173.19,78445,0.4306,35,0.076812977,0.462174189
488,36047056600,8346.875861,27,,315.9110875,385.9865012,41477.86,61779,0.4367,50,0.058778626,0.206195547
489,36047056800,5733.064391,8,,292.9478582,351.2769196,30380.71,79583,0.3854,50,0.013227513,0.172794118
490,36047056900,34175.51036,34,,313.3259637,396.1108198,29036.74,71111,0.4181,33,0.034482759,0.409836065
491,36047057000,8472.309241,57,,257.8193693,343.5331666,32783.04,57200,0.3945,47,0.067551963,0.198887344
492,36047057100,46962.6663,31,,387.0901075,492.8738143,57228.68,58553,0.4565,38,0.042479908,0.305147059
493,36047057200,7866.889765,145,,,,52665.32,18459,0.4585,56,0.208640157,0.149034039
494,36047057300,45427.08352,25,,366.3796651,454.0328591,36158.13,70878,0.453,34,0.079656863,0.373493976
495,36047057400,7746.881305,12,,248.6973009,325.4553192,46869.14,83295,0.4412,42,0.066582915,0.231155779
496,36047057500,50007.41264,62,98,336.7191086,436.8528519,55707.89,79476,0.3676,32,0.053211009,0.415571776
497,36047057600,7717.940416,23,,296.7372004,334.6348948,50132.49,68950,0.4392,47,0.112198304,0.242926829
498,36047057800,8381.007388,37,,384.1996312,429.1360362,49022.9,37953,0.4916,42,0.031295488,0.232350312
499,36047057900,194379.4194,74,50,289.2855742,369.631141,3901.978,56500,0.4293,33,0.033195021,0.470954357
500,36047058000,7719.735901,35,,351.2536204,390.7033002,65288.05,40675,0.4566,47,0.053150685,0.287703016
501,36047058200,10288.64543,12,,367.6228485,406.7286393,50506.16,43750,0.4625,46,0.125389408,0.241035857
502,36047058400,11988.65599,72,,321.7613761,394.119322,45449.49,58975,0.4399,49,0.031491713,0.325694444
503,36047058600,5278.405748,24,,301.4468478,359.6298598,42119.29,56797,0.4101,47,0.062919463,0.213828425
504,36047058800,10165.10117,24,,276.1974494,346.8892383,56875.91,61964,0.4391,42,0.096143097,0.181686047
505,36047058900,114584.6068,26,,353.5676179,457.0530364,10600.67,82311,0.3679,37,0.057723577,0.255400254
506,36047059000,5120.15502,42,,270.7935707,332.1553834,30935.52,49792,0.4943,39,0.080796253,0.247706422
507,36047059100,50906.15062,42,,388.9779517,505.3655089,51850.28,76532,0.3785,38,0.060595322,0.367713005
508,36047059200,7081.549903,48,,275.472058,340.6485629,54313.86,61164,0.4782,49,0.077393966,0.148302561
509,36047059300,50223.25483,11,,333.646797,440.0090665,28032.91,73021,0.3933,41,0.094098884,0.370595383
510,36047059401,13581.98832,43,,264.3285908,330.2831583,47659.65,42067,0.5059,44,0.105514316,0.254130866
511,36047059402,10412.99542,36,,257.3492984,333.6060841,38688.3,68429,0.4324,45,0.089513109,0.14729064
512,36047059600,5588.945092,50,,248.0577385,310.8698464,36676.18,61422,0.4267,44,0.078008299,0.201809954
513,36047059800,6432.814465,20,,245.1305636,320.1414636,45295.15,63613,0.4689,39,0.114061557,0.112863071
514,36047060000,14205.16876,70,,264.5837721,312.5989426,35230.48,51845,0.4841,44,0.069318867,0.205982582
515,36047060600,5768.1733,60,,284.5517879,332.5260642,35575.5,29759,0.4999,44,0.103554869,0.2366757
516,36047060800,13533.75053,70,,297.26186,340.7445827,20259.85,50213,0.4828,45,0.068517425,0.340584636
517,36047061002,11042.91975,27,,453.7999308,516.8687622,50050,68750,0.5548,44,0.042477876,0.228215768
518,36047061003,3888.760577,24,,271.244077,318.3336321,59810.76,45202,0.4628,38,0.101604278,0.16635514
519,36047061004,10946.14628,57,,286.6966946,317.912432,71808.7,23583,0.5281,48,0.076738609,0.26179966
520,36047061200,6654.614413,21,,440.7003367,537.897581,11418.96,63333,0.5163,31,0.078431373,0.070652174
521,36047061600,24490.06342,25,,446.8645266,549.3948638,5518.964,103000,0.5145,43,0.038639876,0.108163265
522,36047062000,10751.04852,17,,510.2772237,615.4841989,15161.04,103929,0.471,39,0.0625,0.133540373
523,36047062200,8392.463199,35,,309.4361838,361.6529865,33539.41,52353,0.4979,48,0.063662375,0.305097451
524,36047062600,10273.68189,35,,241.2687196,322.0633525,21734.85,45547,0.4302,38,0.150943396,0.30148423
525,36047062800,24826.72871,48,,295.3370346,379.1826989,16934.15,70260,0.44,37,0.125,0.098895318
526,36047063200,3792.039278,8,,284.8129191,375.4744636,32154.86,60139,0.4729,41,0.070229008,0.159489633
527,36047063600,2642.310316,12,,322.0752258,395.1430342,30561.87,93214,0.3687,40,0.095744681,0.06504065
528,36047063800,6773.108422,6,,317.3322226,362.0587851,30681.24,69405,0.4319,45,0.039141414,0.218654435
529,36047064000,3545.713693,8,,378.5701459,411.2461399,34054.57,97241,0.4095,41,0.159744409,0.16609589
530,36047064200,11438.78206,29,,429.6187327,456.0134249,26817.67,59732,0.4917,38,0.037998146,0.201129944
531,36047064400,4607.482273,14,,350.1730288,394.4134741,36563.07,83125,0.4673,41,0.040898156,0.252858958
532,36047064600,3828.641667,6,,363.4055078,391.0048818,37559.17,89350,0.3798,39,0.08612874,0.166912851
533,36047064800,3502.377454,16,,353.6509788,360.7323098,32784.66,63393,0.3689,47,0.078212291,0.171032357
534,36047065000,8725.187111,12,,314.7561422,336.9104289,20598,51339,0.4391,44,0.054054054,0.190380762
535,36047065200,4050.424337,16,,376.9035374,415.3539586,18396.89,95368,0.3932,45,0.032986111,0.204868154
536,36047065400,3502.271253,10,,390.7883634,422.9601103,30169.21,89750,0.4542,40,0.044018059,0.055555556
537,36047065600,3549.712843,8,,403.4664133,434.4861799,30811.11,82250,0.4035,38,0.062352941,0.154213037
538,36047065800,3544.65204,16,,286.6701418,356.3035553,32998.64,81932,0.4318,42,0.067692308,0.185495119
539,36047066000,3520.518544,9,,291.6707323,376.5948128,34994.78,87708,0.4598,42,0.052023121,0.127753304
540,36047066200,5349.907318,25,,298.2928281,371.8039882,19346.97,80893,0.3675,43,0.082618026,0.149078727
542,36047067000,4813.964646,69,,232.9304055,304.4784443,34360.56,60857,0.4284,49,0.131949096,0.154158215
543,36047067200,9145.473218,30,,311.2420744,317.7483544,25255.2,63571,0.3549,48,0.123239437,0.189497717
544,36047067400,9931.520177,27,,318.7136922,336.9648355,26528.32,81964,0.3674,47,0.066303361,0.136655948
545,36047067600,8155.634079,32,,295.1327516,301.3516716,34288.91,75972,0.3388,52,0.083700441,0.112929624
546,36047067800,8724.951366,20,,241.2922615,249.5783246,37270.95,81847,0.2963,48,0.123372173,0.080738178
547,36047068000,8863.439328,33,,334.3592028,346.8458358,33053.75,69375,0.3662,50,0.106796117,0.23024055
548,36047068200,10614.78935,17,,272.4487107,318.2267687,38895.48,78875,0.396,42,0.083112758,0.160775371
549,36047068600,3421.294942,69,,222.940261,286.1242252,29048.69,51800,0.4057,46,0.124567474,0.254310345
550,36047068800,8228.871395,13,,254.3560892,326.1730273,30750.66,81750,0.3454,50,0.107368421,0.115321252
551,36047069000,9076.213997,30,,298.4993019,329.0032353,26976.39,78663,0.4378,43,0.092205323,0.163987138
552,36047069200,9544.729906,32,,277.5296499,309.4092501,40395.94,84674,0.3353,44,0.094629156,0.224009901
553,36047069601,9796.386641,27,,198.1559147,229.6136468,22854.29,53047,0.4221,47,0.160175268,0.281189399
554,36047069602,16856.79465,47,,264.010351,320.209915,25091.95,89375,0.4226,38,0.071022727,0.224713959
555,36047069800,11532.09141,171,,292.0270814,382.2934533,7496.857,73681,0.4068,39,0.035220126,0.253036437
556,36047070000,4666.49981,10,,282.1716986,358.5002996,23065.68,66250,0.4889,37,0.086560364,0.253687316
557,36047070201,23677.93114,32,,321.7593534,384.9116731,14504.35,59655,0.5249,38,0.101023891,0.170277296
559,36047070600,32343.58466,24,,290.5541234,369.9967463,4311.78,85515,0.4127,32,0.081320451,0.126470589
560,36047072000,8303.026796,22,,199.7822101,231.433471,32231.62,63000,0.3512,53,0.106031128,0.2
561,36047072200,13499.33006,60,,266.1919154,283.226566,29165.04,61286,0.3754,50,0.164784053,0.164937759
562,36047072400,10088.1891,35,,319.2775325,327.6173043,27464.18,76071,0.377,60,0.15146147,0.16993464
563,36047072600,14443.48757,36,,304.8575242,315.0234901,19860.21,82961,0.3706,43,0.141295206,0.05278174
564,36047072800,11130.40198,40,,255.5021351,283.7289008,49466.88,67102,0.4321,52,0.076182503,0.097134871
565,36047073000,9696.866734,46,,281.2028222,291.2569972,35750.66,93462,0.3994,50,0.135191638,0.122762148
566,36047073200,8398.317655,17,,287.2943007,296.0398681,46263.95,74018,0.3607,45,0.12802276,0.249403341
567,36047073400,7931.526721,31,,286.7285617,303.7285163,40399.73,84167,0.3799,47,0.060629921,0.03742515
568,36047073600,9360.685444,48,,275.6037796,295.0629918,52632.53,60051,0.5158,45,0.100969766,0.262815297
569,36047073800,9478.170064,27,,290.605084,305.1328099,51391.84,55714,0.4853,42,0.063400576,0.133606557
570,36047074000,8523.718127,64,,268.1543226,280.8354435,68008.16,60170,0.4005,47,0.086528497,0.168
571,36047074200,9150.890733,40,,339.5093567,389.9002876,53336.87,75952,0.3951,41,0.068986569,0.167023555
572,36047074400,8978.320046,15,,398.7348062,452.2826031,37854.47,102125,0.4962,31,0.054945055,0.182552504
573,36047074600,10553.43718,30,,337.6728385,363.8710633,29342.39,82188,0.4084,36,0.05573081,0.148260212
574,36047074800,10119.41276,24,,424.6089127,479.8923619,27961.17,61667,0.5136,37,0.061146497,0.199074074
575,36047075000,9940.418384,11,,390.0767191,443.4414635,43131.62,52774,0.4588,35,0.089689858,0.162891046
576,36047075200,9927.881825,6,,459.046379,478.5940733,15268.3,111429,0.4944,30,0.07424594,0.057823129
577,36047075400,9942.288607,12,,472.2684264,525.0667629,23487.38,86389,0.3912,29,0.06676783,0.172566372
578,36047075600,9947.108344,17,,485.2239343,510.7220584,29415.06,62935,0.454,32,0.060810811,0.183431953
579,36047075800,11765.02661,10,,498.99066,518.9274348,23230.12,84044,0.5249,38,0.10654828,0.160741886
580,36047076000,10407.98236,15,,444.2811278,509.4411625,42975.81,41364,0.6094,40,0.096685083,0.268129771
581,36047076200,10779.66896,25,,398.4443574,466.1339664,67145.23,46667,0.5027,41,0.013106796,0.287878788
582,36047076400,21400.10899,14,,401.6893602,504.0942547,65235.36,47364,0.4507,44,0.109640832,0.257731959
583,36047076600,10936.32392,33,,371.1824931,460.3484492,77375.34,59926,0.4294,44,0.0710466,0.272373541
