,GEOID,FHVDIFF,NYPDviolationDIFF,NYPDmisdemeanorDIFF,NYPDfelonyDIFF,units,C1DIFF,C2DIFF,Pop_Den_16DIFF,Median_Household_Income_16DIFF,Gini_Index_16DIFF,Ave_Commute_Min_16DIFF,Unemployed_rate_16DIFF,Moved_in_4years_16DIFF,licenseDiff
187,36047023500,1.26655871,0.523809524,0.077586207,0.360655738,,0.251734376,0.152599818,0.011706147,-0.118354403,0.122546217,-0.068649439,0.084321102,-0.287904168,-0.666666667
188,36047023600,2.980978389,-0.666666667,0.0625,0.111111111,,0.19430689,0.25416244,-0.022132414,0.026650165,-0.001309758,0.023379605,-0.030672667,1.173541204,0
189,36047023800,2.980978388,3,-0.258064516,-0.565217391,,0.210921335,0.25097994,-0.023901426,-0.040585198,-0.058555518,-0.062182483,0.273138717,-0.691289806,
190,36047024000,2.980978388,-0.578947368,-0.064516129,-0.136363636,,0.175123804,0.239284039,-0.036009813,0.112627223,-0.027688604,-0.058737864,-0.289831251,-0.108252227,2
191,36047024100,1.683173574,-0.153846154,-0.235294118,-0.206896552,,0.209883515,0.268169246,0.141894851,-0.039085752,0.039809998,0.033647799,0.088847839,-1,-0.875
192,36047024200,2.980958986,0.3,0.15,0.162162162,,0.136053408,0.262376713,-0.02129741,0.376098923,-0.001026483,-0.07018315,-0.063287852,,0.5
193,36047024300,1.683181252,-0.037037037,0.064935065,0.055555556,,0.193652384,0.260045503,-0.024572959,-0.014732593,0.034180731,-0.01828975,0.414977909,0.827795185,-0.285714286
194,36047024400,2.980965568,0.5,0.1,0.642857143,,0.1755145,0.256432885,0.006654293,-0.008701734,0.032803586,0.040868455,-0.028571824,-0.574101329,-0.571428571
195,36047024500,1.683165538,0.142857143,-0.053571429,-0.085714286,,0.247195422,0.229119353,0.095460372,0.118845073,-0.030684681,-0.009566753,-0.169436348,0.020124398,-0.25
196,36047024600,2.980860666,1,0.037735849,0.027777778,,0.145011091,0.249190704,-0.035054794,0.024352115,0.013302365,-0.001925759,0.275202262,0.037598995,-0.25
197,36047024700,1.739723621,-0.035714286,0.016393443,0.051724138,,0.279881268,0.173756951,0.090779511,0.072941288,-0.036176773,-0.002902551,-0.258479332,,1.666666667
198,36047024800,2.5877659,1.285714286,0.125,0.608695652,,0.105933873,0.208700551,-0.002617784,0.124659901,-0.031943212,0.013554217,-0.311977745,,-0.166666667
199,36047024900,1.683182178,0.142857143,0.047945205,-0.126315789,,0.323821724,0.211911553,0.059149284,0.175328573,-0.004993487,-0.000570578,-0.163911664,-0.568757029,-0.4
200,36047025000,2.587790864,0.222222222,0.037037037,0.206896552,,0.056853013,0.253364888,-0.116568369,0.017536263,-0.003559352,-0.173434252,-0.18946923,,-0.5
201,36047025100,1.683181252,-0.348484848,-0.164835165,-0.152380952,,0.257712245,0.270325201,-0.013912582,0.286414747,-0.069619191,0.034289391,-0.095683885,,0.333333333
202,36047025200,2.587759966,-0.52,-0.045454545,-0.071428571,,0.158140343,0.272865378,-0.000562134,0.00153657,0.007535967,0.044856922,0.005313807,,0.25
203,36047025300,1.683181253,-0.28,-0.010638298,-0.033898305,554,0.204201904,0.294135569,0.106692778,0.102182061,-0.012840774,-0.074115044,-0.030803479,,0.5
204,36047025400,2.587797987,5,-0.292682927,-0.548387097,,0.132075103,0.312875947,0.021381528,-0.046517892,0.158812441,-0.059452871,-0.087556657,,-0.25
205,36047025500,1.683181253,-0.152173913,-0.152173913,-0.233870968,,,0.323445781,0.065085384,-0.037644444,0.007737397,-0.00889675,0.003792321,0.797261233,0
206,36047025600,2.587761376,-0.454545455,-0.163636364,-0.333333333,,0.094793434,0.298828359,-0.009076657,-0.106531413,0.032575292,0.022897224,0.237771574,,-0.666666667
207,36047025700,1.683177829,0.545454545,0.108108108,0.070422535,,0.163760306,0.325917919,0.121727271,0.082362113,-0.030911281,-0.054319664,-0.047728674,-0.191545146,1
208,36047025800,2.587764466,-0.555555556,-0.172413793,-0.277777778,,0.086095174,0.186138771,0.00402369,-0.023973416,-0.029338843,0.029660895,-0.255943262,0.691577699,-0.222222222
209,36047025901,1.683181257,-0.058823529,-0.111111111,-0.125,,0.245994219,0.298060011,0.035005273,0.126886096,-0.035070533,0.010906387,-0.026709214,-0.040372705,0.333333333
210,36047025902,1.683183256,0.833333333,0.245614035,0.304347826,,,0.35,-0.000267752,0.016480793,-0.049146617,0.025482434,-0.225009346,1.182402297,
211,36047026000,2.587759966,0.7,-0.128205128,-0.222222222,,0.134776869,0.156894987,-0.070246875,0.031841669,0.01443299,-0.013316919,-0.081601007,0.074897615,-0.25
212,36047026100,1.683183607,0.823529412,0,0.289855072,70,0.2026698,0.271360075,-0.079406448,0.163900255,-0.034134518,0.067960205,-0.11144016,-0.279061071,0.3
213,36047026200,2.587759965,-0.615384615,0.166666667,0.368421053,,0.082418511,0.064140699,-0.00743179,0.013270076,0.015384615,0.013144963,-0.057978367,,0.666666667
214,36047026300,1.683182998,0.294117647,0.180952381,-0.028169014,,0.245925022,0.240221503,-0.068431641,-0.017836984,0.073311367,0.066133018,0.012026582,0.1071761,
215,36047026400,2.587759967,1.857142857,0.016666667,0.054054054,,0.144552338,0.080452347,-0.041043212,-0.064940003,0.017775851,-0.030126289,-0.021565494,0.484723376,-0.285714286
216,36047026500,1.683183391,-0.209302326,0.018691589,-0.092307692,,0.274393202,0.26548367,0.01011808,0.024387855,0.000814067,0.050291385,0.095020216,0.196572413,2.5
217,36047026600,2.58776153,-0.235294118,-0.186046512,-0.137931034,,0.146933063,0.181556833,0.05529547,-0.029893238,-0.030424162,-0.003309712,-0.114181816,0.180441205,-0.5
218,36047026700,1.683182778,0.153846154,-0.136363636,0.181818182,,0.323860117,0.215606637,0.103653296,0.038834483,-0.008085263,0.07969241,0.077762909,-0.352980517,0
219,36047026800,2.587763339,-0.529411765,0.15625,0.047619048,,0.141497536,0.060329225,-0.006233012,0.247036904,-0.014843572,0.002109974,-0.081369432,-0.170333271,1
220,36047026900,1.683184137,-0.348837209,0.05625,0.052083333,,0.256080865,0.102996183,0.109497275,0.003050716,0.080520025,-0.01820022,-0.085712548,,1.333333333
221,36047027000,2.587964997,-0.444444444,-0.205882353,-0.157894737,,0.097941309,0.044131294,-0.046868939,0.025668449,0.032258065,0.062342691,-0.160589693,1.094370245,-0.666666667
222,36047027100,1.739736881,0.2,0.22826087,0.13559322,,0.252074809,0.106182368,0.062350197,0.12456878,0.195257092,-0.011973689,-0.217080191,0.012309453,2.5
223,36047027200,2.587759998,1.5,-0.230769231,-0.304347826,,0.107184475,0.028288673,-0.002166761,-0.0029226,-0.00268998,0.039023628,-0.189417763,0.198194321,0.25
224,36047027300,1.72965482,-0.025641026,-0.044444444,0.054054054,,0.32885198,0.223815353,0.092865219,0.10554859,0.011615044,0.009973033,-0.426401973,,-0.714285714
225,36047027400,2.587759966,-0.545454545,-0.58974359,-0.5,,0.134535583,0.045390295,-0.001941816,0.055269011,0.008637613,0.0356721,-0.042476224,-0.002286013,0.25
226,36047027500,1.729654439,-0.2,-0.169014085,-0.184782609,,0.293122622,0.228271743,0.035434821,0.087247723,0.015727653,0.01622703,-0.125149268,-0.310156603,-0.25
227,36047027600,2.587760949,-0.333333333,-0.016393443,-0.227272727,,0.096589492,0.145143725,-0.044624331,0.124388449,0.005145458,0.001768663,-0.099740623,-1,0.6
228,36047027700,1.729655585,-0.057692308,0.234042553,0.256097561,,0.310572014,0.276311961,-0.028743693,0.063207921,-0.033288175,0.056434179,-0.197253314,0.209728652,0.333333333
229,36047027800,2.587761149,-0.25,0.054945055,0.107142857,,0.020783147,0.136797474,0.012580447,0.079762923,-0.04572778,0.032407258,-0.105293842,,0.25
230,36047027900,1.729656553,-0.224489796,0.07,0.014925373,,0.230814918,0.308746253,0.036535494,0.014187216,0.026040456,-0.061216872,-0.146532376,-0.058169082,0
231,36047028000,2.653401572,-0.25,0.444444444,0.142857143,,0.05806171,0.134218312,-0.014201187,0.02953979,-0.04588708,0.021840478,-0.017094887,,4
232,36047028100,1.729656098,-0.333333333,-0.208737864,-0.253521127,,0.210084491,0.293139038,-0.017206067,0.080495973,0.017903767,-0.052572939,-0.080387658,-0.562065884,0.75
233,36047028200,2.653403546,-0.666666667,0.102272727,0.140350877,,0.072281601,0.10480307,0.00588961,0.39967599,-0.004807692,-0.021085803,0.024840509,0.068429694,-0.25
234,36047028300,1.729654702,0.368421053,0.100719424,0.068181818,,0.199867542,0.294595373,-0.001927737,0.013184677,-0.006428284,0.020442359,-0.101080829,-0.538897969,0.5
235,36047028400,2.587762628,-0.515151515,-0.16091954,-0.019230769,,0.107323718,0.023771557,0.026488273,0.075102702,-0.02310231,0.002403352,-0.481052297,0.464706155,1.833333333
236,36047028501,1.370257802,-0.0625,-0.182608696,-0.215189873,,0.288118519,0.329624735,0.47440272,0.08775527,-0.146996279,0.03021978,-0.694075308,,
237,36047028502,1.729624002,0.2,0,-0.071428571,,,0.289983187,0.046839257,0.105186653,-0.06779661,0.234834835,-0.066488372,,
238,36047028600,2.653404486,-0.08,-0.012048193,-0.06,,0.144924827,0.128151354,-0.009803891,-0.049511728,-0.135146022,0.020651998,0.348150662,0.466681189,-0.285714286
239,36047028700,1.729616994,-0.2,0.088888889,-0.158333333,,0.225048183,0.31465908,-0.031723103,-0.053779873,0.189422356,0.090530496,0.27942288,,1.75
240,36047028800,2.587760527,-0.1875,-0.171052632,-0.181818182,,0.091799962,0.053788881,0.024320443,0.169219356,-0.020208466,-0.044329983,-0.284548306,,-0.125
241,36047028900,1.729634958,-0.348837209,0.101694915,0.115942029,,0.268039969,0.291566232,0.044600914,0.08743998,-0.035486613,-0.047563625,-0.295577292,-0.388081457,-0.222222222
242,36047029000,2.58776101,-0.054054054,-0.152671756,-0.111111111,,0.147085458,0.019105705,-0.007219275,0.154585095,0.022008897,-0.00385058,-0.194422957,2.724688864,-0.166666667
243,36047029100,1.729656587,0.25,-0.123809524,-0.095238095,,0.246624658,0.326195577,0.023214941,0.207342136,-0.021334368,0.055249533,-0.253703576,,3
244,36047029200,2.65329062,0.454545455,-0.02173913,-0.142857143,,0.112900341,0.069760926,0.107874026,0.073210108,0.004287464,0.038038884,0.021374889,0.908991906,0.166666667
245,36047029300,1.729656588,-0.058823529,-0.01,0.033333333,,0.244705265,0.300313907,-0.002043089,0.126250861,-0.017234626,0.027114968,-0.029878929,-0.249482911,-0.6
246,36047029400,2.58793436,-0.333333333,-0.086666667,-0.35,,0.149997359,0.061495485,-0.011651351,0.020158508,-0.02066618,0.064957522,0.03011068,0.074603304,-0.25
247,36047029500,1.729656986,0.04,0.227272727,0.177777778,,0.274923659,0.245983298,0.014988107,-0.013873535,0.003945183,-0.007280356,-0.227906977,,0.75
248,36047029600,2.587898523,0.166666667,0.447761194,0.512195122,,0.135405269,-0.000330223,-0.04657671,0.177871866,0.00955673,-0.017929293,-0.234610653,,-0.363636364
249,36047029700,1.739737263,-0.367346939,-0.231958763,-0.384,,0.262765444,0.245741921,0.057697235,0.04643852,-0.019744265,-0.002423263,-0.443761692,-0.002632689,-0.4
250,36047029800,2.812643228,0.263157895,0.155172414,0.157894737,,0.218760044,0.122109828,0.042624607,-0.093013694,-0.112161907,0.005251157,0.312248014,,-0.214285714
251,36047029900,1.739746127,0.111111111,-0.111111111,0,,0.168707894,0.226286545,0.04806608,0.201768277,0.002792182,-0.054415573,-0.181751979,-1,0.142857143
252,36047030000,2.812629933,0.086956522,0.173076923,0.5,,0.326665483,0.060181479,-0.009387413,-0.288292192,0.040389089,0.033523211,0.093889555,-0.088842816,0
253,36047030100,2.187302746,0.290322581,0.133333333,0.166666667,,0.105458175,0.173783212,-0.047601839,0.174678809,0.015756303,-0.051119766,-0.190446042,-0.217214634,0.25
254,36047030200,2.812647392,0.111111111,-0.090909091,0,,0.32922078,0.084500201,0.0243398,-0.006128872,0.01017474,0.058826205,-0.370326213,,0.25
255,36047030300,2.187341907,0.045454545,0.105820106,0.08411215,,0.038442668,0.261708364,0.05998413,0.368450447,0.077502478,0.077705828,0.030122771,-0.162025368,0.333333333
256,36047030400,2.811532766,-0.24,0.211267606,0.088888889,,0.308916582,0.061006485,0.039016445,0.036947961,0.056319862,0.043189369,-0.367630387,,0.428571429
257,36047030500,1.739595705,-0.134615385,0.096385542,-0.009090909,147,0.287686722,0.109517355,0.01529148,0.102555517,-0.014261542,0.042147182,-0.487586403,1.092073298,0
258,36047030600,2.780429564,-0.2,0.225806452,-0.136363636,,0.324008573,0.038673919,-0.036471325,-0.234101643,0.001064736,0.102022606,0.182491581,,-0.4
259,36047030700,1.73973783,-0.110091743,-0.26459144,-0.333333333,,0.147934672,0.219448695,0.028578058,-0.159920667,0.113889473,0.043162791,0.010387804,,-0.333333333
260,36047030800,2.783238629,0.045454545,-0.191919192,-0.246153846,,0.27089579,0.043447138,0.002634311,-0.088445675,0.010281014,0.009504608,0.02959472,,-0.583333333
261,36047030900,1.739737726,0.655172414,0.111888112,0.182795699,,0.212777993,0.188391899,-0.052952172,0.126229787,-0.047681376,0.005094044,-0.036813811,-1,5
262,36047031100,1.739737727,0.071428571,-0.205128205,-0.204724409,,0.257573096,0.195928557,0.059536638,0.126430439,-0.02696777,0.051176994,-0.0350044,-0.250945345,-0.8
263,36047031300,1.739737727,-0.01754386,0.071942446,-0.030927835,,0.299323544,0.171080716,0.097831269,0.192721946,-0.020400593,-0.033621337,-0.353022168,-0.091345088,0
264,36047031400,2.781752207,-0.076923077,0.07,-0.042857143,,0.278810881,0.08333371,0.079836932,0.396927333,-0.097923453,0.05263778,-0.097664839,-0.100559388,5
265,36047031500,1.739737726,0.107142857,-0.018248175,0.0875,,0.244364439,0.203019705,0.09087114,0.057601685,0.219010176,0.046243363,-0.205346915,-0.238822817,0.166666667
266,36047031701,1.739737726,-0.066666667,-0.111111111,-0.180327869,,0.234964511,0.268621018,0.070202308,0.036131859,-0.009463073,0.020145637,-0.037042053,,-0.555555556
267,36047031702,1.740552462,-0.333333333,0.018867925,-0.084507042,46,0.260128751,0.250849663,-0.032149395,0.180019205,-0.018412243,-0.051212906,-0.130452104,,-0.428571429
268,36047031900,2.095607391,0.037037037,0.119047619,0.188679245,,0.178660932,0.232032521,0.015600224,0.18729138,0.07857321,0.051959727,-0.397602145,0.260334907,-0.571428571
269,36047032100,2.095616106,0.25,-0.03539823,-0.298780488,,0.218314691,0.191597732,0.018483921,0.022655375,0.002744739,-0.01099621,0.274400534,0.308743072,-0.333333333
270,36047032300,2.095616854,0.043478261,0.209090909,0.28358209,,0.241998153,0.229792005,-0.003129037,0.186273235,-0.011058452,0.022757969,-0.107364339,,0
271,36047032500,2.095632324,-0.240506329,-0.182186235,-0.207692308,,0.312933073,0.216901957,0.014272422,0.099757197,-0.06895811,0.030768705,-0.246360156,0.790846607,1.6
272,36047032600,2.957367115,-0.270967742,-0.069037657,-0.14953271,,0.250755689,0.094288913,0.031668322,0.16185859,-0.056791104,0.029900332,-0.060729437,-0.128632257,0.666666667
273,36047032700,2.164026651,-0.339285714,-0.161676647,-0.134615385,,0.219572582,0.21097378,0.003198746,-0.05376116,0.035764801,-0.031150668,-0.131478675,,0.625
274,36047032800,2.957367114,-0.022222222,-0.284883721,-0.330357143,,0.303117315,0.025841619,-0.06257165,0.19178958,0.039402801,0.106899903,-0.081007072,,-0.5
275,36047032900,2.16402633,0.448979592,0.030120482,-0.115702479,,0.066626288,0.165987544,0.037004987,-0.063453697,0.017954545,-0.021435152,-0.518141617,-0.093251575,-0.4
276,36047033000,2.957367115,0.551020408,0.163934426,-0.064516129,,0.336000989,0.101718038,-0.006042196,0.018733429,-0.037179263,-0.068311901,-0.142359801,-0.340460349,-0.666666667
277,36047033100,2.095622971,0.2,0.112068966,0.25,,0.172105813,0.240057941,-0.073092745,-0.048243047,0.031438127,-0.050401102,-0.031503601,,-0.5
278,36047033300,2.095616107,-0.4,0.315068493,0.369565217,,0.119091453,0.1094954,0.003602447,-0.036675036,0.001826901,-0.048575805,-0.25905084,-0.41691035,
279,36047033500,2.095534323,0.357142857,-0.186046512,-0.24,,0.198059145,0.257429078,-0.02632424,-0.136207573,0.008323424,0.00595849,0.19568063,,-0.333333333
280,36047033600,2.957367114,0.666666667,0.101694915,0.272727273,,0.242090694,0.062430094,-0.016966225,0.146163546,-0.042211271,0.078350968,-0.194706241,,1.5
281,36047033700,1.739746634,0.051282051,0.007874016,-0.068965517,,0.230403747,0.25583903,0.0733367,0.137278131,0.015819964,-0.019304265,-0.668236795,,
282,36047033900,1.739737726,-0.153846154,0.100917431,0.04109589,,0.261236896,0.24771481,0.065183595,0.068329876,0.002359502,-0.001833853,-0.106747376,,-0.75
283,36047034000,2.957367114,-0.064516129,-0.112676056,-0.321428571,,,0.057033649,0.003693461,0.185444407,0.035534108,-0.009619238,-0.175147583,,-0.5
284,36047034100,1.739737727,-0.16,0.090909091,0.243243243,,0.272271059,0.215244554,-0.012843397,-0.000932225,0.144938458,0.018683612,0.197339807,,1
285,36047034200,2.957367115,0.25862069,0.113300493,-0.081632653,,0.318938168,0.055695556,0.015657601,0.068804035,-0.038695867,0.043400913,0.040750324,0.930643506,-0.571428571
286,36047034300,1.739737727,0.170212766,0.038461538,-0.060240964,,0.274937322,0.263063153,-0.056503764,-0.00739438,0.007905138,-0.054769808,-0.12823171,-1,1
287,36047034500,1.739737726,-0.137254902,-0.097014925,-0.186046512,,0.206799528,0.201119025,0.099689413,-0.144285669,0.006365626,-0.006444577,-0.470862077,,-0.5
288,36047034700,1.739737727,0.180327869,-0.093264249,-0.152542373,,0.136943803,0.169333395,0.015033069,0.258535413,-0.030111902,0.043661651,-0.197716143,-0.015389187,2
289,36047034800,2.956997198,-0.192982456,0.046875,0.039772727,,0.229616225,0.106392615,0.136384522,0.22934018,-0.147016609,-0.078350348,-0.336574262,0.519944077,-0.25
290,36047034900,1.739737768,-0.051282051,-0.141666667,-0.140939597,,0.18415811,0.19017673,0.119879231,0.023828729,0.011809363,0.008479592,0.131112251,0.83209776,-0.625
291,36047035000,2.957367116,0.096774194,-0.18974359,-0.201492537,,,0.241125746,-0.030292132,0.117744181,0.076557299,0.104562825,0.180488394,,0.5
292,36047035100,1.739737726,-0.259615385,-0.02970297,0.057142857,,0.21743375,0.207956148,-0.0353843,0.321709695,0.073094544,0.054401993,-0.027242276,2.349585788,0.222222222
293,36047035200,2.957148865,0.555555556,-0.3,-0.303030303,,0.054868158,0.084052895,-0.022222418,0.039324312,0.261498409,-0.220044453,,,-0.5
294,36047035300,1.73974183,-0.040816327,-0.088888889,-0.055045872,,0.198959291,0.207621667,-0.046108956,-0.009064957,-0.049710521,0.039199444,-0.071323787,-0.100876794,0.25
295,36047035400,2.956265742,-0.112359551,-0.005154639,-0.142384106,,,0.202049409,-0.005955582,-0.053143459,0.077524292,0.062204957,-0.209199373,,4
296,36047035500,2.093893031,-0.208333333,-0.110465116,-0.054347826,,0.205137414,0.26564061,0.007117426,0.185420326,-0.045252052,0.018093424,-0.24238782,,0
297,36047035601,2.957334347,0.214285714,0.073170732,-0.035714286,,,0.180094787,0.035108324,0.234772209,-0.048790405,0.133961397,-0.047335204,,
298,36047035602,2.956184388,-0.058823529,-0.262295082,-0.1,,,0.16478236,0.035987586,0.10671448,-0.03554182,-0.030292273,0.25730488,,-0.166666667
299,36047035700,1.739742656,-0.218181818,-0.040650407,0.04,,0.222229116,0.219626773,-0.002000916,0.087859801,0.013599435,-0.004787962,-0.125131233,1.217102577,-0.5
300,36047035900,1.74209656,0.065420561,0.035433071,0.152866242,,0.155726545,0.20104528,0.004028368,-0.001941873,0.045619271,-0.014707634,-0.127765189,-0.009259354,-0.111111111
301,36047036001,2.431678201,-0.055555556,0.456521739,0.666666667,,0.212478962,0.148938938,0.008278701,-0.120085776,-0.022074339,-0.038194444,-0.037595079,,0
302,36047036002,2.431321722,-0.285714286,0.78125,1,,0,0.096769737,0.021887116,-0.085121144,-0.026951673,-0.055853659,0.311361833,,0
303,36047036100,2.187545777,0.205128205,-0.055900621,-0.121212121,,0.208752352,0.170100995,0.103578804,0.010543511,0.021057631,-0.096988136,-0.541942507,-0.042922377,1.5
304,36047036200,2.431011292,0.076923077,-0.143589744,-0.235294118,,0.203525407,0.056213356,0.007772758,0.029843478,0.039422326,0.076187101,-0.344906702,0.160468344,-0.2
305,36047036300,2.187366875,0.012195122,0,-0.011627907,,0.022804601,0.229166276,-0.039008874,-0.039843986,-0.059976247,-0.026641317,-0.295876888,-0.827402001,0
306,36047036400,2.430960693,-0.266666667,0.37037037,0.88,,0.123776922,0.137939958,0.077034023,0.046311111,0.002725786,0.043499121,-0.031949857,-0.300275548,1
307,36047036501,2.187366641,-0.0625,0.283018868,0.210526316,,0.02195014,0.241103911,0.03025785,0.046797714,0.144093686,-0.008252818,-0.408297376,-1,2
308,36047036502,2.189718349,-0.277777778,-0.260606061,-0.372881356,,-0.000273633,0.210471781,0.099656486,0.233372314,-0.247856462,-0.017997382,-0.161402658,0.09124991,-0.666666667
309,36047036600,2.431170005,-0.525,0.140186916,0.078947368,,0.247483331,0.171314692,0.062313929,0.091018719,0.02019334,-0.02815053,0.059633295,,0.083333333
310,36047036700,2.188311611,0.117647059,-0.081818182,-0.146853147,,0.140851312,0.274385076,-0.091164205,-0.179331248,0.118363118,0.059039876,-0.030264188,,1
311,36047036900,2.18716355,0.094339623,-0.183333333,-0.265957447,,0.147400343,0.224909689,0.137425027,0.307575904,-0.031225296,-0.037631377,-0.23924617,-0.086139097,0.222222222
312,36047037000,2.43159162,-0.3125,-0.298507463,-0.387755102,,0.293415519,0.106355368,0.056210216,-0.084505356,0.014402004,0.011619959,0.231393126,1.007176433,-0.75
313,36047037100,2.187296848,0.115384615,-0.173228346,-0.189873418,,0.243475053,0.218220486,-0.020616399,0.082824125,-0.055127445,0.044662654,-0.234019289,,-0.555555556
314,36047037300,2.18725311,-0.225,-0.169154229,-0.122137405,,0.151286936,0.254739579,-0.002189809,0.020339333,0.01627907,-0.009868194,-0.126464308,,0.5
315,36047037401,2.780113433,-0.115384615,0.2,0.260869565,,0.291327801,0.071865966,0.021562021,-0.111344659,0.053567937,0.053585901,-0.011290073,-0.65064758,-0.333333333
316,36047037402,2.780531118,-0.076923077,0.070175439,-0.051282051,,0.301585193,0.094681122,0.066195444,0.043679595,0.003061408,0.046890916,0.315807431,,0.666666667
317,36047037500,1.729652717,0.048780488,0.00952381,0.416666667,,0.322013186,0.214667297,0.013103178,-0.02944726,-0.037180106,0.011873234,-0.27672304,1.540430707,0.6
318,36047037700,1.729657845,-0.283018868,-0.439759036,-0.436363636,,0.254698903,0.281245554,-0.05353775,0.008417759,0.02300885,-0.027457057,-0.227969949,0.88383452,-0.4
319,36047037900,1.729658159,0.203703704,-0.133333333,-0.224137931,,0.148471592,0.219137037,0.010178151,-0.083935465,0.000850883,0.062528602,-0.404916185,0.385814709,0.5
320,36047038100,1.739737216,0.037974684,0.327868852,0.480769231,,0.268079788,0.240719904,-0.065405437,-0.022413484,0.070932435,0.06196254,-0.310247451,,0.75
321,36047038200,2.780432407,-0.128205128,-0.008333333,-0.228915663,,0.301434283,0.048997334,0.018492896,0.074705339,0.042921074,0.064888535,0.086776056,,0
322,36047038300,1.729657372,-0.535714286,0.144230769,0.271186441,,0.29980842,0.295725244,-0.054994694,0.349687962,0.064302499,0.034229829,-0.238594321,-0.904392998,-0.5
323,36047038500,1.729656588,-0.436363636,-0.043956044,0.032786885,,0.28149491,0.25246551,0.029131984,0.221046984,0.051142318,0.067368452,-0.426660814,-0.066095378,-0.285714286
324,36047038600,2.780411375,-0.6,-0.072916667,-0.1,,0.160808629,0.138063208,0.023191428,0.017647322,0.027798098,0.009261227,-0.084487474,,-0.44
325,36047038700,1.729641042,-0.257575758,-0.018987342,0.010869565,,0.270867087,0.32044247,0.071217344,0.110870162,0.000795703,-0.044267375,-0.336952502,-1,-0.090909091
326,36047038800,2.286971687,-0.285714286,0.2,0.257142857,,0.220088647,0.233410155,-0.098295967,0.038764718,-0.009488544,-0.04670913,-0.286328962,0.491708738,-0.111111111
327,36047038900,1.370219214,0.476190476,-0.094405594,-0.076023392,,0.24807497,0.193753853,-0.057248382,0.033064876,-0.006918239,-0.005118362,-0.259018615,,-0.222222222
328,36047039000,2.286966049,0.142857143,0.529411765,1.117647059,,0.280940655,0.124034259,0.013373594,0.143776542,-0.025226266,-0.079545455,0.721827406,0.159577525,1
329,36047039100,1.370218626,0.666666667,0.133333333,0.163265306,,0.373099978,0.164942518,0.023007042,0.039812053,-0.023034658,0.027528522,-0.164151575,,
330,36047039200,2.286963124,-0.555555556,0.243902439,0.3,,0.230804047,0.102165133,0.018881349,0.229403774,0.100120048,0.021027319,0.107891763,10.67018338,1.333333333
331,36047039300,1.37025092,0.029411765,0.170886076,0.035714286,37,0.247617479,0.238452254,0.066202152,-0.038167062,0.03709046,0.05796358,0.013746752,,-0.363636364
332,36047039400,2.286963126,-0.222222222,-0.209302326,-0.296296296,,0.277390966,0.112472208,-0.00564524,0.017601633,-0.020143633,0.045276259,-0.166253642,-0.039784846,-0.333333333
333,36047039500,1.370242585,0.132075472,-0.078740157,-0.174418605,,0.300401681,0.275290898,0.150435408,0.53523502,-0.02002002,-0.006151649,-0.134810024,-0.247119871,-0.111111111
334,36047039600,2.286966933,2,0.117647059,-0.307692308,,0.177889396,0.129954807,-0.029665157,-0.018838171,0.034553223,0.026224463,-0.297752335,,
335,36047039700,1.370237369,0.037735849,0.261627907,0.217391304,,0.214205891,0.283269296,0.060410819,-0.049103643,0.084759916,-0.039196864,-0.132203174,,1
336,36047039800,2.78041005,0,-0.441860465,-0.391304348,,0.161769411,0.100513591,-0.010493029,0.013201571,0.05352364,0.03667657,0.021541949,1.016394061,-0.285714286
337,36047039900,1.370218626,0.366666667,-0.214953271,-0.057692308,,0.229101358,0.289966398,0.014775403,0.11656053,0.019160952,0.048989578,-0.012987011,,0.4
338,36047040000,2.812639262,-0.380952381,-0.066666667,-0.037735849,,0.160156864,0.084432468,-0.030329612,0.167413013,0.04593466,-0.080662798,0.011177967,-0.05501534,
339,36047040100,1.370234571,0.194444444,0.045112782,-0.036585366,,0.285767488,0.289998126,-0.047377942,0.066018679,-0.050172612,0.00707449,-0.3593309,,1.25
340,36047040200,2.812653535,-0.095238095,0.02739726,-0.152173913,,0.224388903,0.151141942,0.024599392,0.04352381,0.047932524,0.018784129,0.17839757,-0.216820389,0
341,36047040300,1.370222748,0.272727273,-0.301775148,-0.274336283,,0.277614625,0.292164282,0.012352394,-0.036116002,0.02594697,0.063632246,-0.559565777,-0.695324648,-0.2
342,36047040400,2.812651704,0.5,0.333333333,1.142857143,,0.150279887,0.061952551,-0.044063602,0.309935665,-0.007523511,-0.001718908,-0.177069504,0.028023843,-0.333333333
343,36047040500,1.370235559,0.071428571,-0.152941176,-0.041666667,,0.293229225,0.250106817,0.033138254,0.273159378,-0.008547009,0.104219721,-0.650225221,,
344,36047040600,2.812653664,-0.470588235,0.111111111,0.083333333,,0.093417322,0.135175414,-0.065367294,-0.167501757,0.179854479,0.041321345,-0.233505392,,
345,36047040700,1.37021453,1,1,0.666666667,,,0.287236893,,,,,,,
346,36047040800,2.812653663,-0.25,-0.14,-0.28125,,0.109867249,0.168466891,0.026331696,-0.03886142,-0.027567808,0.000117031,0.092017423,,-0.5
347,36047040900,1.273624447,0.75,0.03960396,-0.098591549,,0.206793588,0.280497731,-0.02006423,0.168619636,-0.063544415,-0.05214257,-0.091850233,1.229498133,0.5
348,36047041000,2.81260313,0.333333333,-0.297297297,-0.2,,0.164144328,0.094866063,0.017799172,-0.044891429,0.004533278,-0.027107579,-0.122788759,-0.114962224,2
