,GEOID,pickups_intract,NYPDviolation,NYPDmisdemeanor,NYPDfelony,units,CUR_FV_T_perSQFT_x,NEW_FV_T_perSQFT_x,HousepriceDiffC1,CUR_FV_T_perSQFT_y,NEW_FV_T_perSQFT_y,HousepriceDiffC2,Pop_Den_16,Median_Household_Income_16,Gini_Index_16,Ave_Commute_Min_16,Unemployed_rate_16,Moved_in_4years_16
164,36047020800,5035.490417,7,23,17,,350.1718894,397.895239,47.7233496,218.4954154,229.6782702,11.1828548,57685.40667,52500,0.5483,47.93708851,0.105365223,0.008799497
165,36047021000,5270.869187,8,47,31,,384.4661743,434.1447673,49.678593,227.8132383,302.4833506,74.6701123,77933.57856,45586,0.4626,45.40827147,0.090081893,0.004678102
166,36047021100,64230.65757,14,36,22,,333.9380544,467.6239715,133.6859171,218.9699983,261.0710759,42.1010776,21225.87947,45909,0.5493,42.13475177,0.079545455,0.003868472
167,36047021200,6705.212271,14,57,32,,423.6886408,491.0766378,67.387997,235.9047116,304.1783995,68.2736879,69733.0043,38068,0.4432,47.47901119,0.072185971,0
168,36047021300,35348.17509,59,194,98,,355.2459899,445.689841,90.4438511,794.0820908,972.7818996,178.6998088,60011.50556,40967,0.4842,43.39725243,0.190495868,0.003342086
169,36047021400,8491.926011,7,72,39,,384.7949255,438.5218277,53.7269022,208.3770323,261.3772136,53.0001813,36729.98184,56429,0.4428,50.19618834,0.049256506,0.003460208
170,36047021500,61481.10135,21,80,59,,355.4379916,443.2033516,87.76536,784.9881146,932.7181541,147.7300395,86596.66797,64798,0.4909,44.06599351,0.055485893,0.002955665
171,36047021600,8502.469656,6,31,22,,377.4173423,411.0912162,33.6738739,226.6319743,279.8654647,53.2334904,70579.47489,37679,0.4807,38.41864018,0.068880689,0.008222222
172,36047021700,27754.68815,34,141,86,,358.282849,455.2826238,96.9997748,717.4329909,816.8153545,99.3823636,84530.93425,58289,0.473,36.97889182,0.047196262,0.008268734
173,36047021800,7978.962305,11,29,20,,371.6489992,413.8961101,42.2471109,223.2960224,275.8374655,52.5414431,71896.70179,30694,0.5925,28.76262626,0.068914956,0
174,36047021900,34132.03865,21,92,59,,321.2016782,408.7449149,87.5432367,699.1708702,865.4951036,166.3242334,64095.79643,60203,0.4394,38.12058527,0.071585419,0.00275558
175,36047022000,9822.176334,13,76,47,,335.4718051,356.2630259,20.7912208,199.8222947,259.0154705,59.1931758,60497.35491,31121,0.4473,35.80215827,0.066298343,0.003409091
176,36047022100,34816.36714,24,134,83,36,280.6416429,357.1205607,76.4789178,716.2891422,864.9989465,148.7098043,69311.31285,43011,0.569,41.26553953,0.121050472,0
177,36047022200,8907.350456,15,56,32,,284.7376148,319.0363559,34.2987411,203.5923778,256.8658162,53.2734384,61447.97357,29931,0.4294,27.07086614,0.037117904,0.033448106
178,36047022400,8876.04705,6,31,18,,324.0945351,365.4035003,41.3089652,209.3956936,256.3078016,46.912108,86964.82408,39839,0.4465,34.64124436,0.029023747,0
179,36047022600,7896.279382,20,60,33,,329.0868004,375.0322254,45.945425,263.8907487,330.1982222,66.3074735,37926.12707,44097,0.3896,46.00492611,0.039558418,0.010304659
180,36047022700,83032.75423,36,214,129,100,261.7200122,336.2888946,74.5688824,207.3878865,239.8802985,32.492412,42729.17019,72762,0.5109,38.05285868,0.113199837,0.005065856
181,36047022800,8462.553855,11,21,16,,345.0685972,402.3713773,57.3027801,257.1476299,326.4485658,69.3009359,51266.51424,31875,0.4801,33.48428835,0.067246835,0.005195599
182,36047022900,59263.65698,24,57,43,,297.3314881,360.565379,63.2338909,236.1488722,284.3823272,48.233455,56055.7135,60625,0.4494,37.0526057,0.061081304,0.001919386
183,36047023000,7631.540377,8,33,22,,333.5769977,391.2746636,57.6976659,242.9355698,301.8444208,58.908851,71050.47588,36667,0.4809,33.78880097,0.046461372,0.002478315
184,36047023100,54981.58219,8,85,63,,430.224301,557.2544406,127.0301396,258.6551867,319.5406357,60.885449,57432.89547,70903,0.4566,38.2830385,0.096788385,0
185,36047023200,11444.42941,9,43,25,,311.9867683,375.6620004,63.6752321,201.1980512,251.1491783,49.9511271,64141.57921,33628,0.4365,31.0198556,0.064244339,0.01663352
186,36047023300,43074.31039,60,208,121,,302.8373886,372.9297521,70.0923635,254.3818314,297.6751079,43.2932765,74440.62071,33536,0.5256,37.27775219,0.14986984,0.010433715
187,36047023400,8583.805854,4,30,16,,299.6978544,348.8479022,49.1500478,189.714935,240.0008495,50.2859145,75617.5261,26045,0.5137,24.7,0.029016277,0.004464286
188,36047023500,48826.70492,32,125,83,,232.4117818,290.9178167,58.5060349,307.6911694,354.644786,46.9536166,74311.18227,40032,0.589,32.59726962,0.071551231,0.006387328
189,36047023600,8587.152889,2,17,10,,305.3318868,364.659976,59.3280892,215.0052821,269.6515492,54.6462671,84888.39174,24886,0.4575,26.60786974,0.052507375,0.003209364
190,36047023800,8588.79985,12,23,10,,326.8315066,395.7672444,68.9357378,215.9163012,270.1069615,54.1906603,61638.06755,27871,0.5579,34.69924812,0.053229241,0.002312436
191,36047024000,8582.106794,8,29,19,,328.3525921,385.8549471,57.502355,255.3497594,316.4508811,61.1011217,65760.13297,29844,0.4846,23.5315534,0.07585247,0.001433349
192,36047024100,45171.29516,33,182,115,,265.3241517,321.0113172,55.6871655,277.1407798,351.4614138,74.320634,38975.93154,58438,0.4597,37.21132075,0.062295082,0
193,36047024200,9679.049872,13,69,43,,364.5013122,414.0929581,49.5916459,220.7884068,278.7181433,57.9297365,40408.32019,52750,0.4866,32.54358974,0.046491228,0
194,36047024300,38687.63789,26,82,57,,282.1721848,336.8155012,54.6433164,264.0609584,332.7288232,68.6678648,69939.35764,53702,0.4841,40.25012025,0.106576862,0.011642008
195,36047024400,7850.420038,9,33,23,,364.8166642,428.8472785,64.0306143,253.7956714,318.8772277,65.0815563,63082.56507,48188,0.5069,37.47126437,0.068134893,0.001626898
196,36047024500,41821.64799,40,106,64,,274.4260262,342.2628836,67.8368574,314.8901892,387.0376256,72.1474364,65553.40032,57738,0.4233,41.59819639,0.170463472,0.002408478
197,36047024600,8740.201568,14,55,37,,403.3057385,461.7895438,58.4838053,231.1492255,288.7494638,57.6002383,46187.71984,46523,0.4799,36.92874693,0.105226481,0.003627968
198,36047024700,42285.15573,27,186,122,,273.8522962,350.4984241,76.6461279,275.0213573,322.8082297,47.7868724,32629.52375,45394,0.4689,36.89260563,0.091715976,0
199,36047024800,7823.435236,16,54,37,,432.5670431,478.3905455,45.8235024,236.3142856,285.6332072,49.3189216,44846.49345,52083,0.4364,40.54216867,0.036985345,0.007414897
200,36047024900,42233.7246,48,153,83,,252.2646365,333.953406,81.6887695,306.1816005,371.0650191,64.8834186,64682.06674,56786,0.4583,41.97603574,0.09467667,0.007380952
201,36047025000,7711.43766,11,56,35,,420.6323708,444.5465886,23.9142178,221.3624843,277.4479653,56.085481,20137.02011,47000,0.5599,42.98141892,0.078374456,0
202,36047025100,34712.32745,43,152,89,,274.0240033,344.6433444,70.6193411,273.3416523,347.2327894,73.8911371,64951.2116,34894,0.5546,43.44015444,0.210557185,0
203,36047025200,8056.611787,12,63,39,,390.4212146,452.1625595,61.7413449,214.2755987,272.743991,58.4683923,76210.15555,42367,0.4412,43.88399072,0.088467615,0
204,36047025300,40564.50237,18,93,57,554,233.7148318,281.4398454,47.7250136,229.6066756,297.1421657,67.5354901,44986.6298,47935,0.4997,37.03539823,0.109908884,0
205,36047025400,7799.751703,6,29,14,,408.1109771,462.0122766,53.9012995,209.7645768,275.3948675,65.6302907,64154.9348,46016,0.4918,41.38407367,0.095954845,0
206,36047025500,34749.3489,39,156,95,,,,0,283.9789022,375.83068,91.8517778,104862.4276,21653,0.4298,41.62633652,0.18146883,0.011460797
207,36047025600,7701.276892,12,46,26,,443.8856636,485.9631101,42.0774465,189.5483935,246.1908288,56.6424353,47321.96043,47386,0.504,49.09906676,0.09073107,0
208,36047025700,45397.95331,34,123,76,,295.2317505,343.5789922,48.3472417,244.3041029,323.9271876,79.6230847,34920.22245,55536,0.4828,36.8815331,0.159675237,0.004115226
209,36047025800,7565.392772,12,48,26,,379.1941654,411.840953,32.6467876,228.2404753,270.7248769,42.4844016,64543.53238,37008,0.4698,40.15677492,0.085498347,0.014709371
210,36047025901,20111.51675,16,48,35,,245.6978638,306.138118,60.4402542,237.6458712,308.4786022,70.832731,63945.14081,46528,0.4925,39.42534909,0.152882206,0.008281573
211,36047025902,14937.19653,44,142,90,,,,0,295.0940612,398.3769827,103.2829215,162368.6139,16406,0.4624,48.19767442,0.373644704,0.012847966
212,36047026000,7238.389394,17,34,21,,383.6385062,435.3441029,51.7055967,215.5619616,249.3825528,33.8205912,54514.34517,51719,0.3936,42.4273725,0.097070649,0.01170275
213,36047026100,49984.19617,62,128,89,70,238.9385844,287.3642196,48.4256352,242.2138937,307.941074,65.7271803,59626.68784,45228,0.4782,40.58248779,0.059851181,0.01686747
214,36047026200,7015.92687,5,42,26,,449.9993779,487.0876568,37.0882789,237.9583938,253.2212116,15.2628178,39442.35791,57879,0.4752,44.57837838,0.138912134,0.002115954
215,36047026300,29979.10841,44,124,69,,257.6549686,321.0187725,63.3638039,287.703134,356.8156133,69.1124793,40386.00358,39150,0.5212,43.71145374,0.112338858,0.016216216
216,36047026400,8420.191397,20,61,39,,382.3484841,437.6178515,55.2693674,210.5165246,227.453073,16.9365484,64840.61124,44262,0.4695,52.37318041,0.052715655,0.01505194
217,36047026500,40005.98912,34,109,59,,262.7914112,334.8995879,72.1081767,275.0258561,348.0407298,73.0148737,58320.4906,52295,0.6147,45.16252955,0.132137801,0.007849734
218,36047026600,7373.171949,13,35,25,,395.9014397,454.0724508,58.1710111,229.195692,270.807736,41.612044,56312.57133,49068,0.4366,47.84113382,0.108,0.021016757
219,36047026700,39994.38551,30,57,39,,254.7180992,337.2111326,82.4930334,303.7736094,369.2692157,65.4956063,63255.55757,43068,0.5398,44.26738883,0.13909942,0.002601457
220,36047026800,7954.144893,8,37,22,,375.8854953,429.0723667,53.1868714,209.6194076,222.2655841,12.6461765,53067.47517,55553,0.4314,46.09705882,0.090770015,0.003864201
221,36047026900,33573.82739,28,169,101,,265.9068428,334.0004971,68.0936543,295.8469934,326.3181044,30.471111,57602.12505,48990,0.5153,41.23559078,0.123568415,0.006738544
222,36047027000,5955.397378,5,27,16,,408.0023433,447.9626267,39.9602834,225.8363905,235.8028427,9.9664522,46773.36276,51786,0.4608,53.11713456,0.068551842,0.004966887
223,36047027100,60774.06262,42,113,67,,258.9214574,324.1890342,65.2675768,294.3762724,325.6338422,31.2575698,26293.39047,41726,0.5393,41.49710505,0.083623693,0.00647619
224,36047027200,5873.213324,10,30,16,,427.0482726,472.8212173,45.7729447,205.0352378,210.8354125,5.8001747,72203.80193,50833,0.4449,47.79508688,0.076718167,0.026869806
225,36047027300,33844.61459,38,129,78,,256.6070077,340.9927302,84.3857225,304.6475533,372.8323529,68.1847996,50086.94193,37917,0.5487,38.37897527,0.055257099,0
226,36047027400,7260.653584,5,16,12,,413.3179291,468.9238978,55.6059687,228.0276293,238.3778707,10.3502414,48893.42324,44602,0.5138,52.81927711,0.059309309,0.004572175
227,36047027500,36643.0973,40,118,75,,268.6604441,347.410898,78.7504539,274.044686,336.6013441,62.5566581,71909.48839,60875,0.5102,42.68153527,0.145440252,0.008510638
228,36047027600,6639.743499,10,60,34,,366.325853,401.7090809,35.3832279,222.679357,254.9998684,32.3205114,71633.9817,51940,0.5079,47.08312716,0.089539749,0
229,36047027700,36649.49849,49,174,103,,250.7941582,328.683805,77.8896468,395.8191365,505.1886985,109.369562,77200.52121,40269,0.4995,46.48310388,0.177342256,0.006869276
230,36047027800,7132.045098,12,96,62,,371.6055122,379.3286442,7.723132,211.1450801,240.0291936,28.8841135,55859.89145,51739,0.4445,47.49073388,0.162817552,0
231,36047027900,36607.57877,38,107,68,,253.7374119,312.3037918,58.5663799,409.5071292,535.9409211,126.4337919,64892.05582,58690,0.4413,44.12280702,0.109022556,0.008422096
232,36047028000,4564.616592,9,39,24,,352.4322102,372.8950271,20.4628169,220.4085865,249.9914549,29.5828684,29558.09303,58657,0.4512,53.13570487,0.133187773,0.008469449
233,36047028100,36611.19001,44,163,106,,229.8842091,278.1793161,48.295107,371.8462219,480.8488657,109.0026438,76737.77882,27101,0.5458,43.58164482,0.177068215,0.010178117
234,36047028200,5586.876045,8,97,65,,364.5255156,390.8740036,26.348488,235.1925236,259.8414222,24.6488986,46479.98614,58750,0.4761,52.86136662,0.091334895,0.008964451
235,36047028300,27553.93239,52,153,94,,233.0330592,279.6088039,46.5757447,381.6127274,494.034071,112.4213436,88021.6796,33351,0.4946,42.85857909,0.202511774,0.007061115
236,36047028400,7300.158393,16,73,51,,337.4902484,373.7109566,36.2207082,214.9090773,220.0178007,5.1087234,59271.5372,55743,0.4144,48.11536089,0.07177814,0.004924761
237,36047028501,19044.15039,15,94,62,,186.0975729,239.71573,53.6181571,621.7376017,826.6776939,204.9400922,13441.39092,92308,0.3209,43.26923077,0.033222591,0
238,36047028502,27100.40774,48,150,91,,,,0,287.791146,371.2457396,83.4545936,59396.65445,16727,0.44,61.74174174,0.265503876,0
239,36047028600,5718.995984,23,82,47,,351.1840157,402.0792983,50.8952826,224.0240474,252.7330323,28.7089849,67590.96462,41658,0.4294,54.09455587,0.057212714,0.010705702
240,36047028700,33699.06457,40,196,101,,259.0054738,317.2941851,58.2887113,480.5991958,631.8240967,151.2249009,46671.45961,29101,0.6342,42.53068933,0.15459298,0
241,36047028800,6791.417801,13,63,36,,397.3032016,433.7756205,36.4724189,220.3878087,232.2422223,11.8544136,60678.4793,48857,0.4606,42.04948076,0.040130152,0
242,36047028900,37410.80738,28,130,77,,264.5882759,335.5085091,70.9202332,454.9769071,587.6328095,132.6559024,55720.88258,43030,0.4539,42.85963687,0.181418362,0.009176943
243,36047029000,6875.981483,35,111,72,,343.6819778,394.2325988,50.550621,248.7430913,253.4955034,4.7524121,66761.93244,52163,0.4365,50.80362041,0.077636719,0.008422665
244,36047029100,37222.99404,45,92,57,,249.4884359,311.018436,61.5300001,508.4538118,674.3091965,165.8553847,45761.00648,42886,0.5046,51.70722714,0.155142359,0
245,36047029200,6726.67931,16,45,24,,333.2837978,370.9116522,37.6278544,217.7809613,232.9735628,15.1926015,36594.82953,45869,0.4919,51.90194421,0.095305832,0.016316171
246,36047029300,37181.47153,32,99,62,,270.4409895,336.6193234,66.1783339,325.5352975,423.2980747,97.7627772,53843.90691,34327,0.5018,41.0845987,0.195135747,0.025903614
247,36047029400,8346.798609,8,137,65,,337.3944764,388.0027567,50.6082803,254.1738617,269.8044065,15.6305448,33713.45205,54706,0.4028,50.05300353,0.11741683,0.006916192
248,36047029500,37209.37868,26,81,53,,256.1796335,326.6094757,70.4298422,267.5035364,333.3049384,65.801402,60742.43018,53523,0.4835,39.70878578,0.046511628,0
249,36047029600,9515.839678,21,97,62,,336.839186,382.4489866,45.6098006,251.2626112,251.1796384,-0.0829728,65862.52854,52857,0.4965,43.21111111,0.071649884,0
250,36047029700,47714.86475,31,149,77,,294.7683867,372.2233326,77.4549459,295.1034007,367.6226772,72.5192765,52893.1541,52594,0.5213,39.90306947,0.107255521,0.009187621
251,36047029800,9272.559775,24,134,88,,345.0001106,420.47235,75.4722394,217.4313278,243.9818298,26.550502,47336.56468,50735,0.4694,41.21529745,0.072371638,0
252,36047029900,33316.67746,40,96,68,,256.1780102,299.3972628,43.2192526,310.9368155,381.2976332,70.3608177,50361.62934,27321,0.5028,38.76896149,0.133895131,0
253,36047030000,8190.252332,25,61,39,,276.8195103,367.2468892,90.4273789,213.9765816,226.8540087,12.8774271,53246.85301,45987,0.492,46.50854449,0.057514921,0.002525253
254,36047030100,24731.76997,40,136,84,,430.1407288,475.502585,45.3618562,909.5039081,1067.560419,158.0565109,34913.79277,52756,0.4835,37.95520935,0.149676375,0.00696325
255,36047030200,8868.000264,10,20,13,,286.1631131,380.3739564,94.2108433,214.5468411,232.6760923,18.1292512,54706.9157,60000,0.4567,49.76483164,0.074285714,0
256,36047030300,32255.23522,69,209,116,,229.3990831,238.2177958,8.8187127,752.4484263,949.3704727,196.9220464,54325.34206,26953,0.5436,49.57446809,0.174199623,0.015761821
257,36047030400,19522.81236,19,86,49,,272.7450043,357.0004588,84.2554545,212.6907473,225.6662621,12.9755148,22046.36004,39235,0.4914,49.02990033,0.058223289,0
258,36047030500,74860.45229,45,182,109,147,319.4321675,411.3285607,91.8963932,720.8460227,799.7911726,78.9451499,48525.53141,72439,0.4078,43.77018163,0.035815939,0.002832389
259,36047030600,4143.013369,8,38,19,,266.1634105,352.4026373,86.2392268,207.0164311,215.0225678,8.0061367,26143.12485,46055,0.4701,45.18292683,0.088888889,0.003664921
260,36047030700,61659.24192,97,189,110,,261.8699406,300.6095844,38.7396438,596.2019014,727.0376305,130.8357291,43163.86678,20755,0.5301,44.856,0.13363029,0
261,36047030800,14615.95291,23,80,49,,280.569793,356.5749687,76.0051757,241.7152762,252.2171131,10.5018369,7205.180821,45750,0.4422,56.53225806,0.074279379,0
262,36047030900,33106.24136,48,159,110,,247.224335,299.8282329,52.6038979,727.5059216,864.5621437,137.0562221,36699.94061,33083,0.5093,44.22413793,0.109357384,0
263,36047031100,33856.04206,60,155,101,,256.568237,322.6533121,66.0850751,685.5478598,819.866263,134.3184032,52773.54922,46953,0.4438,43.09825674,0.094856379,0.005720054
264,36047031300,40379.47044,56,149,94,,260.2650047,338.1684482,77.9034435,770.4181788,902.2218727,131.8036939,69335.72947,41527,0.5282,42.52066116,0.052457662,0.022672771
265,36047031400,17934.88394,24,107,67,,288.2142548,368.5715252,80.3572704,207.6042403,224.9046718,17.3004315,14170.57048,56556,0.4431,45.26342452,0.077276909,0.007157895
266,36047031500,41725.51841,62,269,174,,251.7795188,313.3054797,61.5259609,679.023828,816.8790453,137.8552173,75412.06375,57230,0.5271,48.12719469,0.133499688,0.00096637
267,36047031701,32436.6765,28,80,50,,242.3114674,299.2460629,56.9345955,665.8191464,844.6721631,178.8530167,64702.90118,52019,0.4815,42.84611674,0.084232365,0
268,36047031702,32429.80222,28,108,65,46,245.931967,309.9059425,63.9739755,685.3861255,857.315004,171.9288785,69165.90458,62672,0.4105,40.79784505,0.103298611,0
269,36047031900,29115.38408,28,94,63,,286.3830706,337.5485369,51.1654663,710.0994227,874.865582,164.7661593,65731.56598,48375,0.4324,37.87055016,0.117056856,0.003684211
270,36047032100,30798.9318,85,218,115,,257.5188377,313.7389831,56.2201454,673.4147387,802.4394756,129.0247369,97163.37622,42025,0.548,38.5711478,0.159561129,0.006830601
271,36047032300,33290.15713,24,133,86,,260.1107063,323.0570168,62.9463105,643.0018217,790.7584995,147.7566778,57218.69859,63882,0.4382,40.91031875,0.147286822,0
272,36047032500,32396.5064,60,202,103,,337.7666922,443.4650613,105.6983691,679.3856623,826.7457418,147.3600795,100548.3143,47559,0.4334,44.32305433,0.111111111,0.003099814
273,36047032600,7014.317636,113,445,273,,213.5660994,267.1190138,53.5529144,249.8798879,273.440791,23.5609031,56417.02977,24205,0.475,45.31561462,0.203644159,0.008416548
274,36047032700,27789.04846,37,140,90,,399.9271816,487.7402253,87.8130437,545.5294447,660.6218539,115.0924092,36696.85965,44618,0.5126,42.62937063,0.099937927,0
275,36047032800,4963.830421,44,123,75,,218.6683427,284.9505037,66.282161,243.0384769,249.3189846,6.2805077,27330.35795,54056,0.6753,55.34499514,0.181605612,0.018883415
276,36047032900,24547.86939,71,171,107,,322.120906,343.5826263,21.4617203,476.5424971,555.6426156,79.1001185,99299.04511,44559,0.4479,50.88537211,0.110948905,0.00564199
277,36047033000,7632.157477,76,213,116,,220.1014939,294.0558136,73.9543197,177.7994872,195.8849022,18.085415,35236.37072,23438,0.5516,51.24284546,0.237766264,0.005874674
278,36047033100,27406.11413,48,129,90,,271.0527539,317.7025085,46.6497546,707.9691531,877.9227701,169.953617,73774.22614,37405,0.4626,33.23596143,0.129074316,0.008708634
279,36047033300,35847.35218,12,96,63,,317.5511873,355.3688196,37.8176323,717.0671393,795.5826923,78.515553,65827.59921,42972,0.4387,29.49415003,0.067664671,0.006993007
280,36047033500,34760.33266,19,70,38,,310.1421049,371.568585,61.4264801,767.2840655,964.8052948,197.5212293,43476.57002,52833,0.424,37.22046414,0.133507853,0
281,36047033600,14447.84408,35,65,42,,228.8488643,284.2510446,55.4021803,249.6370801,265.2219466,15.5848665,15057.49205,71806,0.447,49.60414453,0.088868101,0
282,36047033700,45863.94984,41,128,81,,262.7713073,323.314801,60.5434937,725.1855271,910.7162889,185.5307618,53716.13336,54719,0.4559,41.18922086,0.032646911,0
283,36047033900,41952.85739,33,120,76,,242.7298525,306.1398457,63.4099932,720.5483066,899.0387935,178.4904869,68611.99047,36570,0.4673,40.92481203,0.087549494,0
284,36047034000,2764.895132,29,63,38,,,,0,237.961758,251.5335853,13.5718273,43414.76064,20833,0.4721,49.51903808,0.145728643,0
285,36047034100,32443.55649,21,72,46,,278.408496,354.211072,75.802576,732.0427153,889.6109234,157.5682081,51273.13112,50370,0.4558,40.74734446,0.059419311,0
286,36047034200,4902.406197,73,226,135,,140.24554,184.9751956,44.7296556,302.0647385,318.888402,16.8236635,65752.37305,17802,0.5838,51.12664474,0.263343109,0.010195265
287,36047034300,37637.90352,55,135,78,,223.5837224,285.0552322,61.4715098,725.7840118,916.7110421,190.9270303,76813.62332,24834,0.5865,38.75443787,0.127317073,0
288,36047034500,37974.4418,44,121,70,,212.2463742,256.1388242,43.89245,729.3435725,876.028441,146.6848685,50470.24559,27127,0.5059,40.73577236,0.083457526,0
289,36047034700,32444.98143,72,175,100,,205.089224,233.1749222,28.0856982,761.6596931,890.6341148,128.9744217,62554.90462,36641,0.4767,43.83378933,0.10321489,0.007845504
290,36047034800,13484.30707,46,268,183,,235.0047318,288.9656312,53.9608994,239.0224963,264.4527247,25.4302284,11174.09969,56975,0.416,40.55258467,0.080693816,0.007704785
291,36047034900,37883.84747,74,206,128,,187.7407015,222.3146742,34.5739727,858.0430846,1021.222913,163.1798284,94135.7939,30463,0.4798,43.36462244,0.105006954,0.006609049
292,36047035000,4185.286099,34,158,107,,,,0,224.5510817,278.6961288,54.1450471,35897.47981,34526,0.4528,40.86882453,0.15198386,0
293,36047035100,37838.15814,77,294,185,,193.0295059,235.0006353,41.9711294,872.4743238,1053.910723,181.4363992,68002.04032,32407,0.5153,44.28488372,0.125733855,0.003087886
294,36047035200,21137.84064,14,28,23,,132.4343008,139.7007269,7.2664261,239.9553385,260.1242794,20.1689409,2810.579615,11444,0.4361,38.21782178,0,0
295,36047035300,37858.42781,47,164,103,,235.3935947,282.2273374,46.8337427,873.5218121,1054.883867,181.3620549,77858.91447,39572,0.476,44.68557608,0.06394052,0.007439554
296,36047035400,8059.30742,79,386,259,,,,0,214.1940207,257.471796,43.2777753,36493.42827,50333,0.5101,43.55040323,0.066621346,0
297,36047035500,26645.32981,38,153,87,,227.8562442,274.5980849,46.7418407,822.8231975,1041.398454,218.5752565,105913.907,47239,0.4072,43.77801724,0.067677515,0
298,36047035601,1370.638212,17,44,27,,,,0,286.6847826,338.3152174,51.6304348,108085.7007,44395,0.4679,40.82261029,0.115322581,0
299,36047035602,3729.989506,16,45,27,,,,0,232.7123835,271.0592793,38.3468958,74229.99202,35800,0.4993,43.63684771,0.059290383,0.001621403
300,36047035700,42139.09354,43,118,78,,179.2453488,219.0788843,39.8335355,863.9471742,1053.693104,189.7459298,35580.91283,23092,0.5739,42.79411765,0.131889764,0.004500818
301,36047035900,42523.97629,114,263,181,,211.7347253,244.7074425,32.9727172,773.9244281,929.5182811,155.593853,73625.48057,30838,0.4905,44.33815648,0.160760588,0.001157407
302,36047036001,4619.338869,17,67,35,,242.0803092,293.5172819,51.4369727,217.0646255,249.3940002,32.3293747,79694.03597,19696,0.6025,43.28125,0.124056999,0.004459691
303,36047036002,4187.725089,15,57,34,,142.0651285,142.0651285,0,218.71261,239.8773717,21.1647617,122284.8371,17143,0.5235,47.20731707,0.15736342,0
304,36047036100,17618.94406,47,152,87,,224.146342,270.9374181,46.7910761,747.0810008,874.1602222,127.0792214,49003.15871,27220,0.6449,47.85962877,0.095679012,0.017919751
305,36047036200,8335.932812,42,167,104,,249.6500859,300.4602213,50.8101354,197.1601464,208.2431799,11.0830335,51025.67124,29608,0.5326,43.04748405,0.081147041,0.014510278
306,36047036300,33036.67932,83,260,170,,191.2197579,195.5804481,4.3606902,723.8177333,889.6923477,165.8746144,39059.42667,28556,0.4749,51.5880102,0.056329849,0.002369668
307,36047036400,6980.339773,11,74,47,,313.2289986,351.99952,38.7705214,209.4662119,238.3599724,28.8937605,40442.57373,35313,0.5518,40.6964657,0.128781331,0.020730059
308,36047036501,16071.3739,15,68,46,,244.5650415,249.9332784,5.3682369,808.8725505,1003.894886,195.0223355,56533.57594,40845,0.4494,44.62862319,0.083139083,0
309,36047036502,15311.05843,26,122,74,,217.243382,217.183937,-0.059445,747.0352863,904.2651332,157.2298469,27513.50424,33750,0.4737,39.28010471,0.188492063,0.0046875
310,36047036600,11385.91337,19,122,82,,271.1071438,338.2016428,67.094499,252.7206347,296.0153925,43.2947578,55646.79749,39808,0.4749,41.7895272,0.052534562,0
311,36047036700,23475.07857,57,202,122,,249.4078776,284.5373043,35.1294267,512.2929777,652.8585253,140.5655476,18146.76067,41969,0.4318,47.65679443,0.037891269,0
312,36047036900,28841.58987,58,245,138,,233.5901867,268.0214604,34.4312737,522.2751906,639.7399415,117.4647509,62871.77118,40612,0.4902,45.2313253,0.078373847,0.004423148
313,36047037000,16393.95275,11,47,30,,272.5436071,352.5121311,79.968524,237.5621856,262.8281992,25.2660136,32979.85768,61188,0.486,44.5112782,0.055343511,0.012316988
314,36047037100,24085.08719,29,105,64,,230.7769256,286.9653499,56.1884243,641.6173334,781.6313797,140.0140463,63030.65075,50504,0.4782,42.83116883,0.089831281,0
315,36047037300,21727.52149,31,167,115,,228.160343,262.6780222,34.5176792,659.6069659,827.6349666,168.0280007,62183.73068,29648,0.5244,42.57566766,0.091326531,0
316,36047037401,4827.27093,23,90,58,,267.3547502,345.2426216,77.8878714,285.7810909,306.3190251,20.5379342,48969.10671,46083,0.5389,45.30419374,0.081716037,0.002616556
317,36047037402,6449.424553,12,61,37,,238.9102019,310.9619812,72.0517793,244.4696841,267.6163482,23.1466641,42854.05196,31779,0.557,49.20387305,0.113617719,0
318,36047037500,35902.10757,43,106,68,,206.8646901,273.477848,66.6131579,588.9437196,715.3706758,126.4269562,51700.92454,44231,0.3988,48.56991525,0.110535406,0.013397129
319,36047037700,43002.5124,38,93,62,,258.8067265,324.7245158,65.9177893,629.7464444,806.8598318,177.1133874,54643.16509,40611,0.5202,41.81934657,0.088020833,0.009976976
320,36047037900,41544.77905,65,156,90,,255.6925117,293.655586,37.9630743,789.4104358,962.3994998,172.989064,50359.03753,37020,0.4705,45.68872987,0.068441065,0.007880664
321,36047038100,55597.95089,82,243,154,,263.1439585,333.6875351,70.5435766,243.4084737,302.0017381,58.5932644,56087.58989,27260,0.5088,41.41653905,0.101310044,0
322,36047038200,4986.688322,34,119,64,,239.4525309,311.6317328,72.1792019,216.3936758,226.996389,10.6027132,65474.94635,18601,0.5127,55.37420382,0.187086093,0.004072629
323,36047038300,39459.87877,26,119,75,,274.3828578,356.6451488,82.262291,236.7164557,306.7194874,70.0030317,65276.85578,65746,0.4982,44.47188264,0.069561365,0.002534562
324,36047038500,39438.28548,31,87,63,,236.1585909,302.6360322,66.4774413,313.2273078,392.3063998,79.079092,51400.96431,47793,0.5015,43.76210654,0.100667694,0.013917678
325,36047038600,5377.087566,12,89,54,,368.8845221,428.2043365,59.3198144,249.9192515,284.423905,34.5046535,38185.03342,45556,0.4215,39.36118785,0.084302326,0
