,GEOID,pickups_intract,NYPDviolation,NYPDmisdemeanor,NYPDfelony,units,CUR_FV_T_perSQFT_x,NEW_FV_T_perSQFT_x,HousepriceDiffC1,CUR_FV_T_perSQFT_y,NEW_FV_T_perSQFT_y,HousepriceDiffC2,Pop_Den_16,Median_Household_Income_16,Gini_Index_16,Ave_Commute_Min_16,Unemployed_rate_16,Moved_in_4years_16
1,36047000100,102138.807,19,37,26,106,1190.616338,1459.290687,268.674349,1363.877877,1585.105886,221.228009,48962.6173,87192,0.5344,31.88080919,0.044278825,0
2,36047000200,21497.86679,20,125,84,,243.7865093,313.9397967,70.1532874,305.9639082,367.4818762,61.517968,14572.93623,48393,0.4195,38.85135135,0.070217918,0.006105006
3,36047000301,96582.50072,10,56,46,,,,0,,,0,51162.57739,112361,0.5882,32.71975181,0.023952096,0.003594536
4,36047000501,39175.79425,8,25,17,62,,,0,,,0,145300.9152,124205,0.4928,29.03504976,0.059278351,0.004904051
5,36047000502,45341.36746,19,63,38,,1317.588974,1528.943303,211.354329,989.0288767,1184.871247,195.8423703,70038.7198,100805,0.5048,29.98001332,0.057534247,0.009076559
6,36047000700,81033.00154,11,74,33,,1315.762582,1456.459427,140.696845,872.8361318,1132.005592,259.1694602,61108.81908,133472,0.5165,32.64989059,0.031674208,0.011662531
7,36047000900,75493.36314,60,193,122,,1036.215249,1240.295097,204.079848,885.0457767,1109.058597,224.0128203,68130.12639,124719,0.4934,30.21814007,0.015146051,0.003374307
8,36047001100,93340.56203,126,880,538,,,,0,587.7420715,763.0568538,175.3147823,17275.8085,114844,0.3664,29.07894737,0.040941658,0.017225748
9,36047001300,161313.1414,32,92,59,369,331.4655172,386.0632184,54.5977012,607.9474442,775.3398763,167.3924321,22753.353,105938,0.4062,30.24049217,0.027805362,0.002763522
10,36047001500,169887.5566,164,658,411,1045,527.5391922,610.8978077,83.3586155,525.2692902,635.0491211,109.7798309,54183.13978,94946,0.5001,32.46404461,0.095762919,0.0039482
11,36047001800,159403.4472,30,197,108,,109.6296296,109.6296296,0,374.0355105,437.6251022,63.5895917,2249.301785,0,0,,,0
12,36047002000,11929.60119,11,56,34,,268.7628546,308.3511655,39.5883109,352.2996025,402.7823853,50.4827828,21259.71598,61635,0.3883,43.45535714,0.070512821,0
13,36047002100,221130.2078,51,229,137,42,343.0189383,466.9892913,123.970353,562.2109301,711.6822939,149.4713638,24236.77046,211071,0.4205,33.07876849,0.062089356,0.030655628
14,36047002200,26638.81665,48,165,105,,272.9200144,305.2079006,32.2878862,345.2132971,405.8339727,60.6206756,38352.15141,42083,0.5057,42.49069767,0.114429791,0.006484296
15,36047002300,82078.31336,36,176,108,,,,0,764.4938571,928.2634858,163.7696287,62456.84124,18125,0.5138,53.55577689,0.307737056,0.006789979
16,36047002901,40700.37963,66,191,105,,,,0,169.9385825,224.7302985,54.791716,101758.181,21226,0.4657,41.09208524,0.199049317,0.003436426
17,36047003000,7637.89513,8,42,20,,415.2687356,474.8336727,59.5649371,238.044565,244.8118447,6.7672797,41454.98388,75208,0.4765,42.47093023,0.073145246,0.015177066
18,36047003100,106615.6476,23,98,65,205,,,0,202.4051562,245.9845042,43.579348,25860.62642,76420,0.3572,30.39695946,0.099519561,0
19,36047003300,60887.28887,42,196,112,586,728.5425538,832.7378022,104.1952484,242.1392949,287.1447003,45.0054054,49872.79214,115509,0.4908,27.63145083,0.034482759,0
20,36047003400,32536.25093,23,87,57,,434.2653339,502.1143612,67.8490273,223.2626617,220.0423204,-3.2203413,15543.02671,69042,0.466,44.97531735,0.044585987,0
21,36047003500,49184.07134,35,334,184,,601.1178243,729.4791355,128.3613112,284.0954019,318.6963422,34.6009403,30937.26037,61450,0.5532,34.58118557,0.110294118,0.001274697
22,36047003600,8523.26767,18,41,26,,424.3032524,464.4396266,40.1363742,210.2230948,229.9848266,19.7617318,89756.86845,73958,0.4597,45.56834885,0.050065303,0.002102804
23,36047003700,70257.69804,106,282,171,,340.171608,403.6978352,63.5262272,685.2326507,873.1737442,187.9410935,18759.63083,128917,0.4109,30.98013245,0.038505096,0
24,36047003800,8644.261785,4,27,18,,440.6285901,484.4493806,43.8207905,241.0061044,265.2413754,24.235271,28991.8101,83056,0.4337,39.86801242,0.053835801,0
25,36047003900,65748.65073,49,119,64,,539.6447864,678.3307546,138.6859682,1011.515089,1215.515365,204.000276,40568.88068,104783,0.4669,36.18201595,0.069387755,0.004103406
26,36047004100,67914.62971,19,56,37,,729.0235858,932.0995209,203.0759351,901.0363471,1105.154356,204.1180089,58396.14236,134722,0.4554,31.76919166,0.028921998,0.002763194
27,36047004300,69714.36948,18,101,60,128,652.9730197,863.006111,210.0330913,947.6484762,1175.96633,228.3178538,50778.58129,125938,0.5065,30.57058534,0.052938724,0.006174745
28,36047004400,28447.21855,5,79,54,,611.7219965,681.9900722,70.2680757,276.3719512,270.7779834,-5.5939678,13553.00362,87583,0.4724,33.2778865,0.060735672,0
29,36047004500,64524.8287,5,61,28,,998.7700821,1232.578501,233.8084189,680.4782377,823.4978054,143.0195677,52623.51137,136484,0.4459,31.9463807,0.029506685,0.016195524
30,36047004600,19553.86668,15,80,59,,604.2485411,658.8598258,54.6112847,227.2356288,243.8915575,16.6559287,11556.20005,104167,0.4039,39.2074364,0.059006211,0.013452915
31,36047004700,40447.5055,17,46,26,,523.0573066,696.4273978,173.3700912,703.7104656,871.5429241,167.8324585,16792.54859,108750,0.4717,39.47189922,0.127092846,0.014785609
32,36047004900,36882.21505,4,33,21,,824.6324251,1125.6473,301.0148749,602.3669334,746.2257327,143.8587993,69019.25393,113750,0.4585,35.29435484,0.015294975,0.039086687
33,36047005000,15148.39803,5,39,24,,576.9805342,640.6964552,63.715921,243.1868457,227.3972387,-15.789607,26039.2735,100551,0.4874,45.40016168,0.055312955,0.011560694
34,36047005100,24558.06362,5,66,39,,386.371843,507.105465,120.733622,702.5306097,893.9099932,191.3793835,34132.29979,90815,0.3685,38.82734912,0.030203546,0
35,36047005201,9065.863535,8,13,8,,545.278355,597.2792374,52.0008824,163.7962963,170.2314815,6.4351852,29301.611,18906,0.6592,51.61634103,0.083061889,0.006161429
36,36047005202,8898.815573,14,27,20,,464.2215961,543.8897634,79.6681673,183.0056521,201.36981,18.3641579,43124.46252,70375,0.4222,49.10429936,0.061095506,0
37,36047005300,146917.186,35,178,108,70,352.480912,456.2270298,103.7461178,429.2839437,534.2019314,104.9179877,3809.406761,80625,0.4529,35.69357367,0.066666667,0
38,36047005400,10983.1482,20,53,28,,432.120273,492.6716054,60.5513324,219.595253,225.8502991,6.2550461,49110.49395,63203,0.4931,48.13664596,0.075394506,0.006698565
39,36047005601,11691.03003,11,37,26,,460.7494397,532.3870381,71.6375984,223.4954231,228.199609,4.7041859,33332.62195,60927,0.4353,57.91983122,0.098360656,0
40,36047005602,9009.740263,15,62,49,,404.2125762,469.7421455,65.5295693,220.270302,247.1336704,26.8633684,25698.34907,64479,0.5022,47.95480881,0.034994698,0.005600498
41,36047005800,13150.94415,49,101,62,,439.2297517,507.8219114,68.5921597,205.9712949,224.316876,18.3455811,41613.22774,45086,0.4797,41.24912034,0.084554679,0.002938296
42,36047005900,32169.79596,26,114,65,,381.7966983,503.0857335,121.2890352,364.6656928,470.0978319,105.4321391,10125.20949,66328,0.3938,40.69901316,0.113866967,0.008178439
43,36047006000,10357.9224,23,63,36,,407.2426387,451.6052426,44.3626039,240.7841886,240.332888,-0.4513006,43223.16778,71172,0.4637,42.0096463,0.108651911,0
44,36047006200,11039.16422,34,84,49,,383.2461399,424.489506,41.2433661,242.0858808,253.8180752,11.7321944,46541.35338,57935,0.4646,43.15047022,0.071328671,0.002444988
45,36047006300,26986.19257,8,74,51,,631.0701734,812.485278,181.4151046,674.1290414,857.7950165,183.6659751,48386.28157,108287,0.446,39.10009625,0.030276046,0.013469828
46,36047006400,13821.59565,32,63,47,,415.3419175,454.3579816,39.0160641,219.7057198,238.6047504,18.8990306,37923.84067,63674,0.5002,42.02981651,0.110893673,0
47,36047006500,66894.25777,13,85,47,,667.9100905,821.8765506,153.9664601,663.808471,840.2828218,176.4743508,59483.59999,118152,0.4889,36.19157442,0.062301166,0.006553312
48,36047006600,10458.66018,27,81,51,,315.094467,373.4436203,58.3491533,260.3231577,271.1468407,10.823683,59434.61508,60818,0.4796,39.75728155,0.121288374,0.005502462
49,36047006700,59076.14383,5,48,29,,805.1303846,982.8616607,177.7312761,602.6562694,750.5989694,147.9427,64144.25215,142478,0.4572,36.3386194,0.07024952,0.015099338
50,36047006800,12619.71739,39,152,93,,362.1006256,403.5051214,41.4044958,214.965375,221.9550837,6.9897087,66051.96132,41923,0.4451,39.8301217,0.117071094,0.016576964
51,36047006900,75066.81718,25,170,99,,733.1895619,943.4321119,210.24255,601.2975579,745.5494729,144.251915,49418.64039,128989,0.4882,34.82381802,0.022257552,0
52,36047007000,10100.41728,19,133,84,,363.5755483,390.2952231,26.7196748,271.7794414,273.9546172,2.1751758,43436.99534,45291,0.4937,45.89968976,0.037900875,0.006092608
53,36047007100,71795.29829,29,136,91,700,667.3733881,851.010518,183.6371299,651.550915,815.4857585,163.9348435,76417.10599,31061,0.5906,41.5621079,0.189918992,0.003296251
54,36047007200,4726.414855,13,61,40,,314.579183,341.6994796,27.1202966,250.0658597,293.3877042,43.3218445,83774.15198,36378,0.3765,44.04936975,0.058708415,0.002380952
55,36047007400,10893.98384,23,131,74,,313.0045791,331.350042,18.3454629,413.0590227,455.7579685,42.6989458,103973.0806,40451,0.4989,41.02716469,0.097826087,0
56,36047007500,75888.1069,11,92,55,,661.7057447,804.3422966,142.6365519,641.7471201,776.2788834,134.5317633,41609.28598,136168,0.5347,34.04945278,0.053752868,0.01091071
57,36047007600,10767.1206,35,121,69,,310.0511879,351.1944337,41.1432458,355.1630871,417.4981538,62.3350667,92173.44899,33869,0.4983,43.61290323,0.11684435,0.011601409
58,36047007700,104747.9828,13,82,60,,665.4592914,810.7648756,145.3055842,673.1121404,822.0821907,148.9700503,31080.99215,130288,0.4805,35.60488561,0.055313443,0.011134904
59,36047007800,10721.85141,52,138,93,,292.740185,334.7719089,42.0317239,367.0681572,420.6778161,53.6096589,103476.503,45071,0.4573,44.34205389,0.088827203,0.003707136
60,36047008000,10800.04931,25,117,76,,291.9194834,340.805184,48.8857006,295.8935437,354.5357972,58.6422535,79038.49414,57955,0.4562,43.2792527,0.075339466,0.007107843
61,36047008200,10843.79772,23,102,72,,316.5289792,379.05052,62.5215408,303.4523027,355.5567385,52.1044358,82770.43447,40808,0.5501,39.64177598,0.099058718,0.003733956
62,36047008400,18934.18289,38,143,82,,372.1127632,451.3727912,79.260028,385.0327129,460.0945847,75.0618718,41284.61982,45096,0.4728,38.06489676,0.054809242,0.002432432
63,36047008500,21922.91476,86,343,195,,,,0,638.2482505,773.8495396,135.6012891,77459.63298,14229,0.5857,42.94900222,0.2953125,0.002085071
64,36047008600,7371.946347,8,29,20,,,,0,517.6630435,524.0036232,6.3405797,0,0,0,,,
65,36047008800,12290.88351,22,69,38,,333.1322171,419.7631774,86.6309603,313.2865216,358.6491136,45.362592,46487.91082,54828,0.3363,43.76736111,0.086618257,0
66,36047009000,9639.494819,13,79,49,,378.4185736,422.2287562,43.8101826,349.2780598,404.4194246,55.1413648,55918.09489,38782,0.3696,49.68446602,0.068794717,0.005393401
67,36047009200,7350.610609,22,57,32,,370.5802539,420.1276151,49.5473612,333.5241091,401.0597127,67.5356036,125545.2284,41496,0.4576,42.45266781,0.105319149,0.006832872
68,36047009400,9805.425848,12,45,30,,393.8690373,438.5526342,44.6835969,282.821937,339.2073757,56.3854387,95538.66995,42361,0.4202,46.34460548,0.079765193,0.020128088
69,36047009600,9787.442615,27,79,49,,369.5815596,439.7048792,70.1233196,300.2552092,366.2889224,66.0337132,104852.319,36903,0.4682,42.20212348,0.122653317,0.018564562
70,36047009800,9804.057488,21,88,49,,404.1800897,458.8705965,54.6905068,394.4827871,448.1369185,53.6541314,139682.2794,38197,0.5196,50.51846154,0.071026534,0.018954332
71,36047010000,9801.733645,32,98,58,,367.5043523,398.7709885,31.2666362,339.919829,404.257285,64.337456,113947.8069,34710,0.4459,47.68301479,0.079783853,0.006209299
72,36047010100,24492.04008,32,115,70,,390.7818676,467.1377703,76.3559027,391.2063845,458.9754373,67.7690528,35954.85596,58033,0.4466,38.50184672,0.079526917,0.014140938
73,36047010200,9898.050655,14,86,40,,406.3917876,427.4034265,21.0116389,421.5600988,482.2939344,60.7338356,89889.31722,48397,0.3961,44.69810489,0.080857465,0
74,36047010400,9888.776524,20,106,61,,427.2993568,456.3102872,29.0109304,304.2316037,363.4492221,59.2176184,100394.5144,38136,0.4514,39.73321234,0.068875041,0.034316261
75,36047010600,9799.237058,17,65,34,,463.243769,525.8050496,62.5612806,285.5330328,338.9641995,53.4311667,89918.22298,35694,0.4128,44.15296804,0.06375977,0.007647059
76,36047010800,9802.170924,15,60,30,,458.8646186,529.7677897,70.9031711,325.5095807,380.6087848,55.0992041,70471.19636,32059,0.4586,46.3416009,0.079049467,0.010840108
77,36047011000,10261.8439,11,67,42,,311.725204,348.6310173,36.9058133,246.9074523,292.5279603,45.620508,43751.18104,53269,0.4527,44.37021277,0.056765163,0
78,36047011200,11122.33349,24,91,54,,315.7856999,336.6325346,20.8468347,211.9349718,250.3291914,38.3942196,101399.4822,28307,0.4657,36.92429022,0.075113809,0.01069192
79,36047011400,8483.223881,16,53,29,,350.8641343,390.4068143,39.54268,217.4197758,260.0411095,42.6213337,71992.13347,44558,0.3901,34.9535316,0.035,0.005934066
80,36047011600,8102.60004,13,80,49,,472.1270637,518.4899724,46.3629087,206.5735719,259.2828511,52.7092792,67696.57796,32180,0.4962,52.42720884,0.048410062,0.00338001
81,36047011700,47895.36946,11,62,40,,527.7194879,658.2849784,130.5654905,538.2611088,672.5939394,134.3328306,35749.36793,79779,0.4069,36.29548306,0.088,0
82,36047011800,14233.3848,15,144,77,,408.5320365,454.9254526,46.3934161,222.1184014,274.6681325,52.5497311,24478.20662,28586,0.4199,39.67258602,0.050301811,0.006394491
83,36047011900,171108.3444,28,237,142,,498.7606784,622.4889075,123.7282291,619.9147405,723.9881093,104.0733688,6473.776237,75682,0.4809,34.08584169,0.067405355,0.011845387
84,36047012000,12456.69864,7,43,25,,458.1882395,499.0069393,40.8186998,230.1861596,290.3683255,60.1821659,17515.33568,50750,0.4954,40.61497326,0.102167183,0.009195402
85,36047012100,35242.57569,5,52,28,,572.1374199,728.4302366,156.2928167,346.5194942,367.8024369,21.2829427,31505.43279,96875,0.4086,35.74885845,0.020233463,0.003932584
86,36047012200,14402.54992,23,90,51,,342.1453713,375.9797866,33.8344153,229.0672106,283.3903603,54.3231497,78330.26142,37089,0.3968,42.42277633,0.132435817,0.004685873
87,36047012600,15861.43058,20,132,82,,388.5835338,420.5873429,32.0038091,221.5765949,228.3318182,6.7552233,32615.43468,41786,0.4667,45.41666667,0.09602649,0
88,36047012700,68487.68023,36,135,68,,518.1963889,617.6824814,99.4860925,669.674613,808.7309799,139.0563669,66639.59235,54455,0.5729,39.13372377,0.090414399,0
89,36047012801,4039.922954,7,78,48,,472.9548495,500.0247509,27.0699014,220.341568,262.2082649,41.8666969,48182.99428,50625,0.4392,50.96681922,0.036286019,0.003283302
90,36047012901,51892.75214,54,354,229,,576.745289,720.1447393,143.3994503,340.4984094,384.3846026,43.8861932,46581.90513,92143,0.4424,35.83969466,0.035714286,0.003318125
91,36047012902,48167.7986,17,105,64,363,623.4661621,725.5201575,102.0539954,369.8551514,421.3780045,51.5228531,38891.70781,105625,0.4646,35.72312084,0.035743298,0.005777311
92,36047013000,12002.16903,39,96,54,,348.2046384,392.3995124,44.194874,208.4662111,216.9351722,8.4689611,76380.34275,54886,0.4777,44.65876777,0.067908421,0.010222489
93,36047013100,59292.83073,27,71,35,,664.9923757,763.5988321,98.6064564,354.8545613,393.43389,38.5793287,68515.39656,125139,0.5398,37.00362465,0.02633452,0.005624847
94,36047013200,5435.7853,13,64,35,,393.4240296,469.0097745,75.5857449,226.8022985,230.4005234,3.5982249,36597.07413,55801,0.459,39.9695122,0.067860509,0.010798122
95,36047013300,56302.81894,15,52,31,,730.2938372,774.22278,43.9289428,329.3313254,341.6476119,12.3162865,81222.17449,134306,0.3905,36.65526091,0.044585987,0.016964286
96,36047013400,18247.33129,23,108,68,,360.2748942,409.5204677,49.2455735,243.591652,255.8374281,12.2457761,37811.59431,70625,0.419,43.22537473,0.090740741,0
97,36047013500,57578.43,19,65,36,,758.9867676,890.9820211,131.9952535,375.8795526,391.6927992,15.8132466,61293.21626,112976,0.4985,41.61,0.03238342,0.02040238
98,36047013600,14657.0013,27,65,37,,392.3463514,447.125188,54.7788366,238.8884514,259.3071076,20.4186562,47338.25543,65708,0.4355,42.82729104,0.061297539,0.002060793
99,36047013700,57800.56464,33,96,63,,733.3532159,859.7548941,126.4016782,387.2036029,407.6506778,20.4470749,59409.70672,102165,0.425,36.77110993,0.091231178,0.011631288
100,36047013800,11059.99034,40,214,120,,366.6365441,398.1134266,31.4768825,245.6515129,264.1365608,18.4850479,51248.87796,53370,0.4949,40.19526248,0.039715471,0.002835539
101,36047013900,57375.70042,18,59,36,,717.1826476,883.4852798,166.3026322,528.8454875,623.3670578,94.5215703,61972.40874,108750,0.4133,35.82336707,0.057794058,0.004440744
102,36047014000,5146.042513,14,49,31,,433.6979893,472.1059584,38.4079691,237.9823346,254.3548942,16.3725596,33582.69531,61250,0.4834,40.84352078,0.053937433,0.01082837
103,36047014100,62742.23436,14,68,43,,650.2750832,769.6204861,119.3454029,560.4304773,716.0543942,155.6239169,52978.9127,86953,0.5111,41.39944904,0.064952639,0.015361446
104,36047014200,13720.12504,17,131,77,,359.0253825,401.56159,42.5362075,247.2036864,260.8882659,13.6845795,41028.69847,61168,0.4392,42.81617139,0.082352941,0.008298755
105,36047014300,82306.71089,14,63,32,,485.0703729,603.538792,118.4684191,368.2185675,453.40106,85.1824925,42471.13752,93603,0.4201,35.62248996,0.049450549,0.01039034
106,36047014500,16977.54736,15,84,48,,419.5408664,524.5772066,105.0363402,353.8468501,433.9034733,80.0566232,53422.46576,68936,0.4283,37.51746966,0.050334501,0.004720162
107,36047014700,8272.284642,7,21,15,,522.751046,663.8808187,141.1297727,414.0603318,459.9115071,45.8511753,54227.6647,81420,0.4509,45.7107438,0.049789621,0.009041591
108,36047014800,4689.139524,5,26,15,,492.0092209,556.1209726,64.1117517,257.3673951,296.818631,39.4512359,25946.65004,56216,0.4986,38.92430279,0.098305085,0
109,36047014900,94731.32662,65,97,62,,669.3640217,824.9093881,155.5453664,482.6996272,590.3058479,107.6062207,60919.93758,103427,0.3963,42.66167569,0.077314072,0.00383075
110,36047015000,4690.830805,1,36,19,,441.4274871,489.2375954,47.8101083,189.9132523,193.9432296,4.0299773,28847.69969,70938,0.4422,39.53978159,0.020862309,0
111,36047015100,56610.93074,13,38,29,,751.3500924,923.9331128,172.5830204,489.7644615,560.3503178,70.5858563,71744.14705,124470,0.4742,37.38386308,0.051488335,0.015092502
112,36047015200,9378.257102,4,41,29,,378.5556775,429.3378627,50.7821852,216.6626854,214.1732265,-2.4894589,26106.59778,87944,0.4219,40.15625,0.095900439,0.004881712
113,36047015300,57052.49839,32,70,47,,806.4203217,985.4554164,179.0350947,356.4922095,402.5459226,46.0537131,47263.74826,146458,0.4309,36.04477612,0.053479011,0.009184423
114,36047015400,32352.73027,4,28,14,,,,0,224.5927075,233.9022498,9.3095423,0,0,0,,,
115,36047015500,56737.15185,24,55,28,,814.4253934,1009.493756,195.0683626,392.7000577,450.2053476,57.5052899,63830.23649,129464,0.5138,36.71585648,0.048711944,0.007454445
116,36047015700,63479.26724,9,53,34,,863.080102,991.6543303,128.5742283,446.7946705,526.2441458,79.4494753,64939.97191,106583,0.4369,39.98302927,0.015304348,0.017079625
117,36047015900,94993.82623,22,99,59,,742.1380231,870.8907305,128.7527074,480.6757263,590.7196618,110.0439355,52916.10921,127759,0.4788,36.69170109,0.045293073,0.028957151
118,36047016000,17612.20563,26,96,68,,377.6070895,428.1086049,50.5015154,212.8219022,226.5943463,13.7724441,39922.18447,59872,0.417,40.57652534,0.058356676,0.006654722
119,36047016100,74946.13863,33,178,119,,683.4899305,848.352398,164.8624675,528.5000147,636.1220682,107.6220535,45992.67028,111333,0.4865,38.13397129,0.032357473,0.003442879
120,36047016200,16153.14381,6,19,13,,436.3642715,497.7020806,61.3378091,200.9361348,224.1632058,23.227071,24391.77161,71042,0.4046,40.76660988,0.073806078,0
121,36047016300,75661.63675,32,68,43,278,579.8855995,763.6005696,183.7149701,754.1759748,846.9293968,92.753422,46413.58866,86997,0.4277,38.61033127,0.089333333,0.005658598
122,36047016400,53806.87663,,2,2,,405.5738091,431.949097,26.3752879,233.8709677,252.688172,18.8172043,2057.658192,97679,0.3295,21.41304348,0,0.112605042
123,36047016500,70648.05822,9,38,24,,866.1229446,1027.929123,161.8061784,450.2644665,563.2093736,112.9449071,78048.83849,148831,0.5474,40.09000321,0.020435967,0.035656692
124,36047016600,9378.784644,9,31,19,,523.1889439,549.8884426,26.6994987,274.549045,276.6712402,2.1221952,17872.69275,95625,0.469,35.02339181,0.086693548,0
125,36047016700,64037.20526,7,40,18,,778.2136638,959.3130937,181.0994299,384.2272422,447.395492,63.1682498,84055.97011,130109,0.4523,40.08163265,0.033386328,0.028560762
126,36047016800,5475.466791,1,16,10,,453.9946335,511.7544617,57.7598282,252.2199619,267.6547515,15.4347896,27967.21928,82188,0.4471,46.10486891,0.022522523,0
127,36047016900,29788.6786,15,59,41,,653.8953959,801.4109291,147.5155332,462.0381258,523.9092227,61.8710969,57892.9909,91351,0.4906,38.4729356,0.032815199,0.003078953
128,36047017000,6872.239533,14,46,33,,402.5488392,452.3504155,49.8015763,257.1259901,265.9631167,8.8371266,48752.68637,71250,0.4407,43.56290996,0.074054054,0.011532547
129,36047017100,29613.12072,3,19,13,,657.5765458,812.1920562,154.6155104,541.7166575,612.8677716,71.1511141,49573.31381,116339,0.429,40.33653846,0.052388935,0.020366599
130,36047017200,6782.07611,18,68,48,,396.6699237,449.2349974,52.5650737,239.3206003,241.6449764,2.3243761,48672.98816,65727,0.4027,45.91388401,0.075257732,0
131,36047017400,5411.78182,3,35,20,,475.1752424,514.7461401,39.5708977,252.4928323,265.7800972,13.2872649,30277.77603,91250,0.4111,49.24879808,0.048648649,0
132,36047017500,4905.928747,3,24,19,,,,0,491.349481,561.7070358,70.3575548,0,0,0,,,
133,36047017600,4388.913978,7,35,16,,370.970155,434.2116289,63.2414739,259.3189964,275.9856631,16.6666667,44291.7849,53162,0.4178,51.4432529,0.026165168,0
134,36047017700,65254.26395,38,203,126,,,,0,537.7022032,659.1888367,121.4866335,0,0,0,,,
135,36047017800,5392.327434,10,56,36,,336.5466991,353.4192673,16.8725682,215.2260666,226.1790314,10.9529648,50830.21179,55972,0.4223,51.51655119,0.079301075,0.006279435
136,36047017900,58719.7735,19,69,42,,660.0282517,669.8314673,9.8032156,286.3379809,339.1515249,52.813544,69699.52444,55230,0.5188,39.76866132,0.076963627,0.009505703
137,36047018000,5789.685178,24,37,22,,366.2247442,411.7601396,45.5353954,203.1091631,218.4105666,15.3014035,51162.6894,69875,0.4688,48.80801688,0.062461348,0.011430246
138,36047018100,62425.89228,10,93,54,298,634.9024085,776.0765588,141.1741503,231.1942472,277.9703555,46.7761083,54164.20913,81178,0.4566,35.43975597,0.05760963,0.003414912
139,36047018200,7354.083381,23,46,17,,384.8356054,424.9367921,40.1011867,211.9144665,226.9682253,15.0537588,55441.49248,56853,0.442,44.73309609,0.087906504,0
140,36047018300,50767.21417,13,48,37,,550.6754338,681.9692545,131.2938207,199.9932509,238.739612,38.7463611,55341.70428,94055,0.4393,37.8221722,0.074432093,0
141,36047018400,6627.938409,7,21,11,,434.2792982,489.0719165,54.7926183,154.2748146,172.4603666,18.185552,47204.05174,75938,0.5174,44.18623482,0.06129722,0.014136905
142,36047018501,41074.18056,89,256,152,,425.200714,512.8579556,87.6572416,169.4342595,214.3100474,44.8757879,118475.8043,22893,0.5276,37.76445264,0.211574074,0.00511291
143,36047018600,5024.655845,5,13,9,,443.7015042,499.2725321,55.5710279,209.6272902,221.8004593,12.1731691,52437.53199,66125,0.4293,42.31101512,0.088731145,0.004862953
144,36047018700,31707.08075,17,82,66,,477.716334,595.8128256,118.0964916,271.8610559,329.2910489,57.429993,47111.07128,79659,0.5896,36.34897361,0.08423586,0.016315432
145,36047018800,7787.1492,5,52,32,,392.677436,444.3108715,51.6334355,224.8500563,247.3140529,22.4639966,41847.67152,61321,0.428,46.85866013,0.064684015,0.044081052
146,36047019000,9463.442863,21,94,63,,351.9575559,398.2394923,46.2819364,231.9785461,268.4289197,36.4503736,59819.29101,42770,0.4414,48.54146341,0.172080433,0.006792919
147,36047019100,87219.23442,22,133,89,,426.5688245,555.6874761,129.1186516,321.4072598,368.4047991,46.9975393,27710.7064,82755,0.4709,35.86856264,0.097560976,0.01103081
148,36047019200,9595.133153,10,88,49,,378.504026,419.591932,41.087906,202.1074234,260.4676716,58.3602482,47899.56191,39464,0.521,39.76497346,0.03064861,0.008890163
149,36047019300,93029.35426,27,100,63,,256.7361088,318.8188922,62.0827834,312.4550928,355.773418,43.3183252,56566.89675,53750,0.4269,34.61318795,0.124526714,0
150,36047019400,6269.056852,23,67,40,,397.1605119,423.3385975,26.1780856,241.3787587,300.1762822,58.7975235,55713.33905,39552,0.44,42.40710824,0.091334895,0.002675227
151,36047019500,47258.39103,12,45,29,,524.8378844,694.6741251,169.8362407,300.0135872,335.8466373,35.8330501,73454.19188,78984,0.4168,40.66604565,0.043412034,0
152,36047019600,6616.314161,13,85,58,,383.3192263,429.1138149,45.7945886,224.0769699,269.0773049,45.000335,66624.72408,40634,0.4283,43.37391775,0.123784262,0
153,36047019700,58573.05697,6,74,42,,553.523577,695.9767235,142.4531465,264.8591732,312.2690831,47.4099099,55390.7001,88567,0.5168,39.91242038,0.071462153,0
154,36047019800,4733.333424,4,19,10,,404.905337,456.217255,51.311918,264.1897665,280.3647584,16.1749919,36086.60824,60417,0.468,47.20467033,0.031847134,0.016666667
155,36047019900,65160.65385,35,116,71,,502.164412,598.6847369,96.5203249,220.0515791,266.1610385,46.1094594,47353.92076,79097,0.4661,36.3498818,0.050189793,0
156,36047020000,4738.323872,4,20,14,,439.841192,473.6810524,33.8398604,211.1335392,224.7760299,13.6424907,44191.38947,55972,0.4391,43.49182004,0.042201835,0.014004376
157,36047020100,60488.38133,18,86,46,,484.7815911,637.2531948,152.4716037,209.4422563,243.7135622,34.2713059,56531.70628,95441,0.4517,38.41201717,0.07112223,0.007667901
158,36047020200,4737.297235,11,19,8,,463.6448178,503.2410467,39.5962289,251.4707249,284.4843168,33.0135919,38784.12331,92292,0.4118,46.7695962,0.146013449,0.015523285
159,36047020300,57833.71731,12,68,44,,385.7194871,490.8743706,105.1548835,639.0557093,748.2168322,109.1611229,32658.03348,102281,0.4333,41.05456453,0.094782609,0.002300173
160,36047020400,4736.307345,5,15,8,,466.0045807,529.2877092,63.2831285,243.220695,235.6750596,-7.5456354,38734.25151,69922,0.4199,39.59227468,0.107906977,0.001996008
161,36047020500,65640.86445,14,54,35,,518.531888,672.3089163,153.7770283,695.171467,789.1032089,93.9317419,43833.78488,80496,0.4819,40.96176822,0.053115424,0.012285927
162,36047020600,5986.560778,13,30,20,,441.8059151,495.5965573,53.7906422,237.1961506,242.2921201,5.0959695,38883.86998,83594,0.4629,46.08264463,0.073884418,0
163,36047020700,56477.51737,14,53,29,,531.6203619,702.8750573,171.2546954,827.4360489,885.8025468,58.3664979,80438.46766,99327,0.4608,36.61544523,0.033038147,0
