,GEOID,pickups_intract,NYPDviolation,NYPDmisdemeanor,NYPDfelony,units,BBLE_x,CUR_FV_T_x,GR_SQFT_x,NEW_FV_T_x,CUR_FV_T_perSQFT_x,NEW_FV_T_perSQFT_x,BBLE_y,CUR_FV_T_y,GR_SQFT_y,NEW_FV_T_y,CUR_FV_T_perSQFT_y,NEW_FV_T_perSQFT_y,Median_house_Value,Median_Rent,Housing_Units,Total_pop,Pop_Den,Median_Household_Income,Ratio_income_to_poverty_level_under_2,Gini_Index,Ave_Commute_Min,Dropout_16_19,Bachelor_up_25_64,Unemployed_rate_16,Occupied_Housing_Units_2015_,Occupied_Housing_Units_2010_2014,Occupied_Housing_Units_2010_before,Black,White,Asian
147,36047019100,87219.23442,22,133,89,,3018905948,1003088.106,2460.38326,1302528.634,426.5688245,555.6874761,3018909235,786642.7011,9519.890805,887259.2644,321.4072598,368.4047991,1039900,1940,1221,2902,30051,78750,1007,0.4723,38,0,0.565578307,0.126201923,0.042253521,0.41314554,0.544600939,0.288766368,0.449345279,0.027222605
148,36047019200,9595.133153,10,88,49,,3057191240,859437.594,2574.642857,954906.015,378.504026,419.591932,3057161557,582933.6,7504.86,628729.6,202.1074234,260.4676716,774100,1064,921,3398,46371.14,38561,2152,0.5316,42,0.08125,0.297493404,0.038374718,0.03172738,0.206815511,0.761457109,0.006474397,0.616539141,0.293113596
149,36047019300,93029.35426,27,100,63,,3019094196,648250,2735.833333,804666.6667,256.7361088,318.8188922,3019192889,6761822.911,70192.05357,7379035.714,312.4550928,355.773418,279700,1203,2301,5761,55318.6,54369,1388,0.4242,34,0,0.499161777,0.129570747,0.014465702,0.207186188,0.77834811,0.508592258,0.361048429,0.077937858
150,36047019400,6269.056852,23,67,40,,3057515020,888683.1276,2498.259259,943222.2222,397.1605119,423.3385975,3057497876,665836.2069,6562.922414,737310.3448,241.3787587,300.1762822,593300,1233,1241,3786,54958.5,46071,1818,0.407,47,0,0.212846348,0.054587156,0.006024096,0.287435456,0.706540448,0.013470681,0.311146329,0.553618595
151,36047019500,47258.39103,12,45,29,,3019087720,1649820.896,3308.365672,2173030.851,524.8378844,694.6741251,3019109179,1603512.88,19554.48,1820740,300.0135872,335.8466373,457900,1657,1882,4188,79162.67,84187,809,0.398,40,0,0.714896927,0.048930772,0.008365867,0.46514222,0.526491913,0.374164279,0.467765043,0.082855778
152,36047019600,6616.314161,13,85,58,,3060549002,891318.6528,2516.668394,995435.2332,383.3192263,429.1138149,3059589902,887315.7895,7234.061404,1005447.368,224.0769699,269.0773049,772300,1245,1690,5120,70420.85,48382,2959,0.4188,44,0,0.23367455,0.109002648,0.005235602,0.354712042,0.640052356,0.022070313,0.400390625,0.420703125
153,36047019700,58573.05697,6,74,42,,3019632250,1669888.889,3138.623188,2109589.372,553.523577,695.9767235,3019582463,1404507.822,15656.12712,1611770.847,264.8591732,312.2690831,716200,1929,1697,3508,53499.61,83650,729,0.516,41,0.012820513,0.765091864,0.107857491,0.005028284,0.27027027,0.724701446,0.368301026,0.478620296,0.066419612
154,36047019800,4733.333424,4,19,10,,3062246109,835774.1935,2177.521994,943363.6364,404.905337,456.217255,3062272324,530653.8462,4545.461538,622230.7692,264.1897665,280.3647584,707400,1290,727,1978,38028.4,61875,616,0.4465,47,0,0.456389452,0.035043805,0.02994012,0.169161677,0.800898204,0.008088979,0.600606673,0.36653185
155,36047019900,65160.65385,35,116,71,,3019741705,1555589.744,3141.74359,1842724.359,502.164412,598.6847369,3019810124,1904231.605,18678.53488,2090384.419,220.0515791,266.1610385,720100,1396,1641,2863,39251.38,67656,697,0.4574,36,0,0.680701754,0.028647215,0.021536253,0.338837042,0.639626705,0.339504017,0.45511701,0.118407265
156,36047020000,4738.323872,4,20,14,,3062237057,783860.6965,1942.69403,843980.0995,439.841192,473.6810524,3062185963,558894.7368,4888.763158,627746.2368,211.1335392,224.7760299,725800,1506,828,2216,42558.94,58000,829,0.4239,41,0.027027027,0.30017301,0.066799601,0,0.236363636,0.763636364,0.003610108,0.676895307,0.260830325
157,36047020100,60488.38133,18,86,46,,3019784298,1404585.987,3023.372937,1849072.607,484.7815911,637.2531948,3019865431,722594.7368,7050.842105,838046.8737,209.4422563,243.7135622,1136000,1761,1924,3886,57388.25,84844,617,0.4752,38,0,0.751803752,0.076840215,0.002348796,0.382266588,0.615384615,0.365671642,0.497941328,0.047606794
158,36047020200,4737.297235,11,19,8,,3062207903,771516.7038,1768.109131,829053.4521,463.6448178,503.2410467,3062091709,552500,4434,626666.6667,251.4707249,284.4843168,690200,1198,703,2131,40935.59,95152,398,0.4414,43,0,0.296888889,0.131952017,0.007739938,0.19504644,0.797213622,0,0.686062881,0.311590802
159,36047020300,57833.71731,12,68,44,,3011331127,974243.8202,2687.567416,1246230.337,385.7194871,490.8743706,3011309827,741047.1386,8891.019802,783871.9802,639.0557093,748.2168322,752200,2010,754,1688,31039.84,106250,440,0.4266,39,0.204081633,0.743589744,0.131176999,0.004580153,0.461068702,0.534351145,0.296800948,0.510663507,0.123222749
160,36047020400,4736.307345,5,15,8,,3059460019,786166.302,1815.080963,897376.3676,466.0045807,529.2877092,3059421286,428500,5343.333333,498166.6667,243.220695,235.6750596,692200,1539,667,1947,37408.53,65598,662,0.4189,42,0,0.262337662,0.112348178,0,0.218298555,0.781701445,0,0.644581407,0.353877761
161,36047020500,65640.86445,14,54,35,,3011553836,1389626.374,2806.538462,1798428.571,518.531888,672.3089163,3011522963,1076577.975,9745.363057,1135458.599,695.171467,789.1032089,791700,1872,1484,2747,44547.32,78000,604,0.4427,38,0,0.699207136,0.042058387,0.005295008,0.417549168,0.577155825,0.275573353,0.536585366,0.080815435
162,36047020600,5986.560778,13,30,20,,3059450070,822244.0758,2021.746445,929583.4502,441.8059151,495.5965573,3059252628,2764590.909,21019.13636,2913363.636,237.1961506,242.2921201,716300,1329,914,2706,41133.6,89743,450,0.4482,44,0,0.441756843,0.0972316,0,0.197633136,0.802366864,0.009977827,0.661862528,0.319290466
163,36047020700,56477.51737,14,53,29,,3011674109,1881993.939,3571.993939,2485484.848,531.6203619,702.8750573,3011695620,1639312.5,17922.00893,1824098.214,827.4360489,885.8025468,678500,1651,2231,4536,84656.35,97353,850,0.4618,37,0,0.687112561,0.053163731,0.061538462,0.234615385,0.703846154,0.349647266,0.496693122,0.051587302
164,36047020800,5035.490417,7,23,17,,3059944601,903953.8835,2736.808252,1026789.32,350.1718894,397.895239,3060277282,391025,4522.475,448300,218.4954154,229.6782702,652800,1235,1145,3272,59131.16,56003,1322,0.5122,49,0,0.38388123,0.089721749,0,0.246853824,0.753146176,0.011613692,0.445904645,0.485635697
165,36047021000,5270.869187,8,47,31,,3057660099,897845.9384,2460.154062,1017649.86,384.4661743,434.1447673,3057628847,574638.8889,7716,661236.1111,227.8132383,302.4833506,773200,1205,1527,4946,85392,44722,2689,0.4494,45,0,0.223561431,0.127366609,0.014403292,0.268175583,0.717421125,0.006267691,0.383340073,0.530125354
166,36047021100,64230.65757,14,36,22,,3020085498,672468.0412,2171.618557,946783.5052,333.9380544,467.6239715,3019978582,1323306.024,16725.95181,1452696.916,218.9699983,261.0710759,601000,1226,708,1362,18332.05,43000,553,0.5286,42,0,0.437346437,0.091925466,0.019543974,0.416938111,0.563517915,0.455212922,0.296622614,0.051395007
167,36047021200,6705.212271,14,57,32,,3057412837,925148.1481,2345.076923,1076720.798,423.6886408,491.0766378,3057406576,702979.798,7453.858586,790616.1616,235.9047116,304.1783995,727500,1173,1579,5176,70248.74,35330,3536,0.4389,54,0.056291391,0.168993913,0.07125,0,0.324194654,0.675805346,0.003863988,0.25637558,0.697063369
168,36047021300,35348.17509,59,194,98,,3011860057,683076.9231,2094.076923,871153.8462,355.2459899,445.689841,3011889483,3626407.407,52156.03704,3915981.481,794.0820908,972.7818996,,1188,2001,4296,60419.36,38750,1956,0.5019,43,0.071428571,0.357389635,0.206297941,0.040953862,0.253499222,0.705546916,0.755353818,0.195996276,0.014897579
169,36047021400,8491.926011,7,72,39,,3057085927,976248.227,2801.77305,1102177.305,384.7949255,438.5218277,3057106618,468810.6833,5484.216667,532475,208.3770323,261.3772136,794100,1283,623,2437,37578.07,55184,1427,0.4131,51,0,0.14945424,0.035514019,0,0.2,0.8,0,0.51374641,0.478046779
170,36047021500,61481.10135,21,80,59,,3011748216,895136.3636,2625,1122681.818,355.4379916,443.2033516,3011756902,1907984.496,21440.21705,2143658.915,784.9881146,932.7181541,611600,1235,2703,5136,86093.78,61723,1427,0.4781,45,0,0.704761905,0.039118286,0.011720385,0.31017162,0.678107995,0.415693146,0.433995327,0.082359813
171,36047021600,8502.469656,6,31,22,,3056885885,1083367.953,3181.290801,1169427.3,377.4173423,411.0912162,3056897767,520296.2963,7841.777778,570493.8272,226.6319743,279.8654647,949400,1332,1072,4458,68654.44,35682,2911,0.449,36,0,0.176282051,0.046065259,0.021455224,0.140858209,0.837686567,0,0.876850606,0.123149394
172,36047021700,27754.68815,34,141,86,,3011745042,800833.3333,2647,1035958.333,358.282849,455.2826238,3011740530,1132208.696,14696.96522,1293643.478,717.4329909,816.8153545,822900,1118,1745,3904,84487.65,54595,1573,0.4628,38,0,0.542432196,0.101073345,0.015209125,0.371356147,0.613434728,0.503586066,0.292008197,0.094518443
173,36047021800,7978.962305,11,29,20,,3056686338,941374.0026,2631.635417,1037154.167,371.6489992,413.8961101,3056662002,589089.1613,5856.817204,634516.129,223.2960224,275.8374655,824800,1376,1025,4389,72027.99,35721,3047,0.5192,28,0.114906832,0.195465686,0.042243263,0,0.181544634,0.818455366,0.005012531,0.862838915,0.090909091
174,36047021900,34132.03865,21,92,59,,3012487227,820364.0777,2647.441748,1047674.757,321.2016782,408.7449149,3012468735,919744.5255,9263.79562,1084868.613,699.1708702,865.4951036,731200,1302,1679,3617,63708.3,55758,1239,0.4419,40,0,0.478835979,0.08310992,0.018258427,0.298455056,0.683286517,0.627038983,0.239148466,0.057506221
175,36047022000,9822.176334,13,76,47,,3056430771,977670.4225,3059.557746,1033853.521,335.4718051,356.2630259,3056432027,1077589.147,11127.93023,1155565.295,199.8222947,259.0154705,851600,1489,1390,4313,57497.82,30861,2977,0.4463,36,0,0.179220779,0.054144385,0.006584362,0.246090535,0.747325103,0.003246,0.840250406,0.108972873
176,36047022100,34816.36714,24,134,83,36,3012206097,783652.6316,2892.452632,1000436.553,280.6416429,357.1205607,3012181059,828216.2162,9310.290541,970317.4324,716.2891422,864.9989465,634700,1193,1727,4255,73472.76,37140,1890,0.5144,43,0.015463918,0.423541595,0.124249249,0.017967782,0.392812887,0.589219331,0.535135135,0.318448884,0.031492362
177,36047022200,8907.350456,15,56,32,,3056183468,956114.3463,3507.29682,1062293.286,284.7376148,319.0363559,3056192995,776747.2014,9694.266187,853017.2662,203.5923778,256.8658162,770200,1263,1273,4524,66504.94,35094,3164,0.4473,29,0,0.188657407,0.052190722,0.00621118,0.28216504,0.71162378,0.006852343,0.932139699,0
178,36047022400,8876.04705,6,31,18,,3055928347,822405.2478,2715.239067,920449.7959,324.0945351,365.4035003,3055963859,511485.7752,9139.627907,567751.938,209.3956936,256.3078016,651100,1519,1457,5981,88233.52,37271,4308,0.4179,39,0.020361991,0.156054931,0.022792023,0,0.197521301,0.802478699,0.017722789,0.703394081,0.104163183
179,36047022600,7896.279382,20,60,33,,3052949164,688869.5652,2298.962733,778136.646,329.0868004,375.0322254,3052964920,842079.3153,9922.396396,924695.3153,263.8907487,330.1982222,536400,1313,637,2438,40430.21,48269,1663,0.3732,41,0.155844156,0.139607843,0.019493177,0.008833922,0.157243816,0.833922261,0.025020509,0.296554553,0.085726005
180,36047022700,83032.75423,36,214,129,100,3020024616,783031.4815,3036.912037,1004587.963,261.7200122,336.2888946,3020076403,609146.5517,8725.193966,789492.0086,207.3878865,239.8802985,858600,1345,1670,3725,40072.04,53363,1519,0.4959,38,0,0.454037801,0.123353819,0.035739313,0.274001402,0.690259285,0.632483221,0.222550336,0.053959732
181,36047022800,8462.553855,11,21,16,,3053541279,721782.9897,2201.819588,837561.8557,345.0685972,402.3713773,3053563752,825002.0413,11507.69421,920454.6281,257.1476299,326.4485658,637600,1300,918,3367,52102.13,30913,2119,0.485,32,0.12543554,0.141376758,0.092964824,0,0.171641791,0.828358209,0.019008019,0.635283635,0.22987823
182,36047022900,59263.65698,24,57,43,,3019828153,810244.3084,2805.526946,984500,297.3314881,360.565379,3019797510,448803.7143,7968.669173,527120.3008,236.1488722,284.3823272,633300,1505,1851,3780,56975.15,51645,1389,0.4616,37,0,0.514349776,0.080257511,0.034050179,0.417562724,0.548387097,0.524338624,0.329100529,0.078042328
183,36047023000,7631.540377,8,33,22,,3053278471,804448.5401,2574.824818,941339.4161,333.5769977,391.2746636,3053287441,651476.7669,7519.81203,712067.594,242.9355698,301.8444208,711300,1198,1035,3832,65748.71,31102,2636,0.4753,34,0,0.14637224,0.067443286,0,0.276842105,0.723157895,0.015135699,0.804018789,0.0315762
184,36047023100,54981.58219,8,85,63,,3019736642,1230726.472,2994.172589,1594762.437,430.224301,557.2544406,3019670422,933067.8099,10845.73944,1094591.62,258.6551867,319.5406357,778500,1599,1654,3506,56961.73,77039,1009,0.4149,40,0,0.648044693,0.118165785,0.010759919,0.445864156,0.543375925,0.418425556,0.418140331,0.047062179
185,36047023200,11444.42941,9,43,25,,3055425860,865244.1805,3012.976247,1021619.952,311.9867683,375.6620004,3055841740,806615.0235,8091.615023,885976.5258,201.1980512,251.1491783,774400,1134,1547,5753,65823.49,33801,3757,0.4356,34,0,0.093499555,0.068829892,0.005105762,0.152443472,0.842450766,0.007126716,0.860768295,0.04136972
186,36047023300,43074.31039,60,208,121,,3019524599,800856.9231,2789.269231,980177.8846,302.8373886,372.9297521,3019566806,802721.0444,14773.71111,851946.4815,254.3818314,297.6751079,781300,798,2141,4863,73295.15,33141,2650,0.5305,39,0.032786885,0.405835544,0.193100862,0.032037815,0.309348739,0.658613445,0.571869217,0.245733087,0.049352252
187,36047023400,8583.805854,4,30,16,,3055663839,1145097.046,4008.738397,1327092.827,299.6978544,348.8479022,3055768453,877338.6364,12917.58333,959469.697,189.714935,240.0008495,858600,1314,1477,5162,78744.74,24978,3690,0.5272,28,0,0.128544423,0.023994354,0.006507592,0.193058568,0.800433839,0,0.977140643,0
188,36047023500,48826.70492,32,125,83,,3019221844,604019.1639,2853.745902,747257.377,232.4117818,290.9178167,3019197368,985081.6667,14829.83688,1118326.241,307.6911694,354.644786,622300,1370,1409,4015,73451.35,45406,2493,0.5247,35,0.065420561,0.431736218,0.065987124,0.006254887,0.351837373,0.64190774,0.180572852,0.62864259,0.058032379
189,36047023600,8587.152889,2,17,10,,3055705112,1236265.116,4246.776744,1480169.372,305.3318868,364.659976,3055812907,1220560.486,18803.46847,1354540.514,215.0052821,269.6515492,1071100,1363,1742,5693,86809.7,24240,3861,0.4581,26,0.164383562,0.187733333,0.054168879,0,0.180060423,0.819939577,0.002107852,0.935007904,0.039346566
190,36047023800,8588.79985,12,23,10,,3055934744,1188984.808,3866.337979,1437034.843,326.8315066,395.7672444,3056204470,1243421.053,14270.38947,1369244.737,215.9163012,270.1069615,1005300,1378,1362,4142,63147.38,29050,2690,0.5926,37,0.172093023,0.177884615,0.041809459,0,0.208301307,0.791698693,0,0.988894254,0
191,36047024000,8582.106794,8,29,19,,3056200775,1130208.229,3616.550955,1315523.516,328.3525921,385.8549471,3056262525,767025,13213.9375,838999.875,255.3497594,316.4508811,955900,1341,1396,4471,68216.6,26823,3049,0.4984,25,0.111111111,0.144752018,0.106809079,0,0.163362411,0.836637589,0.013196153,0.940281816,0.003578618
192,36047024100,45171.29516,33,182,115,,3017703454,694111.1111,2784.349206,832119.0476,265.3241517,321.0113172,3017643096,1381970.297,18135.44554,1501881.188,277.1407798,351.4614138,477000,1678,1133,2375,34132.68,60815,831,0.4421,36,0,0.480870218,0.058053966,0.040468584,0.440894569,0.518636848,0.28,0.558315789,0.052210526
193,36047024200,9679.049872,13,69,43,,3056032536,1061666.405,3181.318339,1200171.28,364.5013122,414.0929581,3055629453,822364.8352,7270.802198,860007.6923,220.7884068,278.7181433,757600,1375,882,3052,41287.64,38333,1801,0.4871,35,0,0.189358372,0.049632353,0.033088235,0.12377451,0.843137255,0.002293578,0.894495413,0.093381389
194,36047024300,38687.63789,26,82,57,,3017991293,748243.9759,2748.10241,897983.4337,282.1721848,336.8155012,3017972245,605029.5652,9070,695316.5217,264.0609584,332.7288232,650000,1218,1979,4273,71701.27,54505,1413,0.4681,41,0.148351648,0.465498749,0.075320513,0.036103152,0.32034384,0.643553009,0.608003744,0.268195647,0.03627428
195,36047024400,7850.420038,9,33,23,,3055127961,835021.8579,2385.953552,980849.7268,364.8166642,428.8472785,3055125564,526648.3516,4929.076923,566857.033,253.7956714,318.8772277,782700,1300,1032,3757,62665.57,48611,2041,0.4908,36,0.035587189,0.216101695,0.070138889,0,0.285860656,0.714139344,0.004791057,0.789725845,0.13015704
196,36047024500,41821.64799,40,106,64,,3018282453,787311.2392,2970.26513,985594.3343,274.4260262,342.2628836,3018335446,363612.7168,6105.092486,421267.9711,314.8901892,387.0376256,676900,1172,1964,3855,59840.96,51605,1565,0.4367,42,0.106382979,0.434911243,0.2052383,0.018412698,0.299047619,0.682539683,0.763164721,0.146562905,0.04695201
197,36047024600,8740.201568,14,55,37,,3055195016,794425.413,2089.73913,912866.7174,403.3057385,461.7895438,3055145715,929461.5385,6918.134615,1003519.231,231.1492255,288.7494638,721600,1233,1003,3195,47865.64,45417,1547,0.4736,37,0.138888889,0.236284289,0.082517483,0,0.217750258,0.782249742,0.00312989,0.643818466,0.308607199
198,36047024700,42285.15573,27,186,122,,3018809864,723495.4128,2822.165138,931449.5413,273.8522962,350.4984241,3018734730,1112588.503,13619.38255,1258503.423,275.0213573,322.8082297,703600,1179,1120,2104,29913.95,42308,917,0.4865,37,0,0.399536321,0.123686338,0.021141649,0.350951374,0.627906977,0.682509506,0.211501901,0.052756654
199,36047024800,7823.435236,16,54,37,,3055330113,788984.2657,1946.863636,877034.965,432.5670431,478.3905455,3055308082,689037.594,5772.759398,751511.3534,236.3142856,285.6332072,717600,1236,905,3056,44964.2,46310,1290,0.4508,40,0,0.192184497,0.05375603,0.011286682,0.25282167,0.735891648,0.011780105,0.499672775,0.359620419
200,36047024900,42233.7246,48,153,83,,3018376902,786535.2564,3185.336538,1041225.189,252.2646365,333.953406,3018345954,494306.369,6860.331551,525754.0107,306.1816005,371.0650191,899500,1246,2021,3973,61069.83,48315,1609,0.4606,42,0.079754601,0.469387755,0.11323764,0.004700353,0.474735605,0.520564042,0.765416562,0.180216461,0.03901334
201,36047025000,7711.43766,11,56,35,,3055647665,795471.9626,1937.785047,836378.5047,420.6323708,444.5465886,3055814611,1019473.684,12846.38158,1101105.263,221.3624843,277.4479653,662900,1255,548,1527,22794.09,46190,556,0.5619,52,0.1,0.191061453,0.096695226,0,0.167330677,0.832669323,0.017681729,0.303208906,0.622789784
202,36047025100,34712.32745,43,152,89,,3018021329,697140.7035,2647.502513,874060.3015,274.0240033,344.6433444,3018016955,718301.2727,11148.31313,803414.1414,273.3416523,347.2327894,597400,748,1568,3522,65867.6,27125,2189,0.5961,42,0,0.245660179,0.232835821,0,0.248211731,0.751788269,0.744179443,0.103350369,0.036342987
203,36047025200,8056.611787,12,63,39,,3055529562,761305.1988,2055.95107,890120.7951,390.4212146,452.1625595,3055528057,759415.5844,8608.785714,862051.9481,214.2755987,272.743991,661400,1214,1976,5337,76253.02,42302,2164,0.4379,42,0,0.321066847,0.088,0.02919708,0.294216732,0.676586188,0.011804384,0.558928237,0.373056024
204,36047025300,40564.50237,18,93,57,554,3017664414,644877.1419,2794.463668,767733.564,233.7148318,281.4398454,3017658426,1047707.895,13795.61842,1131276.184,229.6066756,297.1421657,796700,1310,1430,2540,40649.61,43491,1041,0.5062,40,0,0.544021025,0.114508783,0,0.380194518,0.619805482,0.516929134,0.351968504,0.053937008
205,36047025400,7799.751703,6,29,14,,3055415324,785975.1861,2014.858561,891156.3275,408.1109771,462.0122766,3055441769,477791.6667,6190.833333,540611.1111,209.7645768,275.3948675,620800,1093,1266,4256,62811.92,48261,1886,0.4244,44,0,0.303353659,0.105162524,0,0.190033784,0.809966216,0,0.322603383,0.613016917
206,36047025500,34749.3489,39,156,95,,,,,,,,3017285001,35264000,801096,44313000,283.9789022,375.83068,,603,1861,5270,98454.48,22500,3988,0.4265,42,0.075842697,0.049500998,0.180783242,0,0.12032967,0.87967033,0.410436433,0.217077799,0.005502846
207,36047025600,7701.276892,12,46,26,,3055616236,788807.2917,1851.570313,870182.2917,443.8856636,485.9631101,3055665099,823095.2381,7242.952381,902095.2381,189.5483935,246.1908288,634100,1188,1080,3195,47755.42,53036,1369,0.4881,48,0,0.291502532,0.07330195,0.010050251,0.132663317,0.857286432,0.007824726,0.362128326,0.618779343
208,36047025700,45397.95331,34,123,76,,3017309299,615589.1892,2240.427027,713627.027,295.2317505,343.5789922,3017309250,1566323.944,19915.97183,1657633.803,244.3041029,323.9271876,537500,1323,748,2177,31130.76,51310,1064,0.4982,39,0,0.312026913,0.1676783,0.00764526,0.348623853,0.643730887,0.407441433,0.247588424,0.036747818
209,36047025800,7565.392772,12,48,26,,3060243711,924342.5076,2567.116208,1011091.743,379.1941654,411.840953,3058705571,667710.7438,7839.785124,746322.314,228.2404753,270.7248769,725400,1191,1557,4225,64284.87,37917,2155,0.484,39,0.11875,0.260726073,0.11490837,0,0.252083333,0.747916667,0.000710059,0.524497041,0.352662722
210,36047025901,20111.51675,16,48,35,,3017576721,714423.8095,3014.678571,890892.8571,245.6978638,306.138118,3017578626,823490.9091,13435.32727,861809.0909,237.6458712,308.4786022,543300,1334,761,1914,61782.43,41289,938,0.5104,39,0,0.333639706,0.157077626,0.042789223,0.407290016,0.549920761,0.491640543,0.362591432,0.006269592
211,36047025902,14937.19653,44,142,90,,,,,,,,3017400001,34144000,800000,35704000,295.0940612,398.3769827,,378,1150,3737,162412.1,16140,3484,0.4863,47,0.102339181,0.02741433,0.482128013,0,0.254782609,0.745217391,0.6320578,0.180626171,0.016323254
212,36047026000,7238.389394,17,34,21,,3058551191,850217.3913,2382.299233,972599.1049,383.6385062,435.3441029,3059241321,472118.8119,4503.693069,550381.2772,215.5619616,249.3825528,651100,1318,1240,3687,58633.14,50123,1587,0.388,43,0,0.229980469,0.105695509,0.01399825,0.188101487,0.797900262,0.012476268,0.331163548,0.604285327
213,36047026100,49984.19617,62,128,89,70,3017749289,601205.0893,2639.188776,719761.4796,238.9385844,287.3642196,3017758865,632067.1329,10897.46853,765644.958,242.2138937,307.941074,497400,1392,2368,4987,64769.83,38859,2174,0.4951,38,0,0.338898757,0.067357513,0.010140029,0.359246741,0.63061323,0.624824544,0.262682976,0.009223982
214,36047026200,7015.92687,5,42,26,,3059772445,735846.1538,1835.894231,803355.2885,449.9993779,487.0876568,3059400974,632508.6207,7664,687586.2069,237.9583938,253.2212116,669800,1127,867,2422,39737.68,57121,883,0.468,44,0,0.327203065,0.147461724,0,0.165809769,0.834190231,0.01734104,0.454582989,0.461601982
215,36047026300,29979.10841,44,124,69,,3017960597,653173.913,2645.720497,814366.4596,257.6549686,321.0187725,3017955263,605295.4545,9120.159091,663795.4545,287.703134,356.8156133,651500,980,960,2002,43352.7,39861,859,0.4856,41,0,0.33390411,0.111003861,0.003571429,0.417857143,0.578571429,0.752247752,0.134365634,0.011988012
216,36047026400,8420.191397,20,61,39,,3062128823,757545.6731,2129.233173,868629.8077,382.3484841,437.6178515,3062136869,524891.4729,5797.449612,608945.7364,210.5165246,227.453073,636500,1156,1754,4946,67615.78,47336,2200,0.4613,54,0,0.242965905,0.053877551,0.012773723,0.238442822,0.748783455,0.014961585,0.390214315,0.479781642
217,36047026500,40005.98912,34,109,59,,3018113759,674214.2973,2700.175676,857594.5946,262.7914112,334.8995879,3018130950,478217.0543,8074.310078,538131.8605,275.0258561,348.0407298,608400,1047,1747,3558,57736.31,51050,1758,0.6142,43,0.162790698,0.322869955,0.120671563,0,0.410764873,0.589235127,0.672006745,0.182686903,0.016301293
218,36047026600,7373.171949,13,35,25,,3061915060,891341.2322,2330.331754,1027594.787,395.9014397,454.0724508,3061900505,485369.2656,5343.984375,541812.5,229.195692,270.807736,715300,1177,1240,3418,53361.9,50580,974,0.4503,48,0,0.23713034,0.121921182,0.018198362,0.268425842,0.713375796,0.002047981,0.581626682,0.37799883
219,36047026700,39994.38551,30,57,39,,3018322031,765484.4125,3052.139089,1012489.688,254.7180992,337.2111326,3018316837,382352.1127,5175.084507,427204.2254,303.7736094,369.2692157,654900,1147,2049,3531,57314.7,41458,1104,0.5442,41,0.228915663,0.418468468,0.129063098,0.005122368,0.381900968,0.612976665,0.700084962,0.199943359,0.016425942
220,36047026800,7954.144893,8,37,22,,3062171846,900783.5616,2434.084932,1027400,375.8854953,429.0723667,3062206997,622376.3441,7239.010753,698569.8925,209.6194076,222.2655841,829400,1243,1446,3690,53400.32,44548,1820,0.4379,46,0,0.242261104,0.09881014,0.02448355,0.331293037,0.644223412,0.003794038,0.583468835,0.231165312
221,36047026900,33573.82739,28,169,101,,3018517030,748548.5437,2927.966019,943864.0777,265.9068428,334.0004971,3018530151,640434.1085,8326.286822,727085.2713,295.8469934,326.3181044,747200,1229,1332,2685,51917.32,48841,922,0.4769,42,0,0.31208659,0.135152697,0,0.337391304,0.662608696,0.797020484,0.155679702,0.027560521
222,36047027000,5955.397378,5,27,16,,3062725838,1015506.849,2582.575342,1114333.333,408.0023433,447.9626267,3062688083,1285611.111,15681.36111,1425611.111,225.8363905,235.8028427,723600,1143,946,2539,49073.38,50490,1147,0.4464,50,0.03960396,0.360847334,0.081666667,0,0.201773836,0.798226164,0.007089405,0.687672312,0.257581725
223,36047027100,60774.06262,42,113,67,,3017952582,558682.7309,2297.751004,698389.5582,258.9214574,324.1890342,3018216100,2302314.634,21911.97561,2481627.805,294.3762724,325.6338422,613500,1304,1235,2502,24750.21,37104,1069,0.4512,42,0,0.299802761,0.107426099,0.01352657,0.327536232,0.658937198,0.81294964,0.084732214,0.051159073
224,36047027200,5873.213324,10,30,16,,3062636500,874117.8862,2144.158537,966504.065,427.0482726,472.8212173,3062585759,670013.1579,10502.02632,765324.75,205.0352378,210.8354125,620200,1252,1186,3692,72360.59,50982,1570,0.4461,46,0,0.321890547,0.094645754,0,0.352993744,0.647006256,0,0.522751896,0.317713976
225,36047027300,33844.61459,38,129,78,,3017563849,797112.1076,3167.331839,1058755.085,256.6070077,340.9927302,3017880085,746582.4176,12858.75824,859692.3077,304.6475533,372.8323529,613500,906,1399,2649,45830.85,34297,1090,0.5424,38,0,0.279373368,0.096334186,0.028089888,0.249598716,0.722311396,0.868629672,0.071347678,0.018497546
226,36047027400,7260.653584,5,16,12,,3062479092,890414.2012,2244.550296,1005357.988,413.3179291,468.9238978,3062404915,692434.7826,7079.405797,748666.6667,228.0276293,238.3778707,696800,1237,1029,3090,48988.55,42266,1067,0.5094,51,0.082901554,0.174603175,0.061940299,0,0.258964143,0.741035857,0.001294498,0.501618123,0.497087379
227,36047027500,36643.0973,40,118,75,,3017653715,756351.4212,2877.488372,974080.6512,268.6604441,347.410898,3017597282,394396.9297,7555.445313,450953.125,274.044686,336.6013441,669300,1397,1890,4346,69448.59,55990,1784,0.5023,42,0,0.40091638,0.166245791,0.015028178,0.374452098,0.610519724,0.744132536,0.11435803,0.046939715
