,GEOID,pickups_intract,NYPDviolation,NYPDmisdemeanor,NYPDfelony,units,BBLE_x,CUR_FV_T_x,GR_SQFT_x,NEW_FV_T_x,CUR_FV_T_perSQFT_x,NEW_FV_T_perSQFT_x,BBLE_y,CUR_FV_T_y,GR_SQFT_y,NEW_FV_T_y,CUR_FV_T_perSQFT_y,NEW_FV_T_perSQFT_y,Median_house_Value,Median_Rent,Housing_Units,Total_pop,Pop_Den,Median_Household_Income,Ratio_income_to_poverty_level_under_2,Gini_Index,Ave_Commute_Min,Dropout_16_19,Bachelor_up_25_64,Unemployed_rate_16,Occupied_Housing_Units_2015_,Occupied_Housing_Units_2010_2014,Occupied_Housing_Units_2010_before,Black,White,Asian
1,36047000100,102138.807,19,37,26,106,3002169928,3475541.284,3082.633028,4153486.239,1190.616338,1459.290687,3002163777,4638008.547,48916.53846,5724470.085,1363.877877,1585.105886,694900,1434,2446,4304,49889.94,70938,928,0.5568,33,0,0.666306306,0.041450777,0.024514339,0.243293247,0.732192414,0.10989777,0.740473978,0.058085502
2,36047000200,21497.86679,20,125,84,,3007314901,464632.3529,2101.235294,593382.3529,243.7865093,313.9397967,3007247143,689015.7895,10987.54211,765297.7895,305.9639082,367.4818762,462500,1344,449,1868,16619.2,34740,1245,0.4267,38,0,0.042871386,0.079075426,0,0.25415677,0.74584323,0.101713062,0.24732334,0.004817987
3,36047000301,96582.50072,10,56,46,,,,,,,,,,,,,,682600,1955,2275,3985,48017.63,101544,1035,0.583,31,0,0.681918819,0.030143541,0.017213556,0.302313072,0.680473373,0.03663739,0.830363864,0.046675031
4,36047000501,39175.79425,8,25,17,62,,,,,,,,,,,,,721900,1853,2024,4759,147218.9,110700,551,0.5084,30,0,0.856592466,0.070351759,0.004449388,0.365406007,0.630144605,0.075436016,0.743223366,0.098339987
5,36047000502,45341.36746,19,63,38,,3002447545,4662071.429,3940.821429,5191607.143,1317.588974,1528.943303,3002444142,3929388.43,23729.72727,4238305.785,989.0288767,1184.871247,517200,1979,1675,2600,69557.17,91964,353,0.541,30,0.127659574,0.865585168,0.078695897,0.008843537,0.295918367,0.695238095,0.036923077,0.816923077,0.097692308
6,36047000700,81033.00154,11,74,33,,3002626997,4598529.851,3696.169154,5022629.353,1315.762582,1456.459427,3002647874,1493088.398,13440.64641,1706917.182,872.8361318,1132.005592,1185000,2138,2141,4029,59904.48,130966,417,0.5197,33,0,0.912490922,0.044046286,0.008660214,0.461029037,0.530310749,0.019359643,0.823529412,0.108463639
7,36047000900,75493.36314,60,193,122,,3002708057,3682409.836,3654,4363213.115,1036.215249,1240.295097,3002661623,7438191.176,52451.48529,8158198.529,885.0457767,1109.058597,826400,2460,2089,4162,66798.02,121083,588,0.484,30,0,0.893566051,0.050847458,0.028907923,0.487152034,0.483940043,0.057184046,0.709754926,0.13623258
8,36047001100,93340.56203,126,880,538,,,,,,,,3001483777,13022878.79,122935.3333,14206212.12,587.7420715,763.0568538,,2682,603,967,14862.73,107946,110,0.3258,29,0,0.826617827,0.040141677,0.081330869,0.885397412,0.033271719,0.097207859,0.616339193,0.168562565
9,36047001300,161313.1414,32,92,59,369,3001190115,2307000,6960,2687000,331.4655172,386.0632184,3001022726,33439840,201214.44,35625480,607.9474442,775.3398763,386700,2188,1068,2562,22726.74,111500,1051,0.4131,32,0,0.533898305,0.032882012,0.006849315,0.198630137,0.794520548,0.113583138,0.635831382,0.121389539
10,36047001500,169887.5566,164,658,411,1045,3001189545,1197904.762,2470.047619,1358619.048,527.5391922,610.8978077,3007420698,13943163.35,129026.6353,17848464.85,525.2692902,635.0491211,868600,2156,3246,5962,50553.97,90616,2262,0.4995,34,0.070652174,0.625521472,0.110171731,0.033117625,0.639893415,0.326988961,0.253438443,0.383596109,0.179469977
11,36047001800,159403.4472,30,197,108,,3006440175,296000,2700,296000,109.6296296,109.6296296,3007475610,7880800.41,163422.5694,8655933.722,374.0355105,437.6251022,,,0,2075,2251.472,,0,,,,0.08025013,,,,,0.320481928,0.379277108,0.042409639
12,36047002000,11929.60119,11,56,34,,3007967391,581137.6147,2219.715596,664743.1193,268.7628546,308.3511655,3007907164,532967.3203,6554.771242,570313.7255,352.2996025,402.7823853,568400,1425,481,1368,22990.74,61023,527,0.3888,46,0,0.171171171,0.040927694,0,0.208232446,0.791767554,0.066520468,0.330409357,0.093567251
13,36047002100,221130.2078,51,229,137,42,3000747720,987589.2857,2994.089286,1401714.286,343.0189383,466.9892913,3000379995,4457564.248,59054.84962,5148097.632,562.2109301,711.6822939,1178800,3213,1882,4295,22492.85,208036,393,0.3931,33,,0.801103279,0.05518917,0.04,0.551884058,0.408115942,0.042142026,0.797671711,0.088940629
14,36047002200,26638.81665,48,165,105,,3031792808,634101.0638,2445.87766,705148.9362,272.9200144,305.2079006,3022579504,2145960.674,16074.33146,2314449.438,345.2132971,405.8339727,,1139,1741,4902,37781.8,36563,2588,0.5328,39,0.088461538,0.231527094,0.10459588,0.010253317,0.21411339,0.775633293,0.028151775,0.402080783,0.160138719
15,36047002300,82078.31336,36,176,108,,,,,,,,3000896688,10769666.67,177360.7778,11954888.89,764.4938571,928.2634858,,429,1619,4342,61788.02,19066,3269,0.4825,50,0.10989011,0.056066176,0.265738499,0,0.187940988,0.812059012,0.579917089,0.075310917,0.140488254
16,36047002901,40700.37963,66,191,105,,,,,,,,3020364488,10838000,127205.3333,11958111.11,169.9385825,224.7302985,,445,1304,3532,88220.4,17544,2696,0.4379,42,0.073825503,0.086538462,0.23328877,0.016155089,0.19628433,0.787560582,0.493488109,0.075311438,0.225084938
17,36047003000,7637.89513,8,42,20,,3058492496,788797.6654,1964.750973,897062.2568,415.2687356,474.8336727,3058543788,1463687.5,23710.125,1670687.5,238.044565,244.8118447,536300,1352,732,1841,42588.52,68958,554,0.4713,40,0.173913043,0.573148148,0.058949625,0.025899281,0.270503597,0.703597122,0.053775122,0.688756111,0.063009234
18,36047003100,106615.6476,23,98,65,205,,,,,,,3020720052,31234384.62,230668.8462,38648230.77,202.4051562,245.9845042,375800,1661,1098,2837,25483.36,69609,154,0.3538,27,0,0.71319797,0.10761347,0.009813543,0.311089303,0.679097154,0.391610857,0.284455411,0.173070145
19,36047003300,60887.28887,42,196,112,586,3020977367,2207022.901,3116.152672,2529957.527,728.5425538,832.7378022,3018817193,3475493.056,22805.09028,3885618.056,242.1392949,287.1447003,815800,2099,1751,3157,49652.6,105642,649,0.4869,28,0.463157895,0.676495366,0.049496277,0.019123998,0.565700185,0.415175817,0.124168514,0.62369338,0.074754514
20,36047003400,32536.25093,23,87,57,,3058763124,784303.9216,1949.330882,894664.8627,434.2653339,502.1143612,3058667049,1340037.037,21320.96296,1520611.111,223.2626617,220.0423204,576700,1357,1513,3038,16691.31,69848,983,0.4584,45,0.004926108,0.473508087,0.037217816,0,0.217647059,0.782352941,0.010533246,0.761026991,0.152732061
21,36047003500,49184.07134,35,334,184,,3021033112,1937544.118,3294.602941,2351132.353,601.1178243,729.4791355,3021021608,4357866.667,54988.65,4895016.667,284.0954019,318.6963422,1416700,1297,880,1550,30177.94,61525,281,0.4984,37,0,0.66507177,0.102725367,0.062982005,0.250642674,0.686375321,0.427096774,0.375483871,0.065806452
22,36047003600,8523.26767,18,41,26,,3058926553,867896.5517,2169.267241,943715.5172,424.3032524,464.4396266,3059060929,2668617.647,45787.94118,2941970.588,210.2230948,229.9848266,342100,1381,1913,4457,92134.13,74449,964,0.4503,46,0,0.578223709,0.071788413,0.00498615,0.323545706,0.671468144,0.025577743,0.667713709,0.197890958
23,36047003700,70257.69804,106,282,171,,3001630063,1370166.667,4559.333333,1601666.667,340.171608,403.6978352,3001604571,6376752.475,53240.82178,6744904.772,685.2326507,873.1737442,750000,2581,587,1087,16797.13,102386,180,0.432,30,0,0.873124147,0.054263566,0.016453382,0.795246801,0.188299817,0.026678933,0.76448942,0.102115915
24,36047003800,8644.261785,4,27,18,,3059120788,947995.8848,2249.320988,1041724.28,440.6285901,484.4493806,3059596025,16521000,82321.2,17203398,241.0061044,265.2413754,733100,1519,749,1555,30899.43,85950,237,0.3946,38,0,0.48488121,0.055147059,0,0.275862069,0.724137931,0.007717042,0.774919614,0.160771704
25,36047003900,65748.65073,49,119,64,,3001846452,1602029.851,2987.910448,2016074.627,539.6447864,678.3307546,3001864057,1537944.444,14438.65079,1687912.698,1011.515089,1215.515365,867900,1521,1211,2455,40519.37,102981,608,0.4522,36,0,0.744240992,0.074299635,0.006034483,0.415517241,0.578448276,0.10509165,0.636252546,0.148268839
26,36047004100,67914.62971,19,56,37,,3001879582,2256966.667,3164.872727,2900390.909,729.0235858,932.0995209,3001813165,1953681.159,11239.23913,2526015.094,901.0363471,1105.154356,1680000,2060,1611,3540,56589.75,112128,580,0.388,33,0.058139535,0.783006536,0.045167118,0.018280298,0.360189573,0.621530129,0.131073446,0.694915254,0.085310734
27,36047004300,69714.36948,18,101,60,128,3001939079,2124142.857,3348.744048,2821519.345,652.9730197,863.006111,3002080911,2010277.32,16651.97633,2457598.675,947.6484762,1175.96633,1019500,1768,1709,3191,49703.82,112036,597,0.5337,32,0,0.781098901,0.051391863,0.003824092,0.477374124,0.518801785,0.054841742,0.722970856,0.052961454
28,36047004400,28447.21855,5,79,54,,3059623093,1210383.376,2059.945637,1337799.506,611.7219965,681.9900722,3059420042,2783750,31318.125,3074250,276.3719512,270.7779834,932600,1371,1040,2420,14544.69,95341,276,0.4266,32,0,0.616242038,0.059919028,0.020512821,0.18974359,0.78974359,0.003719008,0.876033058,0.095454545
29,36047004500,64524.8287,5,61,28,,3003016785,3308694.03,3449.294776,4037264.925,998.7700821,1232.578501,3002968601,1581784.615,8377.564103,1790759.026,680.4782377,823.4978054,1121700,2094,1757,3318,50391,138281,307,0.4635,32,0,0.896,0.036725664,0.007255139,0.425634825,0.567110036,0.013562387,0.885774563,0.050934298
30,36047004600,19553.86668,15,80,59,,3060065168,1414600.244,2405.339744,1546606.106,604.2485411,658.8598258,3059982045,7371200,30320.33333,7836266.667,227.2356288,243.8915575,945200,1101,576,1420,12264.43,118333,91,0.4157,34,0,0.613573407,0.065088757,0,0.241176471,0.758823529,0.005633803,0.896478873,0.076056338
31,36047004700,40447.5055,17,46,26,,3003102270,1500734.694,2923.591837,1999551.02,523.0573066,696.4273978,3003091897,2022016.667,29799.25,2138466.667,703.7104656,871.5429241,980400,1601,815,1889,14809.12,101150,297,0.4675,38,0.217391304,0.700941915,0.121827411,0.024142313,0.440914867,0.534942821,0.122286924,0.680254103,0.061937533
32,36047004900,36882.21505,4,33,21,,3003127519,2060460.432,2714.94964,2808906.475,824.6324251,1125.6473,3003105072,3182743.119,15608.10092,4194885.927,602.3669334,746.2257327,949400,1922,1096,2520,66921.32,116950,133,0.4467,35,0,0.890818859,0.008602151,0.039755352,0.415902141,0.544342508,0.108730159,0.726190476,0.067857143
33,36047005000,15148.39803,5,39,24,,3060449580,1093943.02,1989.678063,1212960.114,576.9805342,640.6964552,3060531457,3581500,61905.71429,4091785.714,243.1868457,227.3972387,930900,1577,1176,2510,26687.86,90608,161,0.4752,44,0,0.706237425,0.070086705,0.008302583,0.27398524,0.717712177,0.009163347,0.892430279,0.066533865
34,36047005100,24558.06362,5,66,39,,3003460667,1008419.355,2736.535484,1329735.484,386.371843,507.105465,3003450185,489901.2739,7195.605096,563044.586,702.5306097,893.9099932,671700,2101,1085,2143,30579.23,85563,317,0.4881,41,0,0.716678297,0.031837916,0,0.319514661,0.680485339,0.042930471,0.79514699,0.041530565
35,36047005201,9065.863535,8,13,8,,3060811004,943734.375,1810.273438,1033585.938,545.278355,597.2792374,3060807044,9859500,94157.3,10584100,163.7962963,170.2314815,844600,575,1126,1722,31088.96,29531,669,0.6449,50,0,0.694751381,0.070301291,0,0.305263158,0.694736842,0.011614402,0.81010453,0.154471545
36,36047005202,8898.815573,14,27,20,,3061022131,938609.5238,2099.790476,1094266.667,464.2215961,543.8897634,3061007395,4130600,69399.2,4689050,183.0056521,201.36981,298900,1686,1516,2436,42634.41,68958,457,0.4499,48,0,0.655878468,0.066666667,0.003441156,0.309704061,0.686854783,0.034893268,0.871100164,0.055829228
37,36047005300,146917.186,35,178,108,70,3005786944,666891.6667,2207.758333,864825,352.480912,456.2270298,3005694140,1627992.432,24291.85397,1878538.073,429.2839437,534.2019314,910900,1506,1071,2423,3807.835,72841,1018,0.4713,38,0,0.539276808,0.093770492,0,0.418356457,0.581643543,0.106479571,0.572430871,0.03260421
38,36047005400,10983.1482,20,53,28,,3061148652,890447.0046,2209.778802,1028216.59,432.120273,492.6716054,3061151673,1848636.364,25206.90909,2266418.182,219.595253,225.8502991,526000,1427,1867,3406,52933.65,59696,939,0.4881,47,0,0.553675048,0.084106729,0.006042296,0.314199396,0.679758308,0.019671169,0.842630652,0.097768644
39,36047005601,11691.03003,11,37,26,,3061258434,867410.8108,2047.454054,1017259.459,460.7494397,532.3870381,3061249873,2683000,37246.64706,2980294.118,223.4954231,228.199609,382000,1358,1532,2482,35814.53,53984,678,0.4757,53,0.216666667,0.606060606,0.113451087,0.006254343,0.306462821,0.687282835,0.025785657,0.855358582,0.082594682
40,36047005602,9009.740263,15,62,49,,3061333109,865080.6452,2223.741935,1011758.065,404.2125762,469.7421455,3061341098,1942757.576,26311.78788,2352696.97,220.270302,247.1336704,438500,1229,941,1730,27409.46,60164,514,0.5734,45,0,0.620465116,0.0375,0.015963512,0.309007982,0.675028506,0,0.703468208,0.161271676
41,36047005800,13150.94415,49,101,62,,3060945497,801186.5032,2000.751613,918077.4194,439.2297517,507.8219114,3060936650,1067529.412,10038.44853,1192669.118,205.9712949,224.316876,690300,1315,1722,3333,44654.5,50528,1241,0.4825,38,0,0.533894112,0.065130261,0.016823688,0.386271871,0.596904441,0.00270027,0.713771377,0.247524752
42,36047005900,32169.79596,26,114,65,,3005252392,665555.3091,2026.890909,871036.3636,381.7966983,503.0857335,3005222145,1032212.5,11427.36905,1143428.571,364.6656928,470.0978319,868400,1802,676,1429,10357.14,57143,492,0.3905,41,,0.632291667,0.120985011,0.0265625,0.453125,0.5203125,0.156053184,0.650804759,0.026592022
43,36047006000,10357.9224,23,63,36,,3060551186,833355.4317,2210.874317,930342.5,407.2426387,451.6052426,3060524525,1238243.59,9143.076923,1368512.821,240.7841886,240.332888,802000,1373,1199,2717,46216.98,64286,749,0.4901,43,0,0.445072191,0.136456212,0.034358047,0.283905967,0.681735986,0.004048583,0.793522267,0.156054472
44,36047006200,11039.16422,34,84,49,,3060199885,1005904.943,2735.110266,1119437.221,383.2461399,424.489506,3060233256,1508326.923,16404.71154,1649115.385,242.0858808,253.8180752,836600,1401,1336,2818,44977.21,47050,1043,0.4613,42,0,0.476161369,0.126027397,0,0.390572391,0.609427609,0.072391767,0.704400284,0.08623137
45,36047006300,26986.19257,8,74,51,,3003487057,1808111.111,2963.388889,2329722.222,631.0701734,812.485278,3003477979,1115776.471,6073.211765,1026723.588,674.1290414,857.7950165,716700,2207,957,1952,50106.11,97614,390,0.4299,39,0,0.755875663,0.039383562,0.005847953,0.347368421,0.646783626,0.011270492,0.84579918,0.079405738
46,36047006400,13821.59565,32,63,47,,3059690997,953031.4681,2453.737745,1046124.605,415.3419175,454.3579816,3059681257,1277132.075,16808.09434,1414811.321,219.7057198,238.6047504,768200,1291,1515,3244,41352.92,64214,811,0.5175,40,0,0.469948187,0.094773119,0.005102041,0.227405248,0.767492711,0.013563502,0.868988903,0.069975339
47,36047006500,66894.25777,13,85,47,,3003693537,1780150.588,2736.804706,2200304.471,667.9100905,821.8765506,3003639633,847677.1429,4747.017143,719557.0571,663.808471,840.2828218,1426800,2106,2623,5412,55860.71,109492,680,0.4969,37,0.111842105,0.796982869,0.053329724,0.018386962,0.424153782,0.557459256,0.022912047,0.851071693,0.03917221
48,36047006600,10458.66018,27,81,51,,3059230134,825542.4107,2723.866071,977267.8571,315.094467,373.4436203,3059217151,1132322.581,14092.41935,1249204.301,260.3231577,271.1468407,717000,1322,1676,3797,63966.34,59981,1139,0.5363,39,0,0.413617415,0.184331797,0.006583278,0.298880843,0.694535879,0.018962339,0.78851725,0.099025546
49,36047006700,59076.14383,5,48,29,,3003308791,2591345.196,3319.960854,3160377.224,805.1303846,982.8616607,3003335439,1024119.266,5617.5,1058380.596,602.6562694,750.5989694,1579500,2132,1606,3799,63016.3,145294,248,0.4337,37,0,0.853991175,0.092962963,0.024968789,0.329588015,0.645443196,0.007633588,0.928402211,0.022637536
50,36047006800,12619.71739,39,152,93,,3058738594,849955.1821,2506.820728,945565.8263,362.1006256,403.5051214,3058689972,1369706.897,12458.61207,1512836.207,214.965375,221.9550837,721500,1329,1998,5290,73856.45,40857,2986,0.4529,41,0.017241379,0.343539704,0.097450658,0,0.2416,0.7584,0.016635161,0.574480151,0.192627599
51,36047006900,75066.81718,25,170,99,,3003955565,1983109.272,2876.546358,2543089.404,733.1895619,943.4321119,3003952073,1044464.141,7662.267677,1115372.727,601.2975579,745.5494729,1156300,2235,1718,3582,51804.96,131284,300,0.487,35,0.100840336,0.856979405,0.02293578,0.0351418,0.344636252,0.620221948,0.044109436,0.737018425,0.050809604
52,36047007000,10100.41728,19,133,84,,3058452070,781593.985,2291.827068,827639.0977,363.5755483,390.2952231,3058417298,1835905.66,18362.79245,2003339.623,271.7794414,273.9546172,182400,1125,1105,2463,43313.89,42218,1166,0.4884,37,0,0.488596491,0.1,0.052578362,0.14661274,0.800808898,0.038976857,0.655298417,0.215996752
53,36047007100,71795.29829,29,136,91,700,3003902510,1655104.396,2520.087912,2090131.868,667.3733881,851.010518,3004023351,1305000,16685.17582,1476010.989,651.550915,815.4857585,1117200,603,1833,5002,77329.23,36890,2388,0.5874,41,0,0.388909989,0.185066422,0,0.198525241,0.801474759,0.331467413,0.332866853,0.024790084
54,36047007200,4726.414855,13,61,40,,3057865754,756698.4127,2482.746032,818333.3333,314.579183,341.6994796,3057945747,953285.7143,6563.507937,1119634.921,250.0658597,293.3877042,,1321,645,2341,92202.77,37364,1548,0.376,40,0.155963303,0.081668115,0.057193923,0.007898894,0.271721959,0.720379147,0.020931226,0.256727894,0.288338317
55,36047007400,10893.98384,23,131,74,,3008490906,869474.359,2850.410256,921163.4615,313.0045791,331.350042,3008506908,1210462.558,8428.144231,1340548.077,413.0590227,455.7579685,873900,1442,1651,6061,109273.6,46204,3926,0.4602,42,0.057971014,0.222740525,0.085644086,0.019283747,0.244490358,0.736225895,0.041577297,0.217620855,0.20277182
56,36047007500,75888.1069,11,92,55,,3004271817,1686268.836,2650.72774,2042871.548,661.7057447,804.3422966,3004283164,844244.7917,6654.921875,802980.6771,641.7471201,776.2788834,1110000,2154,2233,4774,43725.01,135697,338,0.4979,32,0,0.830239521,0.067801858,0.00727802,0.434740417,0.557981562,0.000628404,0.749685798,0.115835777
57,36047007600,10767.1206,35,121,69,,3008186985,750248.5714,2533.222857,841911.4286,310.0511879,351.1944337,3008189719,888999.3125,7330.947917,997760.4167,355.1630871,417.4981538,646600,1273,1505,4775,89166.98,32996,3373,0.5156,42,0.16751269,0.238654147,0.121266161,0.020512821,0.419047619,0.56043956,0.039790576,0.291727749,0.231832461
58,36047007700,104747.9828,13,82,60,,3004609915,1491369.767,2355.248837,1819196.395,665.4592914,810.7648756,3004737704,1189570.732,9960.687805,1201839.073,673.1121404,822.0821907,992400,2102,2142,4409,29125.63,123592,532,0.4783,36,0,0.710405859,0.051048951,0.026695141,0.316604378,0.656700481,0.016330234,0.791335904,0.056929009
59,36047007800,10721.85141,52,138,93,,3007863904,761221.1221,2634.165017,866379.538,292.740185,334.7719089,3007869023,892888.281,7367.636364,1016801.736,367.0681572,420.6778161,634600,1288,1617,5493,103007.7,42000,3372,0.4656,46,0.068273092,0.15133805,0.10044874,0.005148005,0.216859717,0.777992278,0.045330421,0.324594939,0.101219734
60,36047008000,10800.04931,25,117,76,,3007502969,730990.8537,2684.07622,852923.7805,291.9194834,340.805184,3007533128,1348987.676,9792.15493,1471986.197,295.8935437,354.5357972,658400,1371,1351,4373,83628.2,53380,2131,0.4552,44,0.074074074,0.293721028,0.082317073,0.017067494,0.253685027,0.729247479,0.046878573,0.343242625,0.071575577
61,36047008200,10843.79772,23,102,72,,3007224217,736795.2756,2487,877114.1732,316.5289792,379.05052,3007204473,1503712.5,12166.1625,1623022.75,303.4523027,355.5567385,704500,1261,1530,4148,79733.34,35511,2501,0.4959,39,0,0.235945486,0.102021174,0.007730148,0.218552354,0.773717498,0.040742527,0.334378014,0.157425265
62,36047008400,18934.18289,38,143,82,,3006966391,683070.0508,1982.954315,824135.6142,372.1127632,451.3727912,3006967203,1274475.51,10185.09184,1458071.429,385.0327129,460.0945847,751100,1278,1169,3860,42113.8,49274,2044,0.4302,37,0.085227273,0.171977507,0.07059421,0,0.195283019,0.804716981,0.012694301,0.333937824,0.04119171
63,36047008500,21922.91476,86,343,195,,,,,,,,3005396012,15419400,469913.8,16531800,638.2482505,773.8495396,,360,3087,6916,73576.55,14000,5240,0.6165,45,0.073630137,0.058739664,0.281537845,0,0.204183267,0.795816733,0.511422788,0.13562753,0.046558704
64,36047008600,7371.946347,8,29,20,,,,,,,,3009210001,27082000,62035,27894000,517.6630435,524.0036232,,,0,0,0,,0,,,,,,,,,,,
65,36047008800,12290.88351,22,69,38,,3009144089,818211.5385,2575.096154,1027685.897,333.1322171,419.7631774,3009123884,971805.1948,10196.25974,1131532.468,313.2865216,358.6491136,295100,1481,1255,3397,46460.56,53528,1429,0.3543,44,0,0.25655527,0.095310907,0,0.285714286,0.714285714,0.015307624,0.435384162,0.110391522
66,36047009000,9639.494819,13,79,49,,3009153207,811287.6712,2387.534247,888589.0411,378.4185736,422.2287562,3009158022,540745.098,5328.509804,608836.6013,349.2780598,404.4194246,520800,1324,976,3224,56232.05,36925,2036,0.375,48,0.102766798,0.132168214,0.062146893,0,0.402951192,0.597048808,0.014578164,0.179900744,0.412220844
67,36047009200,7350.610609,22,57,32,,3008881616,815510.8696,2332.663043,920608.6957,370.5802539,420.1276151,3008391737,889397.9823,10873.13274,998442.3009,333.5241091,401.0597127,394300,1242,1707,5407,123692.3,38042,3546,0.455,44,0.01529052,0.164199192,0.093693037,0.016294508,0.389257695,0.594447797,0.038653597,0.219715184,0.493619382
68,36047009400,9805.425848,12,45,30,,3007547434,981407.9755,2580.849693,1085822.086,393.8690373,438.5526342,3007560409,639707.9558,7080.309735,716477.7876,282.821937,339.2073757,769900,1239,1653,5837,100100.4,40239,3614,0.4569,45,0.044041451,0.201970443,0.101257659,0.009861933,0.335963182,0.654174885,0.010107932,0.260921706,0.577694021
69,36047009600,9787.442615,27,79,49,,3007538248,881961.2591,2505.404358,1047903.148,369.5815596,439.7048792,3007521162,756498.8316,7496.547368,854421.0526,300.2552092,366.2889224,621900,1231,1987,5951,102240.9,32829,4086,0.4557,40,0,0.169918943,0.108656284,0.036393265,0.382400869,0.581205866,0.020332717,0.377247521,0.294572341
70,36047009800,9804.057488,21,88,49,,3007886988,939957.0407,2429.523256,1067593.669,404.1800897,458.8705965,3007862124,949619.403,7895.141791,1069970.149,394.4827871,448.1369185,680000,1228,1978,8178,140265.4,31961,6580,0.5048,47,0.093333333,0.080889309,0.086372361,0,0.31547619,0.68452381,0.021154316,0.190511127,0.421374419
71,36047010000,9801.733645,32,98,58,,3008202234,972440.9639,2770.66747,1054939.759,367.5043523,398.7709885,3008220760,927055.2427,7129.106796,1052417.476,339.919829,404.257285,760900,1063,1905,6312,108286.4,33229,4598,0.4303,47,0.098901099,0.100606395,0.100671141,0.016543069,0.404449515,0.579007416,0.006812421,0.162072243,0.590304183
72,36047010100,24492.04008,32,115,70,,3006707613,685940.4467,1917.734491,823791.5633,390.7818676,467.1377703,3006622062,876474.1784,8903.615023,966309.8592,391.2063845,458.9754373,637300,1182,1597,4402,36833.44,43779,1958,0.454,39,0.069958848,0.333333333,0.102769972,0,0.331564987,0.668435013,0.020218083,0.426169923,0.047478419
73,36047010200,9898.050655,14,86,40,,3008516617,957925,2510.54,1010990,406.3917876,427.4034265,3008473049,1266249.855,11162.96053,1382157.895,421.5600988,482.2939344,765100,1171,1491,5265,89447.6,42911,3570,0.3608,45,0.142076503,0.108325596,0.081091618,0,0.341642229,0.658357771,0.001899335,0.19620133,0.704083571
74,36047010400,9888.776524,20,106,61,,3035366632,1080884.211,2715.147368,1158552.674,427.2993568,456.3102872,3028314378,660026.1045,6534.004975,724737.7612,304.2316037,363.4492221,823200,1112,1762,5937,100955.7,37787,3534,0.4577,40,0,0.14893617,0.110053917,0.007308161,0.34043849,0.65225335,0.003031834,0.090281287,0.79383527
75,36047010600,9799.237058,17,65,34,,3032145607,1018730.479,2397.675063,1158171.285,463.243769,525.8050496,3029322898,676742.8226,5364.725806,742412.9032,285.5330328,338.9641995,630400,1192,1542,5747,98618.33,37531,3625,0.45,47,0,0.16797671,0.087536023,0,0.345045678,0.654954322,0.017400383,0.10683835,0.784061249
76,36047010800,9802.170924,15,60,30,,3025852530,938630.1775,2206.02071,1079686.391,458.8646186,529.7677897,3026913279,747166.6667,8295.208333,852725.1667,325.5095807,380.6087848,725000,1019,1519,4267,73198.78,32122,2829,0.4713,50,0.097142857,0.146625291,0.087570621,0.025894897,0.311500381,0.662604722,0.008671198,0.134286384,0.764471526
77,36047011000,10261.8439,11,67,42,,3055095395,716318.9189,2465.416216,790654.0541,311.725204,348.6310173,3055011733,614484.7917,5727.947917,671226.5625,246.9074523,292.5279603,635500,1299,742,2708,44373.86,40238,1801,0.4771,46,0.11023622,0.161911555,0.054183267,0,0.36036036,0.63963964,0.011447563,0.349335303,0.323116691
78,36047011200,11122.33349,24,91,54,,3056030186,856777.2277,2755.306931,910470.297,315.7856999,336.6325346,3056015030,824656.1757,11432.4527,919513.5135,211.9349718,250.3291914,550500,1094,2102,6527,98678.16,30032,4319,0.4579,43,0.016129032,0.181703867,0.085342518,0.008568548,0.232358871,0.759072581,0.04197947,0.540830397,0.1918186
79,36047011400,8483.223881,16,53,29,,3056387793,979926.7241,2889.090517,1084311.349,350.8641343,390.4068143,3056309605,2471371.901,16274.73554,2648289.256,217.4197758,260.0411095,810200,1146,1300,4500,69460.68,42402,3100,0.384,32,0.220430108,0.266666667,0.033005211,0.009369676,0.377342419,0.613287905,0.059777778,0.63,0.205555556
80,36047011600,8102.60004,13,80,49,,3056834034,1062450.479,2345.472843,1166843.45,472.1270637,518.4899724,3056876588,666144.4444,7635.777778,736355.5556,206.5735719,259.2828511,849600,1094,1352,4274,69070.23,32267,2632,0.5048,53,0,0.105642257,0.070216777,0.018699187,0.340650407,0.640650407,0.019185774,0.160739354,0.761113711
81,36047011700,47895.36946,11,62,40,,3010343334,995502.8369,2073.585106,1217918.44,527.7194879,658.2849784,3010349831,675022.7041,7518.714286,783091.8367,538.2611088,672.5939394,939400,1655,1333,2674,34189.49,72429,850,0.3981,37,0.034482759,0.709974425,0.064168086,0.016129032,0.530645161,0.453225806,0.039267016,0.749813014,0.065818998
82,36047011800,14233.3848,15,144,77,,3057752946,1013763.636,2629.8,1141372.727,408.5320365,454.9254526,3057723490,1639018.085,13479.11702,1937045.702,222.1184014,274.6681325,470500,1276,680,2128,25139.78,31447,1275,0.3912,40,0.041025641,0.057908384,0.069,0,0.267080745,0.732919255,0.044172932,0.126879699,0.621710526
83,36047011900,171108.3444,28,237,142,,3004925400,1097568.421,2543.810526,1350421.053,498.7606784,622.4889075,3006070580,1547866.397,16555.35223,1708465.478,619.9147405,723.9881093,897100,1621,772,1614,6317.216,82969,379,0.4522,34,0,0.592592593,0.071553229,0.006973501,0.422594142,0.570432357,0.040892193,0.776951673,0.065055762
