,GEOID,pickups_intract,NYPDviolation,NYPDmisdemeanor,NYPDfelony,units,CUR_FV_T_perSQFT_x,NEW_FV_T_perSQFT_x,CUR_FV_T_perSQFT_y,NEW_FV_T_perSQFT_y,Pop_Den_15,Median_Household_Income_15,Gini_Index_15,Ave_Commute_Min_15,Unemployed_rate_15,Moved_in_4years_15,Pop_Den_16,Median_Household_Income_16,Gini_Index_16,Ave_Commute_Min_16,Unemployed_rate_16,Moved_in_4years_16,Pop_Den_16DIFF,Median_Household_Income_16DIFF,Gini_Index_16DIFF,Ave_Commute_Min_16DIFF,Unemployed_rate_16DIFF,Moved_in_4years_16DIFF
377,36047043700,57650.64367,36,96,69,,206.0125078,249.6134035,268.5940624,355.3489053,94872.83,42500,0.4398,44,0.190872649,0.01626417,91494.47862,44058,0.4556,42.88586957,0.144549763,0.013940836,-3378.35138,1558,0.0158,-1.11413043,-0.046322886,-0.002323334
378,36047043800,6543.073143,15,58,38,,475.6585459,582.1726358,247.6303387,274.5738773,43678.43,40227,0.4761,41,0.110662359,0.002290951,43031.21647,46250,0.518,41.46473779,0.076923077,0.0023465,-647.21353,6023,0.0419,0.46473779,-0.033739282,5.5549E-05
379,36047043900,68325.54276,31,107,61,,175.2486709,223.0346143,258.6658042,342.4131123,53926.18,40455,0.5345,35,0.201936376,0.014376218,51538.11086,38021,0.5342,35.24412297,0.17961165,0.011170348,-2388.06914,-2434,-0.0003,0.24412297,-0.022324726,-0.00320587
380,36047044000,8447.007887,8,27,13,,436.367375,505.7085429,253.1941084,265.7894194,37818.95,47727,0.4913,39,0.103703704,0.026243094,37125.02901,51591,0.5051,39.49588477,0.103146853,0.023016997,-693.92099,3864,0.0138,0.49588477,-0.000556851,-0.003226097
381,36047044100,48658.80033,38,132,76,,227.4242587,288.9984964,259.2554176,333.0290144,112431.1,49167,0.499,38,0.120383037,0,108814.8901,52676,0.44,39.23376623,0.139994584,0,-3616.2099,3509,-0.059,1.23376623,0.019611547,0
382,36047044200,7666.940728,3,21,15,,470.0973175,510.1843383,243.9904174,271.6333522,38857.4,57366,0.5497,31,0.058823529,0,42993.87715,68095,0.5877,30.10119595,0.05560166,0,4136.47715,10729,0.038,-0.89880405,-0.003221869,0
383,36047044300,57417.92009,32,91,61,,223.837283,285.1512026,275.2317735,344.8110302,83671.96,56657,0.4185,38,0.076643441,0,84232.05886,58412,0.4298,36.16043341,0.075167377,0,560.09886,1755,0.0113,-1.83956659,-0.001476064,0
384,36047044400,7315.141822,19,27,11,,428.0109114,486.5684362,192.6795485,211.3241738,50585.36,44896,0.5422,37,0.089385475,0.004160475,50896.96931,47583,0.5805,34.77959184,0.041942605,0.003532529,311.60931,2687,0.0383,-2.22040816,-0.04744287,-0.000627946
385,36047044500,57304.33992,31,116,75,,351.0676068,416.4958626,259.7173329,322.4078991,77369.62,42894,0.4866,43,0.072881983,0.003083882,78554.40073,47255,0.4684,40.98248612,0.054034582,0.002392344,1184.78073,4361,-0.0182,-2.01751388,-0.018847401,-0.000691538
386,36047044600,7146.534487,7,11,6,,372.4497947,426.8203534,234.8531512,257.9545036,37018.67,47031,0.4763,46,0.11849711,0.001998002,39949.39011,50844,0.4867,44.569161,0.104433498,0.002781641,2930.72011,3813,0.0104,-1.430839,-0.014063612,0.000783639
387,36047044700,54833.51621,12,106,63,,339.0417712,415.9457017,227.4983946,283.1590746,40366.83,50114,0.4954,39,0.131675201,0.004477004,40985.35566,50236,0.4676,38.18985396,0.090604027,0.00400641,618.52566,122,-0.0278,-0.81014604,-0.041071174,-0.000470594
388,36047044800,9173.219398,6,36,25,,440.152449,511.0933041,207.7795638,229.149061,22767.56,52083,0.5512,36,0.089055794,0.009989485,21489.55184,55750,0.5328,35.56087551,0.077015644,0,-1278.00816,3667,-0.0184,-0.43912449,-0.01204015,-0.009989485
389,36047044900,445362.7914,74,215,120,53,452.0900376,601.3787445,278.4877646,356.8352905,4235.516,33831,0.468,38,0.138502319,0.016359918,4239.182971,28750,0.4829,38.51764706,0.128970775,0.017136218,3.666971,-5081,0.0149,0.51764706,-0.009531544,0.0007763
390,36047045000,9488.202649,5,24,12,,435.3205999,489.8459853,203.7840774,243.7018989,5697.234,29659,0.6045,32,0.018867925,0,5880.278222,45938,0.5811,36.05442177,0.023529412,0,183.044222,16279,-0.0234,4.05442177,0.004661487,0
391,36047045200,7809.932872,,20,14,,484.7579085,555.9762904,199.8515077,213.9536877,36670.77,67431,0.498,32,0.031185031,0.002336449,39464.86861,73906,0.4799,32.04864865,0.024074074,0.001821494,2794.09861,6475,-0.0181,0.04864865,-0.007110957,-0.000514955
392,36047045300,110262.3663,42,162,113,,261.782701,345.4719961,275.5815593,360.9538393,18321.72,55536,0.4485,37,0.186440678,0.010685663,18929.20309,62632,0.4628,36.93005181,0.172459016,0.008175559,607.48309,7096,0.0143,-0.06994819,-0.013981662,-0.002510104
393,36047045400,5545.636108,3,10,8,,401.9125727,467.470213,205.889334,223.5662428,37112.8,47188,0.496,34,0.086229086,0.007534984,35938.3446,42198,0.5206,35.56629834,0.097968937,0,-1174.4554,-4990,0.0246,1.56629834,0.011739851,-0.007534984
394,36047045600,8807.847548,8,28,14,,535.7744966,601.4730613,220.5536651,246.6114949,43185.01,35385,0.5834,41,0.084562439,0.00789266,42477.057,36786,0.5806,42.70567787,0.101879327,0.005273834,-707.953,1401,-0.0028,1.70567787,0.017316888,-0.002618826
395,36047045800,10300.30737,2,15,5,,778.8418005,810.8060626,207.5993866,231.277131,23837.52,60250,0.6078,43,0.072617247,0,25367.97533,68125,0.6179,41.58496732,0.048744461,0,1530.45533,7875,0.0101,-1.41503268,-0.023872786,0
396,36047046000,25965.94529,8,38,19,,393.815321,482.5864365,240.7581722,256.5574899,53208.44,45938,0.4987,36,0.089526039,0,49219.12459,45901,0.4892,37.07016191,0.068556361,0.009421265,-3989.31541,-37,-0.0095,1.07016191,-0.020969678,0.009421265
397,36047046201,16992.45109,7,51,28,,426.6392109,473.5692752,247.1707819,275.1486054,54196.52,36765,0.4919,38,0.12168344,0,54620.40153,33224,0.498,39.21412301,0.1371807,0,423.88153,-3541,0.0061,1.21412301,0.01549726,0
398,36047046202,7458.127227,4,23,12,,423.0171089,480.5384711,225.1907152,270.7104044,32039.97,56818,0.5191,33,0.040955631,0.005198488,33648.55247,50913,0.574,32.25765306,0.049303323,0.007674944,1608.58247,-5905,0.0549,-0.74234694,0.008347692,0.002476456
399,36047046400,8548.374091,6,18,13,,435.6935025,518.8729429,253.0622506,299.7862519,41510.88,43889,0.4751,38,0.051044084,0,42460.57761,52768,0.4644,33.11704835,0.05027933,0.004411765,949.69761,8879,-0.0107,-4.88295165,-0.000764754,0.004411765
400,36047046800,14487.44479,4,34,16,,421.7767785,496.548998,224.9983766,290.5245807,21022.21,34063,0.4882,30,0.078668684,0,20371.4741,42000,0.4805,31.01666667,0.068047337,0,-650.7359,7937,-0.0077,1.01666667,-0.010621347,0
401,36047047000,9191.934109,4,28,17,,415.9520687,511.7201225,268.8400284,334.0842463,39972.43,46696,0.5213,29,0.04950495,0.007681053,37265.80928,48611,0.5268,31.48404993,0.038510911,0.002358491,-2706.62072,1915,0.0055,2.48404993,-0.010994039,-0.005322562
402,36047047200,8736.358379,4,25,15,,388.0041511,499.3283386,266.1145194,312.6528699,43929.86,51159,0.4853,30,0.051391863,0,43540.16787,54263,0.472,28.88157895,0.057649667,0.002471751,-389.69213,3104,-0.0133,-1.11842105,0.006257804,0.002471751
403,36047047400,8891.651305,3,17,10,,365.1728765,458.7142953,240.2670154,293.3942164,43134.07,52125,0.5759,27,0.037511436,0.005621926,40483.28888,52599,0.6002,27.00232829,0.042281219,0.006345651,-2650.78112,474,0.0243,0.00232829,0.004769783,0.000723725
404,36047047600,10474.29754,6,21,11,,368.713682,424.6198784,256.477669,315.2725705,49480.26,45588,0.4383,27,0.094996374,0.020118648,44342.2169,34943,0.4696,27.76595745,0.102465331,0.008335729,-5138.0431,-10645,0.0313,0.76595745,0.007468957,-0.011782919
405,36047047700,45895.61066,13,79,48,,465.0016355,604.2982555,270.4619408,343.3777771,44408.16,86932,0.3842,34,0.023334461,0.001615074,43038.12401,87596,0.411,35.0872093,0.029529712,0.002217295,-1370.03599,664,0.0268,1.0872093,0.006195251,0.000602221
406,36047047800,11184.89223,30,70,47,,348.2981532,407.8439769,232.9948003,295.6741605,50577.47,31708,0.551,33,0.088010204,0.003812247,52579.49611,33144,0.5739,34.23205902,0.079883382,0.003681546,2002.02611,1436,0.0229,1.23205902,-0.008126822,-0.000130701
407,36047048000,20405.50442,32,108,63,,353.6324044,405.3416948,226.4082893,286.2603301,60897.59,30968,0.4797,37,0.097834205,0.001950948,68091.67132,30813,0.4861,34.09312022,0.089616811,0.00200451,7194.08132,-155,0.0064,-2.90687978,-0.008217394,5.3562E-05
408,36047048100,31547.82542,27,81,47,,464.0381927,570.3271266,262.5178841,345.1574441,52929.21,72717,0.4198,34,0.101541733,0,50977.74825,73799,0.4534,34.30521092,0.056928034,0,-1951.46175,1082,0.0336,0.30521092,-0.044613699,0
409,36047048200,25923.55241,24,70,39,,320.2501795,361.500281,223.5379428,273.0175141,75258.88,31992,0.4548,42,0.101617586,0.006507592,70336.89135,36270,0.4503,42.40472745,0.083262532,0.002290951,-4921.98865,4278,-0.0045,0.40472745,-0.018355054,-0.004216641
410,36047048400,19114.7705,17,73,38,,324.4154233,351.6968985,229.9514481,297.183556,76884,40724,0.4464,35,0.040653814,0.001799444,76091.63736,35426,0.4738,36.75732218,0.044472681,0.001992693,-792.36264,-5298,0.0274,1.75732218,0.003818867,0.000193249
411,36047048500,132914.1921,47,202,111,,384.3523052,449.6961025,288.8773301,361.8486632,13526.12,85924,0.3391,34,0.064264003,0.001977587,12723.64282,95921,0.3601,33.39470954,0.058902878,0,-802.47718,9997,0.021,-0.60529046,-0.005361125,-0.001977587
412,36047048600,16029.95754,27,49,33,,326.9070522,380.7726474,226.140262,288.3686174,49529.8,44489,0.4436,39,0.040645161,0,48717.84019,45045,0.4296,39.19218989,0.034458994,0,-811.95981,556,-0.014,0.19218989,-0.006186167,0
413,36047048800,13096.63238,18,32,20,,362.3412384,405.4803475,227.9772686,286.3948692,71575.68,52000,0.4297,42,0.073545554,0,74322.33722,52266,0.4217,39.38153846,0.049162011,0,2746.65722,266,-0.008,-2.61846154,-0.024383543,0
414,36047048900,20959.20956,43,129,71,,,,263.3435534,306.8113648,108250.7,19518,0.4732,41,0.2122571,0,106158.6371,18529,0.4827,41.82681564,0.222493888,0,-2092.0629,-989,0.0095,0.82681564,0.010236788,0
415,36047049000,17612.82994,24,69,40,,324.9714868,357.2753676,253.4817866,310.010938,82715.37,35642,0.561,40,0.093729373,0,83951.52971,52319,0.4947,42.20909416,0.068975904,0,1236.15971,16677,-0.0663,2.20909416,-0.024753469,0
416,36047049100,44447.1544,77,418,261,,250.4086267,308.7727081,257.6960521,314.80223,73108.17,32813,0.4494,39,0.077848549,0.003498834,78478.59374,32490,0.4562,40.16660209,0.115803365,0.00698324,5370.42374,-323,0.0068,1.16660209,0.037954816,0.003484406
417,36047049200,15107.46521,12,35,23,,361.5961209,442.3552198,237.9620125,291.0967348,56975.32,46146,0.4346,39,0.105154639,0,51586.39604,46274,0.5154,43.33020638,0.12034384,0,-5388.92396,128,0.0808,4.33020638,0.015189201,0
418,36047049300,52164.52547,73,219,120,,278.6804693,354.0157038,276.9876464,348.3611382,84035.34,30613,0.5552,35,0.108067729,0.010651372,87284.07656,31270,0.5775,35.19025656,0.115579099,0.009199632,3248.73656,657,0.0223,0.19025656,0.00751137,-0.00145174
419,36047049400,16728.45402,7,52,25,,371.5411741,419.8911535,239.5443688,310.7775007,78855.3,47397,0.491,41,0.08563135,0.003648304,83099.40347,53000,0.4703,40.29552716,0.084177436,0.003650904,4244.10347,5603,-0.0207,-0.70447284,-0.001453914,2.6E-06
420,36047049500,26919.19989,29,113,68,,461.1890249,591.4410115,218.631148,270.2566788,54205.93,73913,0.4474,32,0.056179775,0.007457122,58158.02287,87135,0.4357,31.77156177,0.079654997,0.010097493,3952.09287,13222,-0.0117,-0.22843823,0.023475222,0.002640371
421,36047049600,18546.21438,22,79,47,,366.9169329,421.0021799,248.943731,306.3524214,50186.34,57477,0.4392,48,0.078109453,0.010306622,53465.74736,64653,0.4077,46.79155673,0.067389255,0.008937198,3279.40736,7176,-0.0315,-1.20844327,-0.010720198,-0.001369424
422,36047049700,34409.27259,8,53,30,,468.2928625,603.3244154,271.8779547,341.5596239,43513.67,79934,0.5262,30,0.053057554,0,44485.51421,72344,0.5146,30.57167731,0.049625468,0,971.84421,-7590,-0.0116,0.57167731,-0.003432086,0
423,36047049800,18671.70684,11,56,26,,364.2957815,429.2209696,226.4745744,292.6785896,57478.68,67907,0.4276,43,0.063254266,0.017046712,57187.16633,71538,0.4169,44.60893855,0.05249895,0.016353047,-291.51367,3631,-0.0107,1.60893855,-0.010755316,-0.000693665
424,36047049900,37663.55232,9,31,17,,411.126437,548.7558197,230.0033965,306.3926538,31733.03,70031,0.4585,36,0.104166667,0.00652819,32430.86047,71042,0.4669,37.09206928,0.085443038,0.008736168,697.83047,1011,0.0084,1.09206928,-0.018723629,0.002207978
425,36047050000,28783.79584,8,41,23,,448.3816771,536.8137081,197.7275422,279.5902602,48065.67,78313,0.4231,44,0.052932019,0.00698324,48196.13945,76290,0.4397,42.49325236,0.047701149,0.009367017,130.46945,-2023,0.0166,-1.50674764,-0.00523087,0.002383777
426,36047050100,37574.23358,18,117,79,,644.9984758,823.3086141,638.2292298,770.0872301,44012.44,73919,0.4343,31,0.059990553,0,44651.37853,79219,0.4266,30.93023256,0.061141304,0,638.93853,5300,-0.0077,-0.06976744,0.001150751,0
427,36047050202,19056.74244,5,20,15,,604.3853153,722.0245964,264.413229,324.6171998,44923.88,73081,0.5264,43,0.020999276,0,43074.62649,95284,0.467,40.85654008,0.018731988,0,-1849.25351,22203,-0.0594,-2.14345992,-0.002267288,0
428,36047050300,26129.19896,15,63,32,,456.4862195,590.2542517,235.9883868,303.547948,50246.28,69712,0.4555,31,0.056716418,0.006244796,49770.8937,79453,0.4092,34.94224924,0.039541547,0,-475.3863,9741,-0.0463,3.94224924,-0.017174871,-0.006244796
429,36047050400,32957.63929,15,55,30,73,1420.907318,1776.796902,226.2654082,304.461271,53739.69,86771,0.4767,42,0.058882236,0.014129059,50297.41031,82935,0.481,39.74817047,0.055617353,0.016768638,-3442.27969,-3836,0.0043,-2.25182953,-0.003264883,0.002639579
430,36047050500,35323.86626,53,147,95,,189.9710097,234.3716103,272.8441335,348.5348455,65570.67,30216,0.4877,37,0.125847458,0,67206.49771,30893,0.5008,34.26493109,0.121530698,0,1635.82771,677,0.0131,-2.73506891,-0.00431676,0
431,36047050600,21808.86824,39,116,65,,322.2327019,410.809556,460.9903599,567.8071327,90272.52,48583,0.4199,44,0.090096286,0.013727561,88322.38842,47993,0.4471,43.68548387,0.083928571,0.018434845,-1950.13158,-590,0.0272,-0.31451613,-0.006167715,0.004707284
432,36047050700,43771.24602,24,94,53,,151.4648351,180.0425274,201.2646935,251.1408779,35846.2,30625,0.4729,26,0.116022099,0.003031615,37418.271,31844,0.4387,27.04251386,0.139470014,0.002904564,1572.071,1219,-0.0342,1.04251386,0.023447915,-0.000127051
433,36047050801,10361.68153,37,159,98,,251.6416011,310.7281507,394.8886038,493.4209585,130691.1,40417,0.4318,44,0.154153709,0.004327902,140357.2237,45455,0.4108,40.20691461,0.082543978,0.004026528,9666.1237,5038,-0.021,-3.79308539,-0.071609731,-0.000301374
434,36047050803,7428.098637,31,104,58,,248.6071982,318.117615,444.666299,588.7058583,97483.59,38807,0.3924,39,0.131868132,0.003325416,107966.1917,41463,0.4213,38.5353095,0.091979397,0.003436426,10482.6017,2656,0.0289,-0.4646905,-0.039888735,0.00011101
435,36047050804,13651.96538,37,113,75,,330.7383622,430.7499846,495.0029226,655.0474992,145246.1,50440,0.3798,41,0.098610369,0,154339.7,50265,0.4103,42.68071313,0.079100749,0,9093.6,-175,0.0305,1.68071313,-0.01950962,0
436,36047050900,9892.886805,12,53,36,,293.7672742,348.6223157,184.7978584,187.0413835,74965.16,32762,0.5923,26,0.038167939,0.002774275,81979.45008,31650,0.5013,23.41435185,0.033229491,0.002564103,7014.29008,-1112,-0.091,-2.58564815,-0.004938448,-0.000210172
437,36047051001,10189.7628,37,101,58,,157.1487991,199.4904746,219.71239,294.1690837,143869.5,44332,0.411,45,0.13358209,0,151409.7092,49896,0.4158,49.71300448,0.136599852,0,7540.2092,5564,0.0048,4.71300448,0.003017762,0
438,36047051002,14179.30902,26,68,35,,382.3546903,492.735254,303.0980949,380.7973196,121627.9,45982,0.3924,49,0.123049002,0.007159905,117104.3805,50484,0.4393,49.31212382,0.104972376,0.008675893,-4523.5195,4502,0.0469,0.31212382,-0.018076626,0.001515988
439,36047051100,33156.45599,50,134,88,,306.460964,386.2823238,274.1604996,353.4352974,61864.95,31047,0.5304,41,0.08356676,0.002117522,63363.52141,33953,0.5329,41.94274029,0.111256545,0.001547189,1498.57141,2906,0.0025,0.94274029,0.027689785,-0.000570333
440,36047051200,18525.25806,39,120,68,,394.0344689,492.168311,253.5618216,331.1505505,113000.2,36661,0.4838,48,0.091545012,0,106630.8818,40180,0.4947,46.95568401,0.098582677,0,-6369.3182,3519,0.0109,-1.04431599,0.007037665,0
441,36047051300,179365.4165,37,168,99,,404.4088263,526.3954106,258.6905291,316.8283289,44523.58,66951,0.413,34,0.050154799,0,47499.80872,67852,0.4486,32.1958019,0.029807968,0,2976.22872,901,0.0356,-1.8041981,-0.020346831,0
442,36047051400,23981.8549,46,126,80,,323.1167059,398.3659304,262.9690943,346.9268257,103853,45685,0.4401,40,0.108977436,0.00598717,110375.0644,45453,0.4531,39.17416951,0.092866083,0.005680281,6522.0644,-232,0.013,-0.82583049,-0.016111353,-0.000306889
443,36047051500,160293.1066,14,63,43,,329.1691345,432.6292254,242.796603,308.2961564,18969.64,96146,0.4732,36,0.034280118,0,22563.748,112450,0.3725,38.01699717,0.018623482,0,3594.108,16304,-0.1007,2.01699717,-0.015656636,0
444,36047051601,15368.15677,46,118,69,,275.3000486,350.0086172,249.7056098,299.2193863,115747.4,34241,0.3897,43,0.100789771,0,123492.184,42220,0.3689,42.17231523,0.072195483,0.001635769,7744.784,7979,-0.0208,-0.82768477,-0.028594288,0.001635769
445,36047051602,12053.31945,26,113,77,,232.878402,283.2147311,253.5221796,327.6250042,108677.4,38813,0.4003,44,0.088251517,0.014430786,121283.8571,49321,0.3938,43.58629131,0.100254453,0.014430014,12606.4571,10508,-0.0065,-0.41370869,0.012002936,-7.72E-07
446,36047051700,161432.5036,16,69,44,33,545.6780008,597.2814763,228.042492,305.4440101,27618.5,100814,0.474,30,0.049201278,0.005592272,29125.21806,93188,0.4845,30.09725017,0.039384615,0.004766444,1506.71806,-7626,0.0105,0.09725017,-0.009816663,-0.000825828
447,36047051800,26663.43525,12,55,30,,412.9530877,477.8298681,348.1419821,428.0033015,44780.5,69856,0.4767,42,0.093623482,0.008954362,41538.70851,60598,0.5044,43.17380353,0.064205457,0,-3241.79149,-9258,0.0277,1.17380353,-0.029418025,-0.008954362
448,36047051900,235758.7324,33,135,73,,411.2511619,483.3513934,246.229009,297.2369975,40691,87087,0.4464,32,0.052772013,0.004017963,45357.35052,92174,0.4399,30.10333863,0.055949782,0.007461096,4666.35052,5087,-0.0065,-1.89666137,0.003177769,0.003443133
449,36047052000,25238.57856,29,88,54,,394.4153013,510.3493085,286.4714744,354.7597675,62054.68,47130,0.5165,42,0.08707483,0.022424512,63006.02564,55932,0.5005,41.69642857,0.095111111,0.011842105,951.34564,8802,-0.016,-0.30357143,0.008036281,-0.010582407
450,36047052300,100587.0281,44,147,77,,315.8757972,389.610281,243.2937277,283.7754658,103348,43076,0.481,33,0.043110982,0,100941.9996,42325,0.4955,32.99053513,0.045383412,0,-2406.0004,-751,0.0145,-0.00946487,0.00227243,0
451,36047052500,86355.12365,52,152,95,82,248.448128,298.8905973,249.8656939,295.76893,68945.72,20993,0.5879,28,0.038367347,0.0021565,70061.08203,27083,0.605,28.76569038,0.044461191,0.002063679,1115.36203,6090,0.0171,0.76569038,0.006093844,-9.2821E-05
452,36047052600,22425.02289,25,90,53,,366.0472452,474.0404158,243.4111044,312.133083,72072.42,60159,0.436,44,0.080297398,0.005157963,68615.6394,59646,0.4599,45.08139535,0.075944334,0.007010403,-3456.7806,-513,0.0239,1.08139535,-0.004353064,0.00185244
453,36047052700,131955.2951,47,190,113,,366.7720114,430.2974549,243.4488787,281.9874624,91107.77,32022,0.5137,32,0.141205615,0.005613716,88634.74675,38968,0.4867,33.09947644,0.118530885,0,-2473.02325,6946,-0.027,1.09947644,-0.02267473,-0.005613716
454,36047052800,23251.66581,12,34,24,,367.7320285,465.3987402,221.4052268,251.5980688,27183.69,88068,0.4869,48,0.03440367,0,27965.42753,96250,0.4975,49.0864799,0.017660044,0,781.73753,8182,0.0106,1.0864799,-0.016743626,0
455,36047052900,12204.18344,15,67,40,,281.365745,336.9791805,218.1079051,227.491103,59147.43,31962,0.4809,22,0.038626609,0,62227.71487,31493,0.5081,20.76451349,0.028051554,0,3080.28487,-469,0.0272,-1.23548651,-0.010575055,0
456,36047053000,9952.674048,18,54,37,,340.0053272,389.1628139,211.1526966,236.8452348,54103.22,37273,0.5143,38,0.102549247,0.012318029,56465.28483,40959,0.4985,36.22990915,0.087112172,0.010986066,2362.06483,3686,-0.0158,-1.77009085,-0.015437075,-0.001331963
457,36047053100,40496.25553,20,59,36,,242.7948175,290.5124764,190.9619286,215.0510856,143056.4,33945,0.6168,23,0.01642984,0.01682155,143521.3013,34432,0.6086,22.88171536,0.012942192,0.019110534,464.9013,487,-0.0082,-0.11828464,-0.003487648,0.002288984
458,36047053200,9999.382861,12,39,26,,330.6184961,379.1321225,228.3142689,240.129461,37726.64,49395,0.5328,43,0.12594697,0,39851.45541,62083,0.5238,43.4487666,0.158371041,0,2124.81541,12688,-0.009,0.4487666,0.032424071,0
459,36047053300,13519.24728,9,28,20,,290.2647447,296.236964,220.4716599,216.5449047,92281.45,20931,0.5866,21,0.004776119,0.009672387,91158.83216,21796,0.5851,22.42367601,0.006841505,0.009482357,-1122.61784,865,-0.0015,1.42367601,0.002065386,-0.00019003
460,36047053400,9937.891884,18,59,31,,333.5814923,385.7242734,229.203759,243.8300667,63143.84,31004,0.5526,34,0.12555205,0.006047412,62919.76856,25833,0.5655,33.88979592,0.171341463,0.006063546,-224.07144,-5171,0.0129,-0.11020408,0.045789413,1.6134E-05
461,36047053500,9051.19709,6,40,26,,269.8443779,298.1114245,245.0533698,244.6460718,86385.52,20044,0.4397,19,0.050757576,0,81173.63214,21286,0.4048,19.07906559,0.039808917,0,-5211.88786,1242,-0.0349,0.07906559,-0.010948659,0
462,36047053700,11683.27529,6,42,27,,226.8513352,235.9764882,224.3941428,252.1654179,52461.41,26346,0.4088,21,0.015258216,0.005789153,54734.93875,28550,0.4037,20.20592021,0.041567696,0.008774495,2273.52875,2204,-0.0051,-0.79407979,0.02630948,0.002985342
463,36047053800,9426.020352,14,63,38,,373.5063998,398.9294242,237.0116911,238.6657475,67170.76,27192,0.4903,37,0.088613626,0,68367.70752,31181,0.4828,37.21424469,0.103464419,0,1196.94752,3989,-0.0075,0.21424469,0.014850793,0
464,36047053900,7070.379736,1,6,5,,181.2903079,187.99764,200.4916737,192.8114352,67394.52,19602,0.5221,25,0.086549708,0,65912.7542,19803,0.5259,26.64900662,0.077185017,0,-1481.7658,201,0.0038,1.64900662,-0.009364691,0
465,36047054200,10842.89554,17,90,55,,341.1764449,383.662991,214.261259,245.9242793,64609.71,39468,0.5021,38,0.109738013,0.011019879,62186.32837,47310,0.5137,38.23512586,0.086449733,0.013282305,-2423.38163,7842,0.0116,0.23512586,-0.02328828,0.002262426
466,36047054300,64470.60416,6,84,51,,,,302.7135815,384.8865244,940.6829,92500,0.3787,39,0.103225806,0,864.3447124,119250,0.377,35.66350711,0.094405594,0,-76.3381876,26750,-0.0017,-3.33649289,-0.008820212,0
467,36047054400,10890.68982,1,39,29,,349.6626819,397.960232,256.9530707,268.2393891,39775.93,44453,0.5754,32,0.064848931,0,41834.24104,45333,0.5852,33.60492846,0.081779053,0,2058.31104,880,0.0098,1.60492846,0.016930122,0
468,36047054500,11702.09286,39,95,57,,,,275.0521238,279.9697398,110679.7,16638,0.6403,27,0.089465326,0,124620.7862,18129,0.6444,26.58176944,0.080038113,0,13941.0862,1491,0.0041,-0.41823056,-0.009427213,0
469,36047054600,10352.29426,10,48,35,,409.2245862,435.1088124,213.5458222,239.2045235,63894.22,31868,0.5815,40,0.087807326,0,63492.81714,37625,0.5538,37.26618705,0.096774194,0,-401.40286,5757,-0.0277,-2.73381295,0.008966868,0
470,36047054700,116241.7232,34,97,60,216,318.3857446,392.8903109,240.4298641,284.3519957,77975.19,39773,0.5019,34,0.066754502,0.010086746,79528.2358,41420,0.5093,33.85486361,0.028388278,0.00395335,1553.0458,1647,0.0074,-0.14513639,-0.038366224,-0.006133396
471,36047054800,8429.166841,,16,13,,472.0309765,511.9843555,188.2827668,211.8345001,32789.77,58906,0.5489,39,0.074152542,0,32415.96792,60761,0.5415,41.79667519,0.065789474,0,-373.80208,1855,-0.0074,2.79667519,-0.008363068,0
472,36047054900,133919.1379,25,82,55,75,347.9649508,445.4792669,233.4238996,279.3570775,46193.37,68043,0.5478,31,0.062734082,0,47879.16409,90625,0.5166,32.30010384,0.06686799,0,1685.79409,22582,-0.0312,1.30010384,0.004133908,0
473,36047055000,8751.982781,10,44,29,,446.4872061,506.0824176,216.6882676,242.1634355,53927.48,42993,0.4703,43,0.053333333,0.04630137,52400.68299,56023,0.4443,50.54692775,0.047393365,0.046446558,-1526.79701,13030,-0.026,7.54692775,-0.005939968,0.000145188
474,36047055100,159970.7629,38,132,92,,433.0634054,535.0570131,249.1968174,302.9208903,68645.54,63613,0.4499,33,0.107004394,0,65536.47341,72601,0.4448,34.84896382,0.125678378,0,-3109.06659,8988,-0.0051,1.84896382,0.018673984,0
475,36047055200,8159.219344,26,116,87,,349.4399183,399.7515001,229.8605437,244.8868992,49105.52,41850,0.4785,46,0.102515723,0.008274984,47854.32661,40152,0.5103,45.20235467,0.100628931,0,-1251.19339,-1698,0.0318,-0.79764533,-0.001886792,-0.008274984
476,36047055300,134642.3881,34,175,114,88,423.8156893,489.33183,234.9364138,289.6689596,48047.45,80909,0.4346,34,0.048098946,0.003150158,47119.3183,96806,0.4507,32.13791114,0.025886865,0.002145923,-928.1317,15897,0.0161,-1.86208886,-0.022212081,-0.001004235
477,36047055400,10783.25039,28,124,79,,319.6528128,381.1946284,227.5614154,242.9366052,61620.85,51830,0.4144,37,0.090659341,0.019429725,62462.24805,51463,0.4297,39.19091967,0.095037453,0.018929016,841.39805,-367,0.0153,2.19091967,0.004378112,-0.000500709
478,36047055500,223679.7072,40,167,103,761,384.0553911,471.103209,229.5172019,276.1485282,51249.65,108190,0.4677,37,0.042234697,0.006126482,55010.73189,125203,0.4785,37.52238388,0.038414485,0.007146784,3761.08189,17013,0.0108,0.52238388,-0.003820212,0.001020302
479,36047055600,12305.56526,9,33,23,,393.5645083,426.8472759,214.4679725,240.4513832,48140.24,50066,0.4291,37,0.093340611,0,49038.43248,56250,0.4367,41.46975089,0.071638285,0.002787068,898.19248,6184,0.0076,4.46975089,-0.021702326,0.002787068
480,36047055700,241921.498,16,95,59,,733.0702378,811.3422884,241.6495719,301.6309528,21857.21,92222,0.5954,35,0.066441441,0.008959044,23434.15902,87292,0.58,36.55075188,0.05749597,0.007667474,1576.94902,-4930,-0.0154,1.55075188,-0.008945471,-0.00129157
