,GEOID,pickups_intract,NYPDviolation,NYPDmisdemeanor,NYPDfelony,units,CUR_FV_T_perSQFT_x,NEW_FV_T_perSQFT_x,CUR_FV_T_perSQFT_y,NEW_FV_T_perSQFT_y,Pop_Den_15,Median_Household_Income_15,Gini_Index_15,Ave_Commute_Min_15,Unemployed_rate_15,Moved_in_4years_15,Pop_Den_16,Median_Household_Income_16,Gini_Index_16,Ave_Commute_Min_16,Unemployed_rate_16,Moved_in_4years_16,Pop_Den_16DIFF,Median_Household_Income_16DIFF,Gini_Index_16DIFF,Ave_Commute_Min_16DIFF,Unemployed_rate_16DIFF,Moved_in_4years_16DIFF
187,36047023400,8583.805854,4,30,16,,299.6978544,348.8479022,189.714935,240.0008495,78744.74,24978,0.5272,28,0.023994354,0.004861252,75617.5261,26045,0.5137,24.7,0.029016277,0.004464286,-3127.2139,1067,-0.0135,-3.3,0.005021923,-0.000396966
188,36047023500,48826.70492,32,125,83,,232.4117818,290.9178167,307.6911694,354.644786,73451.35,45406,0.5247,35,0.065987124,0.008969759,74311.18227,40032,0.589,32.59726962,0.071551231,0.006387328,859.83227,-5374,0.0643,-2.40273038,0.005564107,-0.002582431
189,36047023600,8587.152889,2,17,10,,305.3318868,364.659976,215.0052821,269.6515492,86809.7,24240,0.4581,26,0.054168879,0.00147656,84888.39174,24886,0.4575,26.60786974,0.052507375,0.003209364,-1921.30826,646,-0.0006,0.60786974,-0.001661504,0.001732804
190,36047023800,8588.79985,12,23,10,,326.8315066,395.7672444,215.9163012,270.1069615,63147.38,29050,0.5926,37,0.041809459,0.007490637,61638.06755,27871,0.5579,34.69924812,0.053229241,0.002312436,-1509.31245,-1179,-0.0347,-2.30075188,0.011419782,-0.005178201
191,36047024000,8582.106794,8,29,19,,328.3525921,385.8549471,255.3497594,316.4508811,68216.6,26823,0.4984,25,0.106809079,0.001607348,65760.13297,29844,0.4846,23.5315534,0.07585247,0.001433349,-2456.46703,3021,-0.0138,-1.4684466,-0.030956609,-0.000173999
192,36047024100,45171.29516,33,182,115,,265.3241517,321.0113172,277.1407798,351.4614138,34132.68,60815,0.4421,36,0.057211926,0.009381663,38975.93154,58438,0.4597,37.21132075,0.062295082,0,4843.25154,-2377,0.0176,1.21132075,0.005083156,-0.009381663
193,36047024200,9679.049872,13,69,43,,364.5013122,414.0929581,220.7884068,278.7181433,41287.64,38333,0.4871,35,0.049632353,0,40408.32019,52750,0.4866,32.54358974,0.046491228,0,-879.31981,14417,-0.0005,-2.45641026,-0.003141125,0
194,36047024300,38687.63789,26,82,57,,282.1721848,336.8155012,264.0609584,332.7288232,71701.27,54505,0.4681,41,0.075320513,0.006369427,69939.35764,53702,0.4841,40.25012025,0.106576862,0.011642008,-1761.91236,-803,0.016,-0.74987975,0.031256349,0.005272581
195,36047024400,7850.420038,9,33,23,,364.8166642,428.8472785,253.7956714,318.8772277,62665.57,48611,0.4908,36,0.070138889,0.003819918,63082.56507,48188,0.5069,37.47126437,0.068134893,0.001626898,416.99507,-423,0.0161,1.47126437,-0.002003996,-0.00219302
196,36047024500,41821.64799,40,106,64,,274.4260262,342.2628836,314.8901892,387.0376256,59840.96,51605,0.4367,42,0.2052383,0.002360965,65553.40032,57738,0.4233,41.59819639,0.170463472,0.002408478,5712.44032,6133,-0.0134,-0.40180361,-0.034774828,4.7513E-05
197,36047024600,8740.201568,14,55,37,,403.3057385,461.7895438,231.1492255,288.7494638,47865.64,45417,0.4736,37,0.082517483,0.003496503,46187.71984,46523,0.4799,36.92874693,0.105226481,0.003627968,-1677.92016,1106,0.0063,-0.07125307,0.022708998,0.000131465
198,36047024700,42285.15573,27,186,122,,273.8522962,350.4984241,275.0213573,322.8082297,29913.95,42308,0.4865,37,0.123686338,0,32629.52375,45394,0.4689,36.89260563,0.091715976,0,2715.57375,3086,-0.0176,-0.10739437,-0.031970362,0
199,36047024800,7823.435236,16,54,37,,432.5670431,478.3905455,236.3142856,285.6332072,44964.2,46310,0.4508,40,0.05375603,0,44846.49345,52083,0.4364,40.54216867,0.036985345,0.007414897,-117.70655,5773,-0.0144,0.54216867,-0.016770685,0.007414897
200,36047024900,42233.7246,48,153,83,,252.2646365,333.953406,306.1816005,371.0650191,61069.83,48315,0.4606,42,0.11323764,0.01711553,64682.06674,56786,0.4583,41.97603574,0.09467667,0.007380952,3612.23674,8471,-0.0023,-0.02396426,-0.01856097,-0.009734578
201,36047025000,7711.43766,11,56,35,,420.6323708,444.5465886,221.3624843,277.4479653,22794.09,46190,0.5619,52,0.096695226,0,20137.02011,47000,0.5599,42.98141892,0.078374456,0,-2657.06989,810,-0.002,-9.01858108,-0.01832077,0
202,36047025100,34712.32745,43,152,89,,274.0240033,344.6433444,273.3416523,347.2327894,65867.6,27125,0.5961,42,0.232835821,0,64951.2116,34894,0.5546,43.44015444,0.210557185,0,-916.3884,7769,-0.0415,1.44015444,-0.022278636,0
203,36047025200,8056.611787,12,63,39,,390.4212146,452.1625595,214.2755987,272.743991,76253.02,42302,0.4379,42,0.088,0,76210.15555,42367,0.4412,43.88399072,0.088467615,0,-42.86445,65,0.0033,1.88399072,0.000467615,0
204,36047025300,40564.50237,18,93,57,554,233.7148318,281.4398454,229.6066756,297.1421657,40649.61,43491,0.5062,40,0.113402062,0,44986.6298,47935,0.4997,37.03539823,0.109908884,0,4337.0198,4444,-0.0065,-2.96460177,-0.003493178,0
205,36047025400,7799.751703,6,29,14,,408.1109771,462.0122766,209.7645768,275.3948675,62811.92,48261,0.4244,44,0.105162524,0,64154.9348,46016,0.4918,41.38407367,0.095954845,0,1343.0148,-2245,0.0674,-2.61592633,-0.009207679,0
206,36047025500,34749.3489,39,156,95,,,,283.9789022,375.83068,98454.48,22500,0.4265,42,0.180783242,0.006376812,104862.4276,21653,0.4298,41.62633652,0.18146883,0.011460797,6407.9476,-847,0.0033,-0.37366348,0.000685588,0.005083985
207,36047025600,7701.276892,12,46,26,,443.8856636,485.9631101,189.5483935,246.1908288,47755.42,53036,0.4881,48,0.07330195,0,47321.96043,47386,0.504,49.09906676,0.09073107,0,-433.45957,-5650,0.0159,1.09906676,0.01742912,0
208,36047025700,45397.95331,34,123,76,,295.2317505,343.5789922,244.3041029,323.9271876,31130.76,51310,0.4982,39,0.1676783,0.005090236,34920.22245,55536,0.4828,36.8815331,0.159675237,0.004115226,3789.46245,4226,-0.0154,-2.1184669,-0.008003063,-0.00097501
209,36047025800,7565.392772,12,48,26,,379.1941654,411.840953,228.2404753,270.7248769,64284.87,37917,0.484,39,0.11490837,0.008695652,64543.53238,37008,0.4698,40.15677492,0.085498347,0.014709371,258.66238,-909,-0.0142,1.15677492,-0.029410023,0.006013719
210,36047025901,20111.51675,16,48,35,,245.6978638,306.138118,237.6458712,308.4786022,61782.43,41289,0.5104,39,0.157077626,0.008629989,63945.14081,46528,0.4925,39.42534909,0.152882206,0.008281573,2162.71081,5239,-0.0179,0.42534909,-0.00419542,-0.000348416
211,36047025902,14937.19653,44,142,90,,,,295.0940612,398.3769827,162412.1,16140,0.4863,47,0.482128013,0.005887075,162368.6139,16406,0.4624,48.19767442,0.373644704,0.012847966,-43.4861,266,-0.0239,1.19767442,-0.108483309,0.006960891
212,36047026000,7238.389394,17,34,21,,383.6385062,435.3441029,215.5619616,249.3825528,58633.14,50123,0.388,43,0.105695509,0.010887316,54514.34517,51719,0.3936,42.4273725,0.097070649,0.01170275,-4118.79483,1596,0.0056,-0.5726275,-0.00862486,0.000815434
213,36047026100,49984.19617,62,128,89,70,238.9385844,287.3642196,242.2138937,307.941074,64769.83,38859,0.4951,38,0.067357513,0.023396531,59626.68784,45228,0.4782,40.58248779,0.059851181,0.01686747,-5143.14216,6369,-0.0169,2.58248779,-0.007506332,-0.006529061
214,36047026200,7015.92687,5,42,26,,449.9993779,487.0876568,237.9583938,253.2212116,39737.68,57121,0.468,44,0.147461724,0,39442.35791,57879,0.4752,44.57837838,0.138912134,0.002115954,-295.32209,758,0.0072,0.57837838,-0.00854959,0.002115954
215,36047026300,29979.10841,44,124,69,,257.6549686,321.0187725,287.703134,356.8156133,43352.7,39861,0.4856,41,0.111003861,0.014646465,40386.00358,39150,0.5212,43.71145374,0.112338858,0.016216216,-2966.69642,-711,0.0356,2.71145374,0.001334997,0.001569751
216,36047026400,8420.191397,20,61,39,,382.3484841,437.6178515,210.5165246,227.453073,67615.78,47336,0.4613,54,0.053877551,0.010137875,64840.61124,44262,0.4695,52.37318041,0.052715655,0.01505194,-2775.16876,-3074,0.0082,-1.62681959,-0.001161896,0.004914065
217,36047026500,40005.98912,34,109,59,,262.7914112,334.8995879,275.0258561,348.0407298,57736.31,51050,0.6142,43,0.120671563,0.006560183,58320.4906,52295,0.6147,45.16252955,0.132137801,0.007849734,584.1806,1245,0.0005,2.16252955,0.011466238,0.001289551
218,36047026600,7373.171949,13,35,25,,395.9014397,454.0724508,229.195692,270.807736,53361.9,50580,0.4503,48,0.121921182,0.017804154,56312.57133,49068,0.4366,47.84113382,0.108,0.021016757,2950.67133,-1512,-0.0137,-0.15886618,-0.013921182,0.003212603
219,36047026700,39994.38551,30,57,39,,254.7180992,337.2111326,303.7736094,369.2692157,57314.7,41458,0.5442,41,0.129063098,0.004020678,63255.55757,43068,0.5398,44.26738883,0.13909942,0.002601457,5940.85757,1610,-0.0044,3.26738883,0.010036322,-0.001419221
220,36047026800,7954.144893,8,37,22,,375.8854953,429.0723667,209.6194076,222.2655841,53400.32,44548,0.4379,46,0.09881014,0.004657534,53067.47517,55553,0.4314,46.09705882,0.090770015,0.003864201,-332.84483,11005,-0.0065,0.09705882,-0.008040125,-0.000793333
221,36047026900,33573.82739,28,169,101,,265.9068428,334.0004971,295.8469934,326.3181044,51917.32,48841,0.4769,42,0.135152697,0,57602.12505,48990,0.5153,41.23559078,0.123568415,0.006738544,5684.80505,149,0.0384,-0.76440922,-0.011584282,0.006738544
222,36047027000,5955.397378,5,27,16,,408.0023433,447.9626267,225.8363905,235.8028427,49073.38,50490,0.4464,50,0.081666667,0.002371542,46773.36276,51786,0.4608,53.11713456,0.068551842,0.004966887,-2300.01724,1296,0.0144,3.11713456,-0.013114825,0.002595345
223,36047027100,60774.06262,42,113,67,,258.9214574,324.1890342,294.3762724,325.6338422,24750.21,37104,0.4512,42,0.106810036,0.006397441,26293.39047,41726,0.5393,41.49710505,0.083623693,0.00647619,1543.18047,4622,0.0881,-0.50289495,-0.023186343,7.8749E-05
224,36047027200,5873.213324,10,30,16,,427.0482726,472.8212173,205.0352378,210.8354125,72360.59,50982,0.4461,46,0.094645754,0.022425249,72203.80193,50833,0.4449,47.79508688,0.076718167,0.026869806,-156.78807,-149,-0.0012,1.79508688,-0.017927587,0.004444557
225,36047027300,33844.61459,38,129,78,,256.6070077,340.9927302,304.6475533,372.8323529,45830.85,34297,0.5424,38,0.096334186,0,50086.94193,37917,0.5487,38.37897527,0.055257099,0,4256.09193,3620,0.0063,0.37897527,-0.041077087,0
226,36047027400,7260.653584,5,16,12,,413.3179291,468.9238978,228.0276293,238.3778707,48988.55,42266,0.5094,51,0.061940299,0.004582651,48893.42324,44602,0.5138,52.81927711,0.059309309,0.004572175,-95.12676,2336,0.0044,1.81927711,-0.00263099,-1.0476E-05
227,36047027500,36643.0973,40,118,75,,268.6604441,347.410898,274.044686,336.6013441,69448.59,55990,0.5023,42,0.166245791,0.012337058,71909.48839,60875,0.5102,42.68153527,0.145440252,0.008510638,2460.89839,4885,0.0079,0.68153527,-0.020805539,-0.00382642
228,36047027600,6639.743499,10,60,34,,366.325853,401.7090809,222.679357,254.9998684,74979.91,46194,0.5053,47,0.099459946,0.003272557,71633.9817,51940,0.5079,47.08312716,0.089539749,0,-3345.9283,5746,0.0026,0.08312716,-0.009920197,-0.003272557
229,36047027700,36649.49849,49,174,103,,250.7941582,328.683805,395.8191365,505.1886985,79485.22,37875,0.5167,44,0.220919325,0.005678361,77200.52121,40269,0.4995,46.48310388,0.177342256,0.006869276,-2284.69879,2394,-0.0172,2.48310388,-0.043577069,0.001190915
230,36047027800,7132.045098,12,96,62,,371.6055122,379.3286442,211.1450801,240.0291936,55165.88,47917,0.4658,46,0.181978799,0,55859.89145,51739,0.4445,47.49073388,0.162817552,0,694.01145,3822,-0.0213,1.49073388,-0.019161247,0
231,36047027900,36607.57877,38,107,68,,253.7374119,312.3037918,409.5071292,535.9409211,62604.76,57869,0.4301,47,0.127740705,0.008942259,64892.05582,58690,0.4413,44.12280702,0.109022556,0.008422096,2287.29582,821,0.0112,-2.87719298,-0.018718149,-0.000520163
232,36047028000,4564.616592,9,39,24,,352.4322102,372.8950271,220.4085865,249.9914549,29983.9,56974,0.4729,52,0.135504202,0,29558.09303,58657,0.4512,53.13570487,0.133187773,0.008469449,-425.80697,1683,-0.0217,1.13570487,-0.002316429,0.008469449
233,36047028100,36611.19001,44,163,106,,229.8842091,278.1793161,371.8462219,480.8488657,78081.25,25082,0.5362,46,0.192546584,0.023241206,76737.77882,27101,0.5458,43.58164482,0.177068215,0.010178117,-1343.47118,2019,0.0096,-2.41835518,-0.015478369,-0.013063089
234,36047028200,5586.876045,8,97,65,,364.5255156,390.8740036,235.1925236,259.8414222,46207.84,41974,0.4784,54,0.089121082,0.008390305,46479.98614,58750,0.4761,52.86136662,0.091334895,0.008964451,272.14614,16776,-0.0023,-1.13863338,0.002213813,0.000574146
235,36047028300,27553.93239,52,153,94,,233.0330592,279.6088039,381.6127274,494.034071,88191.69,32917,0.4978,42,0.22528363,0.015313563,88021.6796,33351,0.4946,42.85857909,0.202511774,0.007061115,-170.0104,434,-0.0032,0.85857909,-0.022771856,-0.008252448
236,36047028400,7300.158393,16,73,51,,337.4902484,373.7109566,214.9090773,220.0178007,57742.05,51849,0.4242,48,0.138314785,0.003362286,59271.5372,55743,0.4144,48.11536089,0.07177814,0.004924761,1529.4872,3894,-0.0098,0.11536089,-0.066536645,0.001562475
237,36047028501,19044.15039,15,94,62,,186.0975729,239.71573,621.7376017,826.6776939,9116.499,84861,0.3762,42,0.108597285,0,13441.39092,92308,0.3209,43.26923077,0.033222591,0,4324.89192,7447,-0.0553,1.26923077,-0.075374694,0
238,36047028502,27100.40774,48,150,91,,,,287.791146,371.2457396,56739.04,15135,0.472,50,0.284414107,0,59396.65445,16727,0.44,61.74174174,0.265503876,0,2657.61445,1592,-0.032,11.74174174,-0.018910231,0
239,36047028600,5718.995984,23,82,47,,351.1840157,402.0792983,224.0240474,252.7330323,68260.18,43828,0.4965,53,0.042437923,0.00729927,67590.96462,41658,0.4294,54.09455587,0.057212714,0.010705702,-669.21538,-2170,-0.0671,1.09455587,0.014774791,0.003406432
240,36047028700,33699.06457,40,196,101,,259.0054738,317.2941851,480.5991958,631.8240967,48200.53,30755,0.5332,39,0.120830245,0,46671.45961,29101,0.6342,42.53068933,0.15459298,0,-1529.07039,-1654,0.101,3.53068933,0.033762735,0
241,36047028800,6791.417801,13,63,36,,397.3032016,433.7756205,220.3878087,232.2422223,59237.79,41786,0.4701,44,0.056090652,0,60678.4793,48857,0.4606,42.04948076,0.040130152,0,1440.6893,7071,-0.0095,-1.95051924,-0.0159605,0
242,36047028900,37410.80738,28,130,77,,264.5882759,335.5085091,454.9769071,587.6328095,53341.79,39570,0.4706,45,0.257541899,0.014997001,55720.88258,43030,0.4539,42.85963687,0.181418362,0.009176943,2379.09258,3460,-0.0167,-2.14036313,-0.076123537,-0.005820058
243,36047029000,6875.981483,35,111,72,,343.6819778,394.2325988,248.7430913,253.4955034,67247.41,45179,0.4271,51,0.096374046,0.002261307,66761.93244,52163,0.4365,50.80362041,0.077636719,0.008422665,-485.47756,6984,0.0094,-0.19637959,-0.018737327,0.006161358
244,36047029100,37222.99404,45,92,57,,249.4884359,311.018436,508.4538118,674.3091965,44722.77,35521,0.5156,49,0.207883026,0,45761.00648,42886,0.5046,51.70722714,0.155142359,0,1038.23648,7365,-0.011,2.70722714,-0.052740667,0
245,36047029200,6726.67931,16,45,24,,333.2837978,370.9116522,217.7809613,232.9735628,33031.58,42740,0.4898,50,0.093311313,0.008547009,36594.82953,45869,0.4919,51.90194421,0.095305832,0.016316171,3563.24953,3129,0.0021,1.90194421,0.001994519,0.007769162
246,36047029300,37181.47153,32,99,62,,270.4409895,336.6193234,325.5352975,423.2980747,53954.14,30479,0.5106,40,0.201145767,0.034514356,53843.90691,34327,0.5018,41.0845987,0.195135747,0.025903614,-110.23309,3848,-0.0088,1.0845987,-0.00601002,-0.008610742
247,36047029400,8346.798609,8,137,65,,337.3944764,388.0027567,254.1738617,269.8044065,34110.89,53625,0.4113,47,0.113984674,0.006436042,33713.45205,54706,0.4028,50.05300353,0.11741683,0.006916192,-397.43795,1081,-0.0085,3.05300353,0.003432156,0.00048015
248,36047029500,37209.37868,26,81,53,,256.1796335,326.6094757,267.5035364,333.3049384,59845.46,54276,0.4816,40,0.060240964,0,60742.43018,53523,0.4835,39.70878578,0.046511628,0,896.97018,-753,0.0019,-0.29121422,-0.013729336,0
249,36047029600,9515.839678,21,97,62,,336.839186,382.4489866,251.2626112,251.1796384,69080.05,44875,0.4918,44,0.093612335,0,65862.52854,52857,0.4965,43.21111111,0.071649884,0,-3217.52146,7982,0.0047,-0.78888889,-0.021962451,0
250,36047029700,47714.86475,31,149,77,,294.7683867,372.2233326,295.1034007,367.6226772,50007.84,50260,0.5318,40,0.192822967,0.009211873,52893.1541,52594,0.5213,39.90306947,0.107255521,0.009187621,2885.3141,2334,-0.0105,-0.09693053,-0.085567446,-2.4252E-05
251,36047029800,9272.559775,24,134,88,,345.0001106,420.47235,217.4313278,243.9818298,45401.35,55938,0.5287,41,0.055150884,0,47336.56468,50735,0.4694,41.21529745,0.072371638,0,1935.21468,-5203,-0.0593,0.21529745,0.017220754,0
252,36047029900,33316.67746,40,96,68,,256.1780102,299.3972628,310.9368155,381.2976332,48051.96,22734,0.5014,41,0.163636364,0.006909789,50361.62934,27321,0.5028,38.76896149,0.133895131,0,2309.66934,4587,0.0014,-2.23103851,-0.029741233,-0.006909789
253,36047030000,8190.252332,25,61,39,,276.8195103,367.2468892,213.9765816,226.8540087,53751.44,64615,0.4729,45,0.052578362,0.002771479,53246.85301,45987,0.492,46.50854449,0.057514921,0.002525253,-504.58699,-18628,0.0191,1.50854449,0.004936559,-0.000246226
254,36047030100,24731.76997,40,136,84,,430.1407288,475.502585,909.5039081,1067.560419,36658.82,44911,0.476,40,0.18488746,0.008895478,34913.79277,52756,0.4835,37.95520935,0.149676375,0.00696325,-1745.02723,7845,0.0075,-2.04479065,-0.035211085,-0.001932228
255,36047030200,8868.000264,10,20,13,,286.1631131,380.3739564,214.5468411,232.6760923,53407,60370,0.4521,47,0.117974919,0,54706.9157,60000,0.4567,49.76483164,0.074285714,0,1299.9157,-370,0.0046,2.76483164,-0.043689205,0
256,36047030300,32255.23522,69,209,116,,229.3990831,238.2177958,752.4484263,949.3704727,51251.09,19696,0.5045,46,0.169105691,0.018809425,54325.34206,26953,0.5436,49.57446809,0.174199623,0.015761821,3074.25206,7257,0.0391,3.57446809,0.005093932,-0.003047604
257,36047030400,19522.81236,19,86,49,,272.7450043,357.0004588,212.6907473,225.6662621,21218.49,37837,0.4652,47,0.092071611,0,22046.36004,39235,0.4914,49.02990033,0.058223289,0,827.87004,1398,0.0262,2.02990033,-0.033848322,0
258,36047030500,74860.45229,45,182,109,147,319.4321675,411.3285607,720.8460227,799.7911726,47794.68,65701,0.4137,42,0.069896543,0.001353867,48525.53141,72439,0.4078,43.77018163,0.035815939,0.002832389,730.85141,6738,-0.0059,1.77018163,-0.034080604,0.001478522
259,36047030600,4143.013369,8,38,19,,266.1634105,352.4026373,207.0164311,215.0225678,27132.69,60132,0.4696,41,0.075170843,0,26143.12485,46055,0.4701,45.18292683,0.088888889,0.003664921,-989.56515,-14077,0.0005,4.18292683,0.013718046,0.003664921
260,36047030700,61659.24192,97,189,110,,261.8699406,300.6095844,596.2019014,727.0376305,41964.6,24706,0.4759,43,0.132256436,0,43163.86678,20755,0.5301,44.856,0.13363029,0,1199.26678,-3951,0.0542,1.856,0.001373854,0
261,36047030800,14615.95291,23,80,49,,280.569793,356.5749687,241.7152762,252.2171131,7186.25,50189,0.4377,56,0.072144289,0,7205.180821,45750,0.4422,56.53225806,0.074279379,0,18.930821,-4439,0.0045,0.53225806,0.00213509,0
262,36047030900,33106.24136,48,159,110,,247.224335,299.8282329,727.5059216,864.5621437,38751.94,29375,0.5348,44,0.113537118,0.008056872,36699.94061,33083,0.5093,44.22413793,0.109357384,0,-2051.99939,3708,-0.0255,0.22413793,-0.004179734,-0.008056872
263,36047031100,33856.04206,60,155,101,,256.568237,322.6533121,685.5478598,819.866263,49808.14,41683,0.4561,41,0.098297214,0.007636364,52773.54922,46953,0.4438,43.09825674,0.094856379,0.005720054,2965.40922,5270,-0.0123,2.09825674,-0.003440835,-0.00191631
264,36047031300,40379.47044,56,149,94,,260.2650047,338.1684482,770.4181788,902.2218727,63157,34817,0.5392,44,0.081081081,0.024952015,69335.72947,41527,0.5282,42.52066116,0.052457662,0.022672771,6178.72947,6710,-0.011,-1.47933884,-0.028623419,-0.002279244
265,36047031400,17934.88394,24,107,67,,288.2142548,368.5715252,207.6042403,224.9046718,13122.88,40486,0.4912,43,0.085641026,0.007958163,14170.57048,56556,0.4431,45.26342452,0.077276909,0.007157895,1047.69048,16070,-0.0481,2.26342452,-0.008364117,-0.000800268
266,36047031500,41725.51841,62,269,174,,251.7795188,313.3054797,679.023828,816.8790453,69130.13,54113,0.4324,46,0.167997445,0.001269573,75412.06375,57230,0.5271,48.12719469,0.133499688,0.00096637,6281.93375,3117,0.0947,2.12719469,-0.034497757,-0.000303203
267,36047031701,32436.6765,28,80,50,,242.3114674,299.2460629,665.8191464,844.6721631,60458.57,50205,0.4861,42,0.087472527,0,64702.90118,52019,0.4815,42.84611674,0.084232365,0,4244.33118,1814,-0.0046,0.84611674,-0.003240162,0
268,36047031702,32429.80222,28,108,65,46,245.931967,309.9059425,685.3861255,857.315004,71463.41,53111,0.4182,43,0.118795769,0,69165.90458,62672,0.4105,40.79784505,0.103298611,0,-2297.50542,9561,-0.0077,-2.20215495,-0.015497158,0
269,36047031900,29115.38408,28,94,63,,286.3830706,337.5485369,710.0994227,874.865582,64721.89,40744,0.4009,36,0.194318182,0.0029232,65731.56598,48375,0.4324,37.87055016,0.117056856,0.003684211,1009.67598,7631,0.0315,1.87055016,-0.077261326,0.000761011
270,36047032100,30798.9318,85,218,115,,257.5188377,313.7389831,673.4147387,802.4394756,95400.01,41094,0.5465,39,0.125204851,0.005219207,97163.37622,42025,0.548,38.5711478,0.159561129,0.006830601,1763.36622,931,0.0015,-0.4288522,0.034356278,0.001611394
271,36047032300,33290.15713,24,133,86,,260.1107063,323.0570168,643.0018217,790.7584995,57398.3,53851,0.4431,40,0.165002171,0,57218.69859,63882,0.4382,40.91031875,0.147286822,0,-179.60141,10031,-0.0049,0.91031875,-0.017715349,0
272,36047032500,32396.5064,60,202,103,,337.7666922,443.4650613,679.3856623,826.7457418,99133.44,43245,0.4655,43,0.147432639,0.001730921,100548.3143,47559,0.4334,44.32305433,0.111111111,0.003099814,1414.8743,4314,-0.0321,1.32305433,-0.036321528,0.001368893
273,36047032600,7014.317636,113,445,273,,213.5660994,267.1190138,249.8798879,273.440791,54685.24,20833,0.5036,44,0.216810967,0.009659008,56417.02977,24205,0.475,45.31561462,0.203644159,0.008416548,1731.78977,3372,-0.0286,1.31561462,-0.013166808,-0.00124246
274,36047032700,27789.04846,37,140,90,,399.9271816,487.7402253,545.5294447,660.6218539,36579.85,47153,0.4949,44,0.115066751,0,36696.85965,44618,0.5126,42.62937063,0.099937927,0,117.00965,-2535,0.0177,-1.37062937,-0.015128824,0
275,36047032800,4963.830421,44,123,75,,218.6683427,284.9505037,243.0384769,249.3189846,29154.61,45357,0.6497,50,0.197613721,0,27330.35795,54056,0.6753,55.34499514,0.181605612,0.018883415,-1824.25205,8699,0.0256,5.34499514,-0.016008109,0.018883415
276,36047032900,24547.86939,71,171,107,,322.120906,343.5826263,476.5424971,555.6426156,95755.61,47578,0.44,52,0.230252101,0.006222222,99299.04511,44559,0.4479,50.88537211,0.110948905,0.00564199,3543.43511,-3019,0.0079,-1.11462789,-0.119303196,-0.000580232
277,36047033000,7632.157477,76,213,116,,220.1014939,294.0558136,177.7994872,195.8849022,35450.57,23007,0.5729,55,0.277233115,0.008907234,35236.37072,23438,0.5516,51.24284546,0.237766264,0.005874674,-214.19928,431,-0.0213,-3.75715454,-0.039466851,-0.00303256
278,36047033100,27406.11413,48,129,90,,271.0527539,317.7025085,707.9691531,877.9227701,79591.81,39301,0.4485,35,0.133272892,0,73774.22614,37405,0.4626,33.23596143,0.129074316,0.008708634,-5817.58386,-1896,0.0141,-1.76403857,-0.004198576,0.008708634
279,36047033300,35847.35218,12,96,63,,317.5511873,355.3688196,717.0671393,795.5826923,65591.31,44608,0.4379,31,0.091321611,0.011993022,65827.59921,42972,0.4387,29.49415003,0.067664671,0.006993007,236.28921,-1636,0.0008,-1.50584997,-0.02365694,-0.005000015
280,36047033500,34760.33266,19,70,38,,310.1421049,371.568585,767.2840655,964.8052948,44652,61164,0.4205,37,0.111658456,0,43476.57002,52833,0.424,37.22046414,0.133507853,0,-1175.42998,-8331,0.0035,0.22046414,0.021849397,0
281,36047033600,14447.84408,35,65,42,,228.8488643,284.2510446,249.6370801,265.2219466,15317.37,62649,0.4667,46,0.110354886,0,15057.49205,71806,0.447,49.60414453,0.088868101,0,-259.87795,9157,-0.0197,3.60414453,-0.021486785,0
282,36047033700,45863.94984,41,128,81,,262.7713073,323.314801,725.1855271,910.7162889,50045.93,48114,0.4488,42,0.098404255,0,53716.13336,54719,0.4559,41.18922086,0.032646911,0,3670.20336,6605,0.0071,-0.81077914,-0.065757344,0
283,36047033900,41952.85739,33,120,76,,242.7298525,306.1398457,720.5483066,899.0387935,64413.3,34231,0.4662,41,0.09801202,0,68611.99047,36570,0.4673,40.92481203,0.087549494,0,4198.69047,2339,0.0011,-0.07518797,-0.010462526,0
284,36047034000,2764.895132,29,63,38,,,,237.961758,251.5335853,43255,17574,0.4559,50,0.176672384,0,43414.76064,20833,0.4721,49.51903808,0.145728643,0,159.76064,3259,0.0162,-0.48096192,-0.030943741,0
285,36047034100,32443.55649,21,72,46,,278.408496,354.211072,732.0427153,889.6109234,51940.22,50417,0.3981,40,0.049626105,0,51273.13112,50370,0.4558,40.74734446,0.059419311,0,-667.08888,-47,0.0577,0.74734446,0.009793206,0
286,36047034200,4902.406197,73,226,135,,140.24554,184.9751956,302.0647385,318.888402,64738.72,16656,0.6073,49,0.253031974,0.00528076,65752.37305,17802,0.5838,51.12664474,0.263343109,0.010195265,1013.65305,1146,-0.0235,2.12664474,0.010311135,0.004914505
287,36047034300,37637.90352,55,135,78,,223.5837224,285.0552322,725.7840118,916.7110421,81413.81,25019,0.5819,41,0.146044625,0.003531489,76813.62332,24834,0.5865,38.75443787,0.127317073,0,-4600.18668,-185,0.0046,-2.24556213,-0.018727552,-0.003531489
288,36047034500,37974.4418,44,121,70,,212.2463742,256.1388242,729.3435725,876.028441,45895,31701,0.5027,41,0.157723577,0,50470.24559,27127,0.5059,40.73577236,0.083457526,0,4575.24559,-4574,0.0032,-0.26422764,-0.074266051,0
289,36047034700,32444.98143,72,175,100,,205.089224,233.1749222,761.6596931,890.6341148,61628.44,29114,0.4915,42,0.128651336,0.007968127,62554.90462,36641,0.4767,43.83378933,0.10321489,0.007845504,926.46462,7527,-0.0148,1.83378933,-0.025436446,-0.000122623
