,GEOID,pickups_intract,NYPDfelony,units,perSQFTvalueC2,newperSQFTvalueC2,Pop_Den,Median_Household_Income,Gini_Index,Ave_Commute_Min,Unemployed_rate_16,Moved_after_2010
734,36047117201,4886.591704,43,,418.8963599,555.5982136,50858.4,51042,0.459,50,0.099910794,0.256274769
286,36047034200,4902.406197,135,,302.0647385,318.888402,64738.72,16656,0.6073,49,0.253031974,0.208333333
275,36047032800,4963.830421,75,,243.0384769,249.3189846,29154.61,45357,0.6497,50,0.197613721,0.06263048
744,36047118600,4976.841148,54,,293.3663752,298.9813841,54939.8,41471,0.4899,44,0.093666369,0.294594595
322,36047038200,4986.688322,64,,216.3936758,226.996389,64286.11,17308,0.4916,52,0.172147787,0.100286533
143,36047018600,5024.655845,9,,209.6272902,221.8004593,47466.39,68021,0.4323,42,0.077884615,0.162444113
164,36047020800,5035.490417,17,,218.4954154,229.6782702,59131.16,56003,0.5122,49,0.089721749,0.246853824
729,36047116200,5084.828112,44,,348.0619124,421.9972057,37428.51,42829,0.4722,44,0.12923923,0.126530612
732,36047116800,5103.126883,50,,615.234892,753.7029279,28408.62,31983,0.4362,44,0.036775106,0.402482269
506,36047059000,5120.15502,42,,233.0466585,250.4500873,30935.52,49792,0.4943,39,0.080796253,0.247706422
102,36047014000,5146.042513,31,,237.9823346,254.3548942,32592.37,59130,0.4609,39,0.06031746,0.208115183
165,36047021000,5270.869187,31,,227.8132383,302.4833506,85392,44722,0.4494,45,0.127366609,0.282578875
503,36047058600,5278.405748,24,,268.8772367,314.0550478,42119.29,56797,0.4101,47,0.062919463,0.213828425
739,36047117800,5306.976569,40,,269.0203273,317.2104275,30745.92,36061,0.5146,44,0.082010582,0.248987854
746,36047119000,5313.883899,51,,294.9275689,317.6858772,48141.66,30565,0.4664,39,0.131078224,0.355714286
751,36047120000,5335.776498,72,,467.1113567,514.7471703,38369.17,32468,0.4111,45,0.10625,0.323432343
540,36047066200,5349.907318,25,,180.0547852,203.3034448,19346.97,80893,0.3675,43,0.082618026,0.149078727
694,36047101600,5360.908924,12,,,,36724.02,98208,0.3105,47,0.112097669,0.097664544
728,36047116000,5367.222631,48,,306.5881947,358.2416134,36588.32,26745,0.4901,47,0.088082902,0.19447641
325,36047038600,5377.087566,54,,249.9192515,284.423905,37319.54,44766,0.4101,39,0.092082111,0.2275
680,36047098400,5380.094691,29,,204.2746513,208.8615274,46716.71,71146,0.386,49,0.049659202,0.13509061
135,36047017800,5392.327434,36,,215.2260666,226.1790314,50940.75,55745,0.4388,51,0.087186262,0.306818182
131,36047017400,5411.78182,20,,252.4928323,265.7800972,28986.45,72692,0.4218,49,0.049043062,0.179378532
94,36047013200,5435.7853,35,,226.8022985,230.4005234,40129.55,56167,0.4502,44,0.065326633,0.166197183
738,36047117602,5441.011807,51,,256.4710322,259.5069152,50431.27,28304,0.5228,43,0.08361204,0.284054911
733,36047117000,5452.188844,50,,667.9479159,810.0902315,27042.54,35889,0.4487,37,0.161335188,0.307539683
126,36047016800,5475.466791,10,,252.2199619,267.6547515,27197.06,82891,0.4562,42,0.037914692,0.140969163
393,36047045400,5545.636108,8,,205.889334,223.5662428,37112.8,47188,0.496,34,0.086229086,0.200657895
234,36047028200,5586.876045,65,,235.1925236,259.8414222,46207.84,41974,0.4784,54,0.089121082,0.2
512,36047059600,5588.945092,50,,252.4459405,270.5942257,36676.18,61422,0.4267,44,0.078008299,0.201809954
666,36047094402,5608.520895,31,,239.4774652,221.9941016,70464.16,23417,0.4297,46,0.191278494,0.174563591
724,36047115000,5609.381204,40,,587.0121246,724.6890184,45434.94,40104,0.4538,45,0.121445042,0.40969163
731,36047116600,5650.027208,67,,620.3723687,740.6724798,46553.88,33892,0.5101,43,0.146678171,0.307604994
754,36047121000,5696.283268,44,,574.0024691,652.7277778,68626.24,17139,0.551,45,0.237956204,0.125163827
239,36047028600,5718.995984,47,,224.0240474,252.7330323,68260.18,43828,0.4965,53,0.042437923,0.301924026
489,36047056800,5733.064391,8,,233.8332558,253.342037,30380.71,79583,0.3854,50,0.013227513,0.172794118
735,36047117202,5744.773904,38,,392.6747216,472.2127581,53240.55,52260,0.4249,42,0.054545455,0.342516069
711,36047111800,5753.348949,70,,399.7384954,444.1115213,47648.03,33160,0.5288,42,0.168103448,0.218590398
737,36047117601,5764.703822,35,,276.2037041,280.15133,51627.72,44088,0.4111,43,0.09078114,0.2545018
515,36047060600,5768.1733,60,,224.2081121,232.8792165,35575.5,29759,0.4999,44,0.103554869,0.2366757
376,36047043600,5774.585502,20,,248.4781099,268.2766525,90833.48,60227,0.4979,50,0.096857671,0.200743494
137,36047018000,5789.685178,22,,203.1091631,218.4105666,51647.99,57194,0.4466,48,0.070855615,0.211281071
752,36047120200,5790.997796,34,,303.8294584,335.9605569,34808.44,47206,0.4641,40,0.050732807,0.14559387
374,36047043400,5864.266144,21,,216.7513507,244.7797344,62460.29,47054,0.4911,42,0.104954368,0.28030303
224,36047027200,5873.213324,16,,205.0352378,210.8354125,72360.59,50982,0.4461,46,0.094645754,0.352993744
725,36047115200,5889.334311,96,,500.213622,641.2050461,50089.27,32500,0.54,46,0.085176085,0.264
222,36047027000,5955.397378,16,,225.8363905,235.8028427,49073.38,50490,0.4464,50,0.081666667,0.201773836
162,36047020600,5986.560778,20,,237.1961506,242.2921201,41133.6,89743,0.4482,44,0.0972316,0.197633136
349,36047041000,5999.30191,16,,224.1035018,245.3633187,33609.61,43750,0.4853,39,0.183867141,0.282051282
755,36047121400,6032.895174,83,,233.2166375,306.1811718,67947.73,19264,0.5543,43,0.148148148,0.21361649
723,36047114600,6057.823911,72,,532.9348317,673.2139579,50456.73,30101,0.436,45,0.11952487,0.31372549
708,36047110600,6063.31651,107,,403.0166758,522.0817271,67197.7,24564,0.5028,51,0.138731597,0.245679012
712,36047112000,6132.724235,89,,288.310622,315.9339582,48220.57,21507,0.5421,42,0.164933135,0.382592928
345,36047040600,6174.568227,26,,236.6445603,268.6330868,58739.67,44107,0.4398,43,0.100114416,0.268229167
372,36047043200,6249.738129,23,,174.0929769,195.1038227,83363.3,48574,0.4406,44,0.082032813,0.287869265
150,36047019400,6269.056852,40,,241.3787587,300.1762822,54958.5,46071,0.407,47,0.054587156,0.293459552
688,36047100400,6297.349491,19,,274.5192308,272.5961538,55524.68,66105,0.4007,48,0.094527363,0.173913043
714,36047112400,6304.719265,120,,331.2807796,355.9123091,49499.12,40707,0.5063,54,0.064202335,0.413520633
684,36047099200,6418.862342,23,,221.6047487,253.4304938,40465.55,66964,0.4067,51,0.097096189,0.157407407
347,36047040800,6421.530667,23,,256.032713,299.1657482,55955.8,59056,0.4498,43,0.116626794,0.336206896
513,36047059800,6432.814465,20,,269.1495043,299.3425498,45295.15,63613,0.4689,39,0.114061557,0.112863071
730,36047116400,6436.000713,135,,284.8946595,331.4912842,44277.93,40357,0.5007,40,0.131661442,0.201342282
317,36047037402,6449.424553,37,,244.4696841,267.6163482,40193.43,30449,0.5553,47,0.086348288,0.320754717
343,36047040400,6452.151558,15,,279.6545282,296.9798396,41312.38,39947,0.4785,46,0.125874126,0.265700483
748,36047119400,6481.124255,106,,374.9318094,437.6992909,51363.75,32136,0.4642,39,0.079483696,0.416515426
699,36047102600,6481.636311,16,,265.4600302,331.0708899,47790.54,67955,0.3814,49,0.042335766,0.139772727
378,36047043800,6543.073143,38,,247.6303387,274.5738773,43678.43,40227,0.4761,41,0.110662359,0.250535332
745,36047118800,6597.835373,96,,282.5966982,319.5738031,67120.99,30699,0.5644,41,0.075955998,0.263701351
152,36047019600,6616.314161,58,,224.0769699,269.0773049,70420.85,48382,0.4188,44,0.109002648,0.359947644
141,36047018400,6627.938409,11,,154.2748146,172.4603666,44303.73,76210,0.5019,44,0.062253743,0.200992556
228,36047027600,6639.743499,34,,222.679357,254.9998684,74979.91,46194,0.5053,47,0.099459946,0.337489609
520,36047061200,6654.614413,21,,176.4720675,223.8613585,11418.96,63333,0.5163,31,0.078431373,0.070652174
167,36047021200,6705.212271,32,,235.9047116,304.1783995,70248.74,35330,0.4389,54,0.07125,0.324194654
370,36047043000,6719.57536,20,,235.1784258,265.817123,54930.16,34729,0.4356,41,0.110054348,0.225680934
245,36047029200,6726.67931,24,,217.7809613,232.9735628,33031.58,42740,0.4898,50,0.093311313,0.31753032
364,36047042400,6761.699764,16,,218.3337923,246.8261874,55199.21,46570,0.4141,49,0.093340325,0.233386076
528,36047063800,6773.108422,6,,178.028207,205.7166686,30681.24,69405,0.4319,45,0.039141414,0.218654435
130,36047017200,6782.07611,48,,239.3206003,241.6449764,50719.34,70125,0.4003,48,0.076883649,0.346393589
241,36047028800,6791.417801,36,,220.3878087,232.2422223,59237.79,41786,0.4701,44,0.056090652,0.34232715
698,36047102400,6825.275403,15,,234.6572084,249.3545599,38182.53,74009,0.314,51,0.147804054,0.181395349
128,36047017000,6872.239533,33,,257.1259901,265.9631167,50982.8,72875,0.4622,46,0.091405862,0.321839081
243,36047029000,6875.981483,72,,248.7430913,253.4955034,67247.41,45179,0.4271,51,0.096374046,0.248213125
368,36047042800,6915.917125,35,,270.1335869,273.4798222,59126.04,52188,0.4536,43,0.100625652,0.229711141
351,36047041200,6941.865204,27,,189.0475566,222.6968314,44414.03,41944,0.5708,39,0.068417415,0.260912698
307,36047036400,6980.339773,47,,209.4662119,238.3599724,37549.95,33750,0.5503,39,0.133031674,0.301790282
273,36047032600,7014.317636,273,,249.8798879,273.440791,54685.24,20833,0.5036,44,0.216810967,0.190128755
214,36047026200,7015.92687,26,,237.9583938,253.2212116,39737.68,57121,0.468,44,0.147461724,0.165809769
464,36047053900,7070.379736,5,,200.4916737,192.8114352,67394.52,19602,0.5221,25,0.086549708,0.059683313
508,36047059200,7081.549903,48,,245.9227464,269.0618904,54313.86,61164,0.4782,49,0.077393966,0.148302561
690,36047100800,7100.57294,30,,230.0336464,275.0946135,37189.18,60446,0.4611,52,0.127304653,0.190817791
676,36047096800,7106.373868,23,,196.5703001,232.339256,25740.16,62250,0.5266,42,0.117924528,0.089411765
230,36047027800,7132.045098,62,,211.1450801,240.0291936,55165.88,47917,0.4658,46,0.181978799,0.245220283
366,36047042600,7138.551523,31,,281.6251018,290.1174018,67154.49,47788,0.4584,47,0.089158644,0.310251188
386,36047044600,7146.534487,6,,234.8531512,257.9545036,37018.67,47031,0.4763,46,0.11849711,0.230101302
212,36047026000,7238.389394,21,,215.5619616,249.3825528,58633.14,50123,0.388,43,0.105695509,0.202099737
689,36047100600,7254.022683,26,,308.1542232,319.8152338,43604.61,65096,0.4068,54,0.104895105,0.248235294
226,36047027400,7260.653584,12,,228.0276293,238.3778707,48988.55,42266,0.5094,51,0.061940299,0.258964143
236,36047028400,7300.158393,51,,214.9090773,220.0178007,57742.05,51849,0.4242,48,0.138314785,0.223446105
384,36047044400,7315.141822,11,,192.6795485,211.3241738,50585.36,44896,0.5422,37,0.089385475,0.240788347
67,36047009200,7350.610609,32,,333.5241091,401.0597127,123692.3,38042,0.455,44,0.093693037,0.405552203
139,36047018200,7354.083381,17,,211.9144665,226.9682253,56349.34,47206,0.4457,43,0.090384615,0.277972028
218,36047026600,7373.171949,25,,229.195692,270.807736,53361.9,50580,0.4503,48,0.121921182,0.286624204
693,36047101400,7389.30786,12,,,,37440.62,60969,0.4122,49,0.091423948,0.203182375
434,36047050803,7428.098637,58,,444.666299,588.7058583,97483.59,38807,0.3924,39,0.131868132,0.285388128
681,36047098600,7437.794126,30,,196.2242926,204.4355682,55827.94,69375,0.3518,58,0.085271318,0.165242165
398,36047046202,7458.127227,12,,225.1907152,270.7104044,32039.97,56818,0.5191,33,0.040955631,0.088039867
696,36047102000,7488.869131,18,,228.3185841,226.5486726,35161.64,84563,0.4016,54,0.111214087,0.228243021
209,36047025800,7565.392772,26,,228.2404753,270.7248769,64284.87,37917,0.484,39,0.11490837,0.252083333
183,36047023000,7631.540377,22,,242.9355698,301.8444208,65748.71,31102,0.4753,34,0.067443286,0.276842105
277,36047033000,7632.157477,116,,177.7994872,195.8849022,35450.57,23007,0.5729,55,0.277233115,0.249423963
17,36047003000,7637.89513,20,,238.044565,244.8118447,42588.52,68958,0.4713,40,0.058949625,0.296402878
692,36047101200,7666.212219,22,,192.919705,239.5490327,34541.55,64760,0.3527,47,0.10678733,0.232365145
382,36047044200,7666.940728,15,,243.9904174,271.6333522,38857.4,57366,0.5497,31,0.058823529,0.249130939
207,36047025600,7701.276892,26,,189.5483935,246.1908288,47755.42,53036,0.4881,48,0.07330195,0.142713568
201,36047025000,7711.43766,35,,221.3624843,277.4479653,22794.09,46190,0.5619,52,0.096695226,0.167330677
497,36047057600,7717.940416,23,,244.6480208,278.8392557,50132.49,68950,0.4392,47,0.112198304,0.242926829
500,36047058000,7719.735901,35,,256.0948311,272.4280292,65288.05,40675,0.4566,47,0.053150685,0.287703016
682,36047098800,7722.517162,43,,211.7536872,216.675167,49851.45,59348,0.3936,42,0.09486166,0.359099804
495,36047057400,7746.881305,12,,239.3790353,282.9968363,46869.14,83295,0.4412,42,0.066582915,0.231155779
743,36047118400,7754.760116,65,,273.0085465,299.5914512,68596.57,50319,0.4423,40,0.052505967,0.317988669
697,36047102200,7765.798968,24,,269.2106746,292.0112014,35068.83,57143,0.4349,53,0.078838174,0.076923077
145,36047018800,7787.1492,32,,224.8500563,247.3140529,42557.2,56339,0.4178,48,0.081861958,0.295660949
617,36047083400,7792.24448,26,,547.1532774,664.2959658,34000.35,57708,0.3659,47,0.109977324,0.090434783
677,36047097000,7794.496453,38,,241.5651253,271.2206177,34639.02,81548,0.4546,47,0.101746393,0.168115942
205,36047025400,7799.751703,14,,209.7645768,275.3948675,62811.92,48261,0.4244,44,0.105162524,0.190033784
683,36047099000,7807.480046,35,,204.2924999,236.9008857,24551.9,75208,0.5696,41,0.105736783,0.286334056
391,36047045200,7809.932872,14,,199.8515077,213.9536877,36670.77,67431,0.498,32,0.031185031,0.16838488
199,36047024800,7823.435236,37,,236.3142856,285.6332072,44964.2,46310,0.4508,40,0.05375603,0.264108352
195,36047024400,7850.420038,23,,253.7956714,318.8772277,62665.57,48611,0.4908,36,0.070138889,0.285860656
493,36047057200,7866.889765,145,,284.9035672,313.7231894,52665.32,18459,0.4585,56,0.208640157,0.149034039
179,36047022600,7896.279382,33,,263.8907487,330.1982222,40430.21,48269,0.3732,41,0.019493177,0.166077738
567,36047073400,7931.526721,31,,264.6918884,297.6139427,40399.73,84167,0.3799,47,0.060629921,0.03742515
220,36047026800,7954.144893,22,,209.6194076,222.2655841,53400.32,44548,0.4379,46,0.09881014,0.355776587
625,36047085400,7962.757094,39,,513.405705,682.4123111,39045.95,39819,0.4032,40,0.097264438,0.101596517
173,36047021800,7978.962305,20,,223.2960224,275.8374655,72027.99,35721,0.5192,28,0.042243263,0.181544634
747,36047119200,8006.694051,58,,482.1145639,569.2807061,37051.6,43182,0.4505,39,0.096868172,0.288954635
736,36047117400,8053.99232,87,,554.3008573,642.1162378,51931.41,53549,0.4182,41,0.062660503,0.28964253
203,36047025200,8056.611787,39,,214.2755987,272.743991,76253.02,42302,0.4379,42,0.088,0.323413812
296,36047035400,8059.30742,259,,214.1940207,257.471796,36712.07,53158,0.4734,41,0.084245439,0.107222636
339,36047040000,8061.195296,51,,238.8196028,258.9837312,46255.57,41759,0.4071,45,0.10974106,0.228980322
80,36047011600,8102.60004,49,,206.5735719,259.2828511,69070.23,32267,0.5048,53,0.070216777,0.359349594
545,36047067600,8155.634079,32,,264.9228378,296.0893058,34288.91,75972,0.3388,52,0.083700441,0.112929624
475,36047055200,8159.219344,87,,229.8605437,244.8868992,49105.52,41850,0.4785,46,0.102515723,0.234227701
691,36047101000,8170.923316,19,,241.0869489,260.659274,30866.48,59840,0.4156,55,0.125121242,0.309037901
253,36047030000,8190.252332,39,,213.9765816,226.8540087,53751.44,64615,0.4729,45,0.052578362,0.365196078
550,36047068800,8228.871395,13,,193.0060888,212.4922364,30750.66,81750,0.3454,50,0.107368421,0.115321252
627,36047085800,8254.687332,30,,577.8484098,723.075553,46144.45,52083,0.3755,45,0.057251908,0.322303922
107,36047014700,8272.284642,15,,414.0603318,459.9115071,50417.59,81181,0.4458,46,0.036709721,0.496947497
341,36047040200,8293.338304,39,,236.2844438,271.9969334,35182.89,42000,0.4861,46,0.063860668,0.1799117
685,36047099400,8296.174559,22,,271.6230385,278.9579323,30117.53,64043,0.3862,50,0.057142857,0.152857143
560,36047072000,8303.026796,22,,246.7141557,276.0315994,32231.62,63000,0.3512,53,0.106031128,0.2
484,36047056200,8312.050513,7,,158.4848485,165.4545455,23032.02,66250,0.4458,34,0.045901639,0.098720292
305,36047036200,8335.932812,104,,197.1601464,208.2431799,50632.12,28750,0.5124,40,0.123870968,0.351215423
247,36047029400,8346.798609,65,,254.1738617,269.8044065,34110.89,53625,0.4113,47,0.113984674,0.242225859
488,36047056600,8346.875861,27,,253.0132055,278.0374031,41477.86,61779,0.4367,50,0.058778626,0.206195547
481,36047055800,8351.600036,19,,221.2968364,242.0116003,33864.14,53233,0.4659,38,0.108132261,0.166097838
498,36047057800,8381.007388,37,,231.7703432,250.8888141,49022.9,37953,0.4916,42,0.031295488,0.232350312
523,36047062200,8392.463199,35,,234.3477381,257.8907368,33539.41,52353,0.4979,48,0.063662375,0.305097451
566,36047073200,8398.317655,17,,197.3046227,253.1909432,46263.95,74018,0.3607,45,0.12802276,0.249403341
216,36047026400,8420.191397,39,,210.5165246,227.453073,67615.78,47336,0.4613,54,0.053877551,0.251216545
674,36047096400,8420.776135,36,,232.4099173,251.8229108,32444.34,51631,0.3989,44,0.073891626,0.232067511
471,36047054800,8429.166841,13,,188.2827668,211.8345001,32789.77,58906,0.5489,39,0.074152542,0.1796875
380,36047044000,8447.007887,13,,253.1941084,265.7894194,37818.95,47727,0.4913,39,0.103703704,0.23908297
181,36047022800,8462.553855,16,,257.1476299,326.4485658,52102.13,30913,0.485,32,0.092964824,0.171641791
491,36047057000,8472.309241,57,,236.7817904,287.8836671,32783.04,57200,0.3945,47,0.067551963,0.198887344
79,36047011400,8483.223881,29,,217.4197758,260.0411095,69460.68,42402,0.384,32,0.033005211,0.386712095
169,36047021400,8491.926011,39,,208.3770323,261.3772136,37578.07,55184,0.4131,51,0.035514019,0.2
171,36047021600,8502.469656,22,,226.6319743,279.8654647,68654.44,35682,0.449,36,0.046065259,0.162313433
22,36047003600,8523.26767,26,,210.2230948,229.9848266,92134.13,74449,0.4503,46,0.071788413,0.328531856
570,36047074000,8523.718127,64,,248.1835304,279.4118783,68008.16,60170,0.4005,47,0.086528497,0.168
673,36047096200,8524.523301,33,,230.9411004,254.477069,26485.37,64750,0.3851,51,0.03003003,0.228796844
399,36047046400,8548.374091,13,,253.0622506,299.7862519,41510.88,43889,0.4751,38,0.051044084,0.138719513
191,36047024000,8582.106794,19,,255.3497594,316.4508811,68216.6,26823,0.4984,25,0.106809079,0.163362411
187,36047023400,8583.805854,16,,189.714935,240.0008495,78744.74,24978,0.5272,28,0.023994354,0.19956616
189,36047023600,8587.152889,10,,215.0052821,269.6515492,86809.7,24240,0.4581,26,0.054168879,0.180060423
190,36047023800,8588.79985,10,,215.9163012,270.1069615,63147.38,29050,0.5926,37,0.041809459,0.208301307
353,36047041401,8606.263766,11,,196.9816682,231.6174187,28368.1,52774,0.4548,43,0.110497238,0.134724858
675,36047096600,8641.471991,19,,202.2280891,228.7869536,33716.39,70625,0.4884,44,0.049192929,0.188579018
24,36047003800,8644.261785,18,,241.0061044,265.2413754,30899.43,85950,0.3946,38,0.055147059,0.275862069
546,36047067800,8724.951366,20,,266.1290323,297.4910394,37270.95,81847,0.2963,48,0.123372173,0.080738178
534,36047065000,8725.187111,12,,202.621396,235.5026762,20598,51339,0.4391,44,0.054054054,0.190380762
402,36047047200,8736.358379,15,,266.1145194,312.6528699,43929.86,51159,0.4853,30,0.051391863,0.195355191
197,36047024600,8740.201568,37,,231.1492255,288.7494638,47865.64,45417,0.4736,37,0.082517483,0.217750258
473,36047055000,8751.982781,29,,216.6882676,242.1634355,53927.48,42993,0.4703,43,0.053333333,0.366552901
394,36047045600,8807.847548,14,,220.5536651,246.6114949,43185.01,35385,0.5834,41,0.084562439,0.31773399
547,36047068000,8863.439328,33,,228.1816378,249.399171,33053.75,69375,0.3662,50,0.106796117,0.23024055
255,36047030200,8868.000264,13,,214.5468411,232.6760923,53407,60370,0.4521,47,0.119417019,0.328418231
178,36047022400,8876.04705,18,,209.3956936,256.3078016,88233.52,37271,0.4179,39,0.022792023,0.197521301
403,36047047400,8891.651305,10,,240.2670154,293.3942164,43134.07,52125,0.5759,27,0.037511436,0.193324062
36,36047005202,8898.815573,20,,183.0056521,201.36981,42634.41,68958,0.4499,48,0.066666667,0.313145217
177,36047022200,8907.350456,32,,203.5923778,256.8658162,66504.94,35094,0.4473,29,0.052190722,0.28837622
486,36047056400,8915.79025,7,,246.4738726,269.0324796,35975.79,71707,0.3814,41,0.052252252,0.120041754
623,36047085000,8943.721125,48,,398.5908769,523.671512,28655.66,75417,0.3881,48,0.066037736,0.121212121
572,36047074400,8978.320046,15,,245.5288135,292.2227002,37854.47,102125,0.4962,31,0.054945055,0.182552504
482,36047056000,8990.327906,21,,226.0145688,257.7359249,51602.94,45788,0.4607,52,0.084002471,0.303558967
616,36047083200,9001.544376,26,,469.3456696,622.8268244,41657.19,62083,0.3589,45,0.097495528,0.187070151
40,36047005602,9009.740263,49,,220.270302,247.1336704,27409.46,60164,0.5734,45,0.0375,0.324971494
686,36047099600,9045.899295,25,,253.0953378,275.4476747,52143.01,64375,0.4389,52,0.144503546,0.215938303
461,36047053500,9051.19709,26,,245.0533698,244.6460718,86385.52,20044,0.4397,19,0.050757576,0.316317229
35,36047005201,9065.863535,8,,163.7962963,170.2314815,31088.96,29531,0.6449,50,0.070301291,0.305263158
551,36047069000,9076.213997,30,,178.7916982,198.9823652,26976.39,78663,0.4378,43,0.092205323,0.163987138
634,36047087200,9104.377477,51,,477.1041428,597.7923992,47962.74,42891,0.4245,44,0.12886969,0.129579982
543,36047067200,9145.473218,30,,239.2767478,262.767611,25255.2,63571,0.3549,48,0.123239437,0.189497717
571,36047074200,9150.890733,40,,242.6775009,286.725745,53336.87,75952,0.3951,41,0.068986569,0.167023555
388,36047044800,9173.219398,25,,207.7795638,229.149061,22767.56,52083,0.5512,36,0.089055794,0.261455526
401,36047047000,9191.934109,17,,268.8400284,334.0842463,39972.43,46696,0.5213,29,0.04950495,0.120956399
251,36047029800,9272.559775,88,,217.4313278,243.9818298,45401.35,55938,0.5287,41,0.055150884,0.294802172
568,36047073600,9360.685444,48,,213.9663438,248.3597093,52632.53,60051,0.5158,45,0.100969766,0.262815297
112,36047015200,9378.257102,29,,216.6626854,214.1732265,24912.88,70598,0.4489,39,0.116527037,0.279123414
124,36047016600,9378.784644,19,,274.549045,276.6712402,20181.98,80395,0.4877,33,0.096551724,0.164670659
463,36047053800,9426.020352,38,,237.0116911,238.6657475,67170.76,27192,0.4903,37,0.088613626,0.342079208
146,36047019000,9463.442863,63,,231.9785461,268.4289197,62446.57,45132,0.4357,49,0.175572519,0.369509044
569,36047073800,9478.170064,27,,235.4301924,271.0850892,51391.84,55714,0.4853,42,0.063400576,0.133606557
390,36047045000,9488.202649,12,,203.7840774,243.7018989,5697.234,29659,0.6045,32,0.018867925,0.20610687
