,GEOID,pickups_intract,NYPDfelony,units,perSQFTvalueC2,newperSQFTvalueC2,Pop_Den,Median_Household_Income,Gini_Index,Ave_Commute_Min,Unemployed_rate_16,Moved_after_2010
249,36047029600,9515.839678,62,,251.2626112,251.1796384,69080.05,44875,0.4918,44,0.093612335,0.35326087
552,36047069200,9544.729906,32,,233.2842408,260.5806261,40395.94,84674,0.3353,44,0.094629156,0.224009901
148,36047019200,9595.133153,49,,202.1074234,260.4676716,46371.14,38561,0.5316,42,0.038374718,0.238542891
633,36047087000,9631.039459,55,,419.0028413,542.6677524,53007.95,33750,0.4639,49,0.135290364,0.296950241
66,36047009000,9639.494819,49,,349.2780598,404.4194246,56232.05,36925,0.375,48,0.062146893,0.402951192
193,36047024200,9679.049872,43,,220.7884068,278.7181433,41287.64,38333,0.4871,35,0.049632353,0.156862745
565,36047073000,9696.866734,46,,207.6263492,249.3343683,35750.66,93462,0.3994,50,0.135191638,0.122762148
69,36047009600,9787.442615,49,,300.2552092,366.2889224,102240.9,32829,0.4557,40,0.108656284,0.418794134
588,36047077600,9792.268628,203,440,239.3734225,273.2593837,54925.34,62529,0.3492,43,0.086727989,0.252637749
553,36047069601,9796.386641,27,,232.0304527,249.5062799,22854.29,53047,0.4221,47,0.160175268,0.281189399
75,36047010600,9799.237058,34,,285.5330328,338.9641995,98618.33,37531,0.45,47,0.087536023,0.345045678
71,36047010000,9801.733645,58,,339.919829,404.257285,108286.4,33229,0.4303,47,0.100671141,0.420992584
76,36047010800,9802.170924,30,,325.5095807,380.6087848,73198.78,32122,0.4713,50,0.087570621,0.337395278
70,36047009800,9804.057488,49,,394.4827871,448.1369185,140265.4,31961,0.5048,47,0.086372361,0.31547619
68,36047009400,9805.425848,30,,282.821937,339.2073757,100100.4,40239,0.4569,45,0.101257659,0.345825115
354,36047041402,9809.463591,13,,197.0659062,213.1764606,27092.56,28884,0.6806,46,0.10877193,0.279752705
626,36047085600,9812.145315,36,,515.4981891,670.0092498,53711.16,52554,0.3609,42,0.100422833,0.301759134
175,36047022000,9822.176334,47,,199.8222947,259.0154705,57497.82,30861,0.4463,36,0.054144385,0.252674897
74,36047010400,9888.776524,61,,304.2316037,363.4492221,100955.7,37787,0.4577,40,0.110053917,0.347746651
436,36047050900,9892.886805,36,,184.7978584,187.0413835,74965.16,32762,0.5923,26,0.038167939,0.187786259
73,36047010200,9898.050655,40,,421.5600988,482.2939344,89447.6,42911,0.3608,45,0.081091618,0.341642229
576,36047075200,9927.881825,6,,212.8852915,259.3491971,15268.3,111429,0.4944,30,0.07424594,0.057823129
544,36047067400,9931.520177,27,,235.374189,259.0931133,26528.32,81964,0.3674,47,0.066303361,0.136655948
460,36047053400,9937.891884,31,,229.203759,243.8300667,63143.84,31004,0.5526,34,0.12555205,0.33072713
575,36047075000,9940.418384,11,,219.5699617,275.5653568,43131.62,52774,0.4588,35,0.089689858,0.162891046
577,36047075400,9942.288607,12,,269.6267912,320.5907232,23487.38,86389,0.3912,29,0.06676783,0.172566372
578,36047075600,9947.108344,17,,206.2064452,220.2926438,29415.06,62935,0.454,32,0.060810811,0.183431953
456,36047053000,9952.674048,37,,211.1526966,236.8452348,54103.22,37273,0.5143,38,0.102549247,0.270723104
458,36047053200,9999.382861,26,,228.3142689,240.129461,37726.64,49395,0.5328,43,0.12594697,0.278317152
562,36047072400,10088.1891,35,,266.9388916,269.6759173,27464.18,76071,0.377,60,0.15146147,0.16993464
52,36047007000,10100.41728,84,,271.7794414,273.9546172,43313.89,42218,0.4884,37,0.1,0.199191102
574,36047074800,10119.41276,24,,276.7712815,312.9229376,27961.17,61667,0.5136,37,0.061146497,0.199074074
504,36047058800,10165.10117,24,,242.8134897,268.6376873,56875.91,61964,0.4391,42,0.096143097,0.181686047
589,36047078000,10175.50759,24,,233.9231545,243.745696,40707.14,81299,0.3627,41,0.090973202,0.069958848
437,36047051001,10189.7628,58,,219.71239,294.1690837,143869.5,44332,0.411,45,0.13358209,0.287262873
77,36047011000,10261.8439,42,,246.9074523,292.5279603,44373.86,40238,0.4771,46,0.054183267,0.36036036
524,36047062600,10273.68189,35,,258.2456614,279.732848,21734.85,45547,0.4302,38,0.150943396,0.30148423
501,36047058200,10288.64543,12,,218.0878173,246.5847179,50506.16,43750,0.4625,46,0.125389408,0.241035857
395,36047045800,10300.30737,5,,207.5993866,231.277131,23837.52,60250,0.6078,43,0.072617247,0.200364299
619,36047083800,10324.66425,35,,447.6320218,574.2566556,37342.92,66618,0.4013,50,0.055640244,0.122107969
469,36047054600,10352.29426,35,,213.5458222,239.2045235,63894.22,31868,0.5815,40,0.087807326,0.29477612
356,36047041600,10354.11407,26,,223.4489942,241.7055187,42125.54,44260,0.619,33,0.087136929,0.155433287
591,36047078400,10355.42239,33,,227.806078,273.4328499,43407.02,93176,0.3977,45,0.045239703,0.125609757
43,36047006000,10357.9224,36,,240.7841886,240.332888,46216.98,64286,0.4901,43,0.136456212,0.318264014
433,36047050801,10361.68153,98,,394.8886038,493.4209585,130691.1,40417,0.4318,44,0.154153709,0.243697479
335,36047039600,10401.33045,9,,242.5769196,274.1009564,33147.84,46926,0.5383,46,0.075334143,0.369534556
580,36047076000,10407.98236,15,,255.5667299,287.5975133,42975.81,41364,0.6094,40,0.096685083,0.268129771
590,36047078200,10409.02497,38,,219.6605294,360.4883555,72096.29,51975,0.3881,45,0.054819552,0.263157895
511,36047059402,10412.99542,36,,265.6590604,286.2655788,38688.3,68429,0.4324,45,0.089513109,0.14729064
719,36047113400,10431.68084,111,,245.1099262,314.7109835,52451.39,19205,0.5935,47,0.19005848,0.28280543
48,36047006600,10458.66018,51,,260.3231577,271.1468407,63966.34,59981,0.5363,39,0.184331797,0.305464121
358,36047041800,10466.25875,14,,255.0990683,288.6178118,36472.49,33056,0.5604,31,0.100653595,0.276737968
404,36047047600,10474.29754,11,,256.477669,315.2725705,49480.26,45588,0.4383,27,0.094996374,0.110986547
620,36047084000,10517.4498,44,,444.5006919,581.3370138,34526.68,51331,0.4074,46,0.093419984,0.188295165
607,36047081400,10525.38647,45,,493.8674836,642.5725168,42630.23,48415,0.4629,46,0.155684287,0.268415741
727,36047115800,10537.28759,82,,260.7016493,325.7779279,49098.82,44142,0.4467,47,0.161440961,0.299667037
573,36047074600,10553.43718,30,,211.4202657,231.7869301,29342.39,82188,0.4084,36,0.05573081,0.148260212
548,36047068200,10614.78935,17,,232.4827415,256.7242495,38895.48,78875,0.396,42,0.083112758,0.160775371
59,36047007800,10721.85141,93,,367.0681572,420.6778161,103007.7,42000,0.4656,46,0.10044874,0.222007722
360,36047042000,10741.44354,15,,249.2626545,290.8004556,29087.53,42969,0.5578,35,0.069767442,0.215799615
522,36047062000,10751.04852,17,,221.1103635,253.0647326,15161.04,103929,0.471,39,0.0625,0.133540373
57,36047007600,10767.1206,69,,355.1630871,417.4981538,89166.98,32996,0.5156,42,0.121266161,0.43956044
628,36047086000,10767.98094,75,,365.2437487,476.2661821,54906.1,42270,0.4038,43,0.096754057,0.083333333
581,36047076200,10779.66896,25,,248.2022152,281.2756272,67145.23,46667,0.5027,41,0.013106796,0.287878788
477,36047055400,10783.25039,79,,227.5614154,242.9366052,61620.85,51830,0.4144,37,0.090659341,0.354397394
60,36047008000,10800.04931,76,,295.8935437,354.5357972,83628.2,53380,0.4552,44,0.082317073,0.270752521
465,36047054200,10842.89554,55,,214.261259,245.9242793,64609.71,39468,0.5021,38,0.109738013,0.243793762
61,36047008200,10843.79772,72,,303.4523027,355.5567385,79733.34,35511,0.4959,39,0.102021174,0.226282502
749,36047119600,10868.34067,145,,265.7950952,312.0194094,41098.05,32115,0.4813,40,0.0716946,0.273878021
726,36047115600,10869.53023,141,,279.2749289,350.6620128,67300.61,15854,0.5753,41,0.182356814,0.179796696
467,36047054400,10890.68982,29,,256.9530707,268.2393891,39775.93,44453,0.5754,32,0.064848931,0.190632703
55,36047007400,10893.98384,74,,413.0590227,455.7579685,109273.6,46204,0.4602,42,0.085644086,0.263774105
583,36047076600,10936.32392,33,,270.786086,283.2121503,77375.34,59926,0.4294,44,0.0710466,0.272373541
519,36047061004,10946.14628,57,,200.8234928,225.7380908,71808.7,23583,0.5281,48,0.076738609,0.26179966
38,36047005400,10983.1482,28,,219.595253,225.8502991,52933.65,59696,0.4881,47,0.084106729,0.320241692
713,36047112200,11033.87139,97,,387.9969083,469.3525968,59927.93,30987,0.4841,58,0.065384615,0.369740376
44,36047006200,11039.16422,49,,242.0858808,253.8180752,44977.21,47050,0.4613,42,0.126027397,0.390572391
517,36047061002,11042.91975,27,,219.7644612,252.9319639,50050,68750,0.5548,44,0.042477876,0.228215768
100,36047013800,11059.99034,120,,245.6515129,264.1365608,54530.59,52645,0.4893,42,0.042577031,0.32412248
329,36047039000,11072.50352,36,,305.2004665,343.0557801,34535.16,45682,0.5193,44,0.037735849,0.26395939
608,36047081600,11111.54327,68,,452.2667706,589.7133224,41119.16,45125,0.4228,46,0.113115892,0.220930233
331,36047039200,11121.27272,26,,247.1719069,272.4242576,41637.39,33125,0.4165,39,0.100634633,0.317025441
78,36047011200,11122.33349,54,,211.9349718,250.3291914,98678.16,30032,0.4579,43,0.085342518,0.240927419
564,36047072800,11130.40198,40,,264.118451,287.9541817,49466.88,67102,0.4321,52,0.076182503,0.097134871
671,36047095800,11176.74865,42,,233.5283163,248.7936841,42434.54,62431,0.4201,50,0.088478367,0.162541254
406,36047047800,11184.89223,47,,232.9948003,295.6741605,50577.47,31708,0.551,33,0.088010204,0.167850799
669,36047095400,11303.14314,57,,255.2754861,277.1957462,53017.9,72610,0.412,50,0.089422028,0.267782427
670,36047095600,11329.67669,41,,250.7344575,261.5941797,50342.89,65459,0.4472,51,0.064082886,0.165407855
310,36047036600,11385.91337,82,,252.7206347,296.0153925,52382.63,36487,0.4655,43,0.049578059,0.28149748
664,36047093800,11409.0946,33,,350.4754848,462.9026437,43382.13,34018,0.481,40,0.136759582,0.372960373
530,36047064200,11438.78206,29,,205.8544237,225.398469,26817.67,59732,0.4917,38,0.037998146,0.201129944
185,36047023200,11444.42941,25,,201.1980512,251.1491783,65823.49,33801,0.4356,34,0.068829892,0.157549234
715,36047112600,11456.75414,87,,605.1891875,625.3851025,58808.87,40323,0.4697,45,0.178234314,0.36328125
720,36047114201,11479.41643,42,,347.3918735,434.2107434,15254.06,45682,0.4468,42,0.086956522,0.310714286
555,36047069800,11532.09141,171,,225.9484645,272.6400735,7496.857,73681,0.4068,39,0.035220126,0.253036437
668,36047095000,11561.61216,55,,263.3078235,274.2333146,34569.78,68854,0.403,49,0.110310421,0.163509472
750,36047119800,11586.74449,94,,538.3372345,660.8712813,28032.16,31225,0.4545,39,0.150643452,0.357345972
695,36047101800,11595.13616,18,,215.5743155,232.6867258,15801.02,73667,0.3802,48,0.039232781,0.182957393
462,36047053700,11683.27529,27,,224.3941428,252.1654179,52461.41,26346,0.4088,21,0.015258216,0.166666667
39,36047005601,11691.03003,26,,223.4954231,228.199609,35814.53,53984,0.4757,53,0.113451087,0.312717164
468,36047054500,11702.09286,57,,275.0521238,279.9697398,110679.7,16638,0.6403,27,0.089465326,0.046100819
579,36047075800,11765.02661,10,,189.4141104,223.6747978,23230.12,84044,0.5249,38,0.10654828,0.160741886
12,36047002000,11929.60119,34,,352.2996025,402.7823853,22990.74,61023,0.3888,46,0.040927694,0.208232446
622,36047084800,11965.54017,26,,392.8639821,506.5115233,30307.13,52232,0.4212,44,0.123986095,0.252268603
502,36047058400,11988.65599,72,,295.6510383,318.5442461,45449.49,58975,0.4399,49,0.031491713,0.325694444
92,36047013000,12002.16903,54,,208.4662111,216.9351722,76688.63,57549,0.467,41,0.079545455,0.31648236
678,36047097400,12033.79141,98,,224.8996672,257.0388711,32247.84,56992,0.334,49,0.078565329,0.193377483
445,36047051602,12053.31945,77,,253.5221796,327.6250042,108677.4,38813,0.4003,44,0.088251517,0.295253419
629,36047086200,12195.99236,59,,396.2301477,511.9004209,55496.97,44018,0.4904,51,0.121586476,0.277829747
455,36047052900,12204.18344,40,,218.1079051,227.491103,59147.43,31962,0.4809,22,0.038626609,0.268470343
333,36047039400,12235.04014,19,,214.8164992,238.9773851,33438.34,51927,0.5709,43,0.147478592,0.200814111
65,36047008800,12290.88351,38,,313.2865216,358.6491136,46460.56,53528,0.3543,44,0.095310907,0.285714286
479,36047055600,12305.56526,23,,214.4679725,240.4513832,48140.24,50066,0.4291,37,0.093340611,0.338129496
84,36047012000,12456.69864,25,,230.1861596,290.3683255,16844.25,28750,0.479,40,0.100169779,0.473529412
615,36047083000,12481.42246,90,,545.1356501,707.821703,77307.52,45598,0.3969,40,0.043736983,0.317868627
716,36047112800,12523.79957,75,,409.4190672,487.371092,53840.61,34028,0.5171,42,0.141736402,0.383070301
327,36047038800,12606.63587,44,,220.8210768,272.3629586,52981.88,60132,0.4321,48,0.054229935,0.224376731
50,36047006800,12619.71739,93,,214.965375,221.9550837,73856.45,40857,0.4529,41,0.097450658,0.2416
646,36047089600,12707.17887,90,,500.068023,625.6389599,59282.05,34482,0.4488,50,0.101754386,0.377333333
618,36047083600,12876.1037,34,,412.0436,542.850576,24942.37,58068,0.4365,46,0.107049608,0.221192053
413,36047048800,13096.63238,20,,227.9772686,286.3948692,71575.68,52000,0.4297,42,0.073545554,0.219476744
41,36047005800,13150.94415,62,,205.9712949,224.316876,44654.5,50528,0.4825,38,0.065130261,0.403095559
647,36047089800,13161.95097,45,,218.7268114,268.7920159,29816.65,38988,0.4541,53,0.177750907,0.27925117
717,36047113000,13183.65765,59,,421.9676949,478.3071463,58562.94,29038,0.4918,48,0.175317797,0.214490675
630,36047086400,13253.58263,38,,314.7277486,399.7918646,37463.84,42794,0.4458,40,0.196597353,0.184073107
290,36047034800,13484.30707,183,,239.0224963,264.4527247,9833.027,46346,0.4877,44,0.121632025,0.266197184
718,36047113200,13498.6929,45,,361.8215975,561.5224723,25058.71,49250,0.4232,42,0.094480823,0.138461538
561,36047072200,13499.33006,60,,265.0267711,270.5933469,29165.04,61286,0.3754,50,0.164784053,0.164937759
459,36047053300,13519.24728,20,,220.4716599,216.5449047,92281.45,20931,0.5866,21,0.004776119,0.203814064
516,36047060800,13533.75053,70,,231.5746801,271.7379653,20259.85,50213,0.4828,45,0.068517425,0.340584636
510,36047059401,13581.98832,43,,258.2193242,280.6615938,47659.65,42067,0.5059,44,0.105514316,0.254130866
631,36047086600,13621.27609,52,,365.8470028,449.7069601,52536.77,46438,0.4596,45,0.074026803,0.317886179
435,36047050804,13651.96538,75,,495.0029226,655.0474992,145246.1,50440,0.3798,41,0.098610369,0.315768621
657,36047092200,13685.60801,33,,526.0611454,603.1180636,46437.52,39485,0.4012,53,0.134502924,0.276512176
659,36047092800,13687.66693,50,,328.1004225,420.6277073,44128.91,45762,0.4287,40,0.092578986,0.308385933
104,36047014200,13720.12504,77,,247.2036864,260.8882659,39910.43,56324,0.4326,41,0.107370865,0.333078102
46,36047006400,13821.59565,47,,219.7057198,238.6047504,41352.92,64214,0.5175,40,0.094773119,0.232507289
438,36047051002,14179.30902,35,,303.0980949,380.7973196,121627.9,45982,0.3924,49,0.123407353,0.235833783
514,36047060000,14205.16876,70,,237.669628,280.27635,35230.48,51845,0.4841,44,0.069318867,0.205982582
82,36047011800,14233.3848,77,,222.1184014,274.6681325,25139.78,31447,0.3912,40,0.069,0.267080745
653,36047091200,14260.19279,186,,476.0275985,627.6225803,102631.9,20360,0.4554,49,0.230520977,0.25289824
663,36047093600,14369.19325,25,,322.9685666,417.326744,29520.09,71964,0.3674,45,0.025806452,0.074313409
86,36047012200,14402.54992,51,,229.0672106,283.3903603,77112.06,36250,0.4244,40,0.138190134,0.300262812
563,36047072600,14443.48757,36,,247.7326325,278.2237337,19860.21,82961,0.3706,43,0.141295206,0.05278174
281,36047033600,14447.84408,42,,249.6370801,265.2219466,15317.37,62649,0.4667,46,0.110354886,0.218773097
400,36047046800,14487.44479,16,,224.9983766,290.5245807,21022.21,34063,0.4882,30,0.078668684,0.274285714
621,36047084600,14490.01184,28,,363.6032179,477.7508041,26501.77,48182,0.4535,47,0.071513707,0.186588921
362,36047042200,14500.8294,34,,230.086588,265.6902655,39520.44,68382,0.5114,40,0.086881473,0.287569573
640,36047088400,14538.88512,66,,382.8413236,479.5700668,76323.4,37853,0.4464,50,0.0808452,0.310774228
261,36047030800,14615.95291,49,,241.7152762,252.2171131,7186.25,50189,0.4377,56,0.072144289,0.210013908
98,36047013600,14657.0013,37,,238.8884514,259.3071076,45742.72,66375,0.4365,42,0.045261669,0.278710544
645,36047089400,14684.57382,78,,460.3753371,595.7131636,56412.3,43159,0.4582,51,0.12492564,0.271952259
211,36047025902,14937.19653,90,,295.0940612,398.3769827,162412.1,16140,0.4863,47,0.482128013,0.254782609
417,36047049200,15107.46521,23,,237.9620125,291.0967348,56975.32,46146,0.4346,39,0.105154639,0.227758007
33,36047005000,15148.39803,24,,243.1868457,227.3972387,26687.86,90608,0.4752,44,0.070086705,0.282287823
632,36047086800,15192.02855,77,,384.6350029,482.0504813,46257.2,47679,0.4181,48,0.091894977,0.314358538
309,36047036502,15311.05843,74,,747.0352863,904.2651332,25020.09,27364,0.6298,40,0.224770642,0.369193154
644,36047089200,15316.84966,175,,379.6291537,475.1726385,52652.35,25350,0.4258,51,0.1306332,0.257928118
444,36047051601,15368.15677,69,,249.7056098,299.2193863,115747.4,34241,0.3897,43,0.100789771,0.308324769
662,36047093400,15469.05007,20,,304.2505038,397.5716323,35901.03,51648,0.4277,50,0.08961039,0.210050251
641,36047088600,15640.06372,84,,344.4355956,443.2487686,64445.27,45208,0.4521,50,0.119817768,0.355371901
87,36047012600,15861.43058,82,,221.5765949,228.3318182,31643.38,37179,0.4509,44,0.082901554,0.243707094
412,36047048600,16029.95754,33,,226.140262,288.3686174,49529.8,44489,0.4436,39,0.040645161,0.207650273
308,36047036501,16071.3739,46,,808.8725505,1003.894886,54873.23,39019,0.3928,45,0.140508221,0.197243755
120,36047016200,16153.14381,13,,200.9361348,224.1632058,27447.44,71602,0.421,40,0.059065934,0.4
649,36047090200,16249.08908,84,,383.8628716,499.6539326,52816.4,42734,0.4848,42,0.192654193,0.152099886
313,36047037000,16393.95275,30,,237.5621856,262.8281992,31224.71,66836,0.4791,44,0.045120157,0.145846959
679,36047098200,16483.03577,86,,203.4841265,228.6629091,30901.61,19720,0.4834,48,0.142947103,0.169267707
600,36047079802,16692.96567,76,254,327.4007682,419.2986784,145019.1,53221,0.3895,40,0.156935346,0.27119359
650,36047090600,16698.45517,156,,307.6378489,393.5419063,57107.97,15674,0.5363,52,0.215339233,0.17787555
419,36047049400,16728.45402,25,,239.5443688,310.7775007,78855.3,47397,0.491,41,0.08563135,0.290828837
554,36047069602,16856.79465,47,,207.3889987,243.7794886,25091.95,89375,0.4226,38,0.071022727,0.224713959
660,36047093000,16901.752,37,,243.9344619,299.3232561,34416.89,56014,0.3955,53,0.117912371,0.210843374
106,36047014500,16977.54736,48,,353.8468501,433.9034733,52438.65,64926,0.402,36,0.063796354,0.483210017
397,36047046201,16992.45109,28,,247.1707819,275.1486054,54196.52,36765,0.4919,38,0.12168344,0.159433962
753,36047120800,17123.34334,193,,482.9552435,580.3004259,45903.57,32269,0.4717,43,0.118066561,0.21606738
661,36047093200,17300.42452,42,,363.7423902,456.957836,12368.63,83500,0.3713,38,0.139272271,0.110132159
597,36047079601,17325.46152,74,,462.6432012,615.5227037,110920.1,46450,0.4207,41,0.105358436,0.274081959
642,36047088800,17378.70132,56,,395.5426408,519.1664525,55430.36,43046,0.4284,52,0.113381995,0.272104181
584,36047076800,17388.09711,53,,255.4147471,254.281842,28242.8,44858,0.5432,34,0.097368421,0.237455197
118,36047016000,17612.20563,68,,212.8219022,226.5943463,44786.11,60698,0.4324,39,0.094540613,0.315964524
415,36047049000,17612.82994,40,,253.4817866,310.010938,82715.37,35642,0.561,40,0.093729373,0.343014522
304,36047036100,17618.94406,87,,747.0810008,874.1602222,44403.86,26936,0.6316,53,0.208879919,0.335827877
639,36047088200,17681.95487,75,,378.0128512,491.9023607,84896.74,46750,0.4023,44,0.089456869,0.169615385
710,36047111600,17712.68096,76,,376.1041134,481.7311925,19379.83,36175,0.5048,48,0.085123967,0.344594595
614,36047082800,17857.5548,87,,357.2232816,447.0982613,59957.41,47269,0.3921,47,0.068341121,0.28363047
655,36047091800,17875.0248,45,,339.5730245,412.6757325,37781.37,27500,0.5117,48,0.152996845,0.173954373
265,36047031400,17934.88394,67,,207.6042403,224.9046718,13122.88,40486,0.4912,43,0.085641026,0.211690363
705,36047107800,17958.17304,40,,351.18163,452.976898,20391.47,59455,0.3774,55,0.122930464,0.204467354
609,36047081800,17993.69641,79,,408.3217812,539.1357301,72311.3,44954,0.4241,47,0.07972028,0.33929673
652,36047091000,18080.46743,126,,300.7131753,346.1234281,74426.06,10746,0.4848,71,0.292712799,0.21701603
96,36047013400,18247.33129,68,,243.591652,255.8374281,37270.88,66172,0.4096,39,0.083374203,0.285520054
654,36047091600,18387.55771,101,,325.3045947,412.6908531,57531.27,31105,0.4833,45,0.11969941,0.334331935
440,36047051200,18525.25806,68,,253.5618216,331.1505505,113000.2,36661,0.4838,48,0.091545012,0.252769799
421,36047049600,18546.21438,47,,248.943731,306.3524214,50186.34,57477,0.4392,48,0.078109453,0.283321195
423,36047049800,18671.70684,26,,226.4745744,292.6785896,57478.68,67907,0.4276,43,0.063254266,0.33990442
62,36047008400,18934.18289,82,,385.0327129,460.0945847,42113.8,49274,0.4302,37,0.07059421,0.195283019
237,36047028501,19044.15039,62,,621.7376017,826.6776939,9116.499,84861,0.3762,42,0.108597285,0.172413793
427,36047050202,19056.74244,15,,264.413229,324.6171998,44923.88,73081,0.5264,43,0.020999276,0.3119349
410,36047048400,19114.7705,38,,229.9514481,297.183556,76884,40724,0.4464,35,0.040653814,0.271892223
257,36047030400,19522.81236,49,,212.6907473,225.6662621,21218.49,37837,0.4652,47,0.092071611,0.264086897
30,36047004600,19553.86668,59,,227.2356288,243.8915575,12264.43,118333,0.4157,34,0.065088757,0.241176471
587,36047077400,19568.11386,43,,234.1062942,276.6724851,58420.39,49125,0.3801,42,0.04,0.278503046
665,36047094401,19621.80534,85,,264.2313328,270.2572877,27438.57,66167,0.4103,51,0.157827747,0.1672
687,36047099800,19962.5724,33,,229.1397573,236.7127725,22843.42,72143,0.3577,48,0.068433735,0.206980519
702,36047105801,20022.05598,47,,391.7566002,524.0691023,39857.75,25276,0.4672,52,0.138349515,0.122732769
656,36047092000,20055.98742,132,,338.925802,413.1463775,37504.78,32292,0.5836,46,0.125181951,0.247491639
210,36047025901,20111.51675,35,,237.6458712,308.4786022,61782.43,41289,0.5104,39,0.157077626,0.450079239
599,36047079801,20351.23941,49,,536.6834529,633.0854164,57639.62,61250,0.4896,47,0.162057522,0.241673122
407,36047048000,20405.50442,63,,226.4082893,286.2603301,60897.59,30968,0.4797,37,0.097834205,0.294747082
635,36047087401,20495.06421,77,,647.2748243,840.5895371,61915.7,30150,0.4507,44,0.12795858,0.307069219
593,36047078800,20806.67618,94,,293.2251072,355.6515047,53362.89,40188,0.484,45,0.071868583,0.293015332
594,36047079000,20859.21051,75,,311.105105,384.5102535,74845.66,47500,0.4484,48,0.090694006,0.246613996
414,36047048900,20959.20956,71,,263.3435534,306.8113648,108250.7,19518,0.4732,41,0.2122571,0.238914626
648,36047090000,21045.61942,157,,457.6152952,581.4946738,56228.57,27716,0.5195,41,0.086175943,0.293998991
294,36047035200,21137.84064,23,,239.9553385,260.1242794,2874.457,11011,0.3457,49,0,0.127388535
598,36047079602,21184.85928,107,,373.0865979,431.5412394,89061.17,38227,0.4326,44,0.104651163,0.339328537
582,36047076400,21400.10899,14,,253.5443625,320.64189,65235.36,47364,0.4507,44,0.109640832,0.257731959
658,36047092400,21461.35317,155,,394.4768289,502.7612289,35193.55,37266,0.4417,43,0.104230533,0.310344828
2,36047000200,21497.86679,84,,305.9639082,367.4818762,16619.2,34740,0.4267,38,0.079075426,0.25415677
643,36047089000,21617.02755,120,,346.2998123,449.7838887,70376.14,28688,0.4443,47,0.173988239,0.342300557
585,36047077000,21624.65198,37,,233.4791813,285.0802583,52375.86,54732,0.4588,43,0.117073171,0.190751445
315,36047037300,21727.52149,115,,659.6069659,827.6349666,62320.2,29057,0.516,43,0.104548139,0.382075472
431,36047050600,21808.86824,65,,460.9903599,567.8071327,90272.52,48583,0.4199,44,0.090096286,0.273871983
63,36047008500,21922.91476,195,,638.2482505,773.8495396,73576.55,14000,0.6165,45,0.281537845,0.204183267
636,36047087600,22318.16037,51,,657.7714741,856.9226114,30832.97,40109,0.4834,46,0.052287582,0.349529781
452,36047052600,22425.02289,53,,243.4111044,312.133083,72072.42,60159,0.436,44,0.080297398,0.369700395
592,36047078600,22656.37614,156,,339.4461263,406.4064479,74077.95,42482,0.4185,42,0.126043406,0.369552915
613,36047082600,22685.42417,81,,356.4976981,460.5326453,63484.24,44120,0.467,42,0.152806227,0.193114578
454,36047052800,23251.66581,24,,221.4052268,251.5980688,27183.69,88068,0.4869,48,0.03440367,0.269051322
610,36047082000,23320.02799,110,,333.509188,409.7597283,84636.48,36472,0.6111,47,0.139977178,0.335297268
311,36047036700,23475.07857,122,,512.2929777,652.8585253,19967.04,51140,0.3861,45,0.039073806,0.355339806
557,36047070201,23677.93114,32,,225.3536736,259.3945876,14504.35,59655,0.5249,38,0.101023891,0.170277296
637,36047087800,23761.45037,62,,404.1597443,520.3256848,48168.32,40208,0.4178,47,0.110935024,0.265450861
442,36047051400,23981.8549,80,,262.9690943,346.9268257,103853,45685,0.4401,40,0.108977436,0.206470374
314,36047037100,24085.08719,64,,641.6173334,781.6313797,64357.47,46641,0.5061,41,0.117276166,0.264579497
612,36047082400,24423.62253,77,,387.4397604,503.3984753,52236.21,44432,0.4638,50,0.164651163,0.346477052
521,36047061600,24490.06342,25,,229.8817277,260.0791151,5518.964,103000,0.5145,43,0.038639876,0.108163265
72,36047010100,24492.04008,70,,391.2063845,458.9754373,36833.44,43779,0.454,39,0.102769972,0.331564987
667,36047094600,24516.49055,28,,275.3476654,336.349563,18291.85,60950,0.4737,43,0.107645875,0.10058309
276,36047032900,24547.86939,107,,476.5424971,555.6426156,95755.61,47578,0.44,52,0.230252101,0.336625161
34,36047005100,24558.06362,39,,702.5306097,893.9099932,30579.23,85563,0.4881,41,0.031837916,0.319514661
595,36047079200,24691.36772,108,,229.3524453,297.2828679,45072.68,37295,0.4347,49,0.16553288,0.265120133
254,36047030100,24731.76997,84,,909.5039081,1067.560419,36658.82,44911,0.476,40,0.18488746,0.257606491
525,36047062800,24826.72871,48,,271.2827818,288.8123944,16934.15,70260,0.44,37,0.125,0.098895318
449,36047052000,25238.57856,54,,286.4714744,354.7597675,62054.68,47130,0.5165,42,0.08707483,0.167128988
651,36047090800,25277.45426,279,,350.7603262,446.9928321,49616.76,12863,0.5245,44,0.213531968,0.239731143
596,36047079400,25317.26318,194,,245.8632712,314.9757589,22894.56,45227,0.4055,46,0.146964856,0.178343949
606,36047081000,25488.54517,53,,481.959923,631.4658867,34986.91,40698,0.4788,44,0.113513514,0.271788991
409,36047048200,25923.55241,39,,223.5379428,273.0175141,75258.88,31992,0.4548,42,0.101617586,0.283119659
396,36047046000,25965.94529,19,,240.7581722,256.5574899,53208.44,45938,0.4987,36,0.089526039,0.185542169
604,36047080600,26098.02881,83,,532.2303886,694.7674327,66050.54,39194,0.425,38,0.098039216,0.265676568
428,36047050300,26129.19896,32,,235.9883868,303.547948,50246.28,69712,0.4555,31,0.056716418,0.369727047
707,36047110400,26384.54566,221,,364.7219909,449.4467692,17219.44,44063,0.4535,50,0.114463177,0.273237679
