FAC1_1,FAC2_1,FAC3_1,FAC4_1
-.453501464333867,-.582910933863285,2.43075235145876,-.0723373731815198
-.976197255044639,-.61340475759121,2.47940862147941,-.680060031238895
-.886621268015974,-1.21418519485632,1.16110882332414,-.461442012908121
-.67241150219712,-.686010060725184,-.0699578738626506,-.0240554002815073
-.642772104120415,-.636676086166674,2.91714086441072,-.199825038190723
-1.1977407619774,.0736772613292617,1.7988911868009,.0398804075704011
-.726331627673806,-1.22985309530347,-1.46509905838955,.813754917249102
.803043836155162,.351266655986175,.263741896670053,1.67753117092979
-.0821152785507868,.1615234901673,1.37280505505982,-.216119658545738
.730783815276834,2.57149381261195,.0773035340689154,-.428173127075323
.187991887667732,2.13894831195348,.225908573099094,.41648317099585
-.931586821623383,-.126074355471136,-1.4101834329977,.562219936595635
-.220688870517559,3.49176409310687,.750481434190079,-.104398609406828
-.704235911876626,1.23890697806797,-1.07791627678055,.881367640363407
-1.11155137289504,-.3069547983515,-.431170379466733,-1.11421134971332
-.787429063654962,-.323524125607758,.303283991731516,-.87927504040799
-1.14401041297942,.139338306031773,-.515707078808278,.0970173054863467
-1.21070418480273,.102397767600867,-.472076644910935,-.406251557736572
-.665151906585626,-.688039342312266,.197697415302388,1.00886980364353
-.44141412393224,-.283136676042312,1.50319253089137,-.78398831531533
-1.19208264442479,.113170018213873,-.353680919834934,-.337732051662093
-1.04422104709804,-.00800224585752824,-.721902962854119,-.548763221831988
-1.01005194985256,-.619793309434839,1.57288706755243,-.497779178784003
-.656689123343642,-.42956143718816,-.265603262640086,-1.31011666604818
-1.5786217024383,-.218978219178104,1.59092783227864,1.94075991787969
-1.74304654016765,.124226440695677,3.05956297921847,-.252108658770885
.0106407060093213,1.13605818804778,.384482974646997,.748411233711463
2.08156412740123,-.604024274211676,.569336108286059,1.11612431049295
-1.43495270264211,-.57598586729099,1.41050936831242,2.0838758406837
1.63481768765973,.0593410471361097,-1.27507720775489,1.03489189547286
-.833342856557751,-.154400076200716,1.49083168796783,-.339044477736142
-.384178844938688,-.528703221233177,-.601367949182093,.998378746276552
-.654035748726797,-.686851282628323,-.818676414061458,-.0114106632313296
-1.07213332443993,-.570128391371555,-.271193321754843,-.718757804585035
-.548806077286841,-.0549423460504074,-1.07101949559398,-1.14473025912228
1.9356476816789,-1.89334658474947,.461143570791964,-.106900441606257
.0900932869501129,1.65623617220108,-1.49040939605266,.409055376338149
-1.17448882692073,-1.52660016623341,-1.5153912933019,2.09520921449947
-.40347923080433,.0645267203294053,-1.31545990540986,1.15515753418203
.184156097238861,.0460075379503059,-.454895498033498,.00488180810490592
.0995288546712566,-.186988870901562,-.101332934029129,.86237499306993
.0878543058798372,-.620592030027431,1.61830398916939,.488015495536244
.051248061846643,.142787817199453,1.20347663075765,-.563373053230553
-1.17014722175816,-.495406289819183,2.52370060024324,-.421356610282515
-.791265028178283,-.398239533979954,2.33305163517248,-1.52532128979409
-.542645582084905,.214674696452773,-.767741209451252,-1.66698824354656
-.258422591936731,-.281183456191615,-.0813749614919491,-1.42828170087764
-.281413993103919,.679060219908321,-.10987859684718,-1.82302031941034
-.914003793778985,.100252938414299,-.0857635775633704,-1.40230668874854
-.304790732598288,-.126624490723299,-1.07028044435966,-1.66647060015107
-.774512960280996,.270430965874953,-.948095196567352,-2.51189103899744
-.546712901356157,-.499427714079574,-.77442896231385,-1.25778132784298
.901024083870909,-1.12568863082793,.391842348314307,-1.28677405565566
-.268385048524744,-.496617427066244,-1.11173110430333,-.281152135765568
.174877352926798,-.994467152388144,.0566947426941108,-.451110728479148
2.3138362313649,-2.14912704422054,.139150724802411,1.20922242685153
2.37160885591382,-.830161813229845,-.562439416823241,.167556827493619
-.69852765587196,-.252745635391248,.151753057242443,-.555421439650691
-.416210364942192,-1.31486237721003,-.226828978451794,.747422344236959
-.791592589153387,-.639219569406256,-.120669316805187,.930199771818194
.120679560463165,-.451453870038817,-.137762783525319,.0951576766972236
.308435633279275,-1.05057987278056,-.529177796345581,-.735478966429396
-.0507096039109544,-1.17877989463645,-1.88693690166278,.414577217433966
.890561066814001,.289756539648061,.426119038437387,.323112491256965
-.874194994039298,-.62150375437636,1.01941046942389,.0111820789310752
1.60894816856933,-.72606853290331,.778956424682309,.363602058667278
.0907323932816097,-.692194896347967,-.123992867797158,-.302865183330781
.69954645280597,-.0622293312081734,.179058586296971,-.880162037336292
1.31429089399661,-1.52308721224943,.871232556129959,.664447270125644
.552966233544541,1.54782211238318,-1.95127580955934,-1.01401480708815
-.82305597432274,-.450125629436926,.412059169039403,.00238974805096661
.618131284214587,-1.18901953794651,-.364361117030865,1.09732013822869
1.20098600312157,.130441005134916,-.17612622148842,1.08748476750921
1.16992597635319,-.696524632691404,-.97174051554852,.327119846187312
-.9186403509906,-.38379987314107,-.954883345745879,.241046588707816
1.44318212041008,-1.17070996920381,-1.07761186914109,.923247774472815
.0548677874137917,.334460017402501,-.00171366731145702,.41129771955784
1.98821317213482,.120649825566815,1.73733545789546,.733912492365221
1.92828499438886,-.434558740921357,1.36842408195366,-1.62049780774625
-.172946854599523,.507977812134591,1.18489296731736,.896923166829091
.497648183015711,-.512617599227166,.812896663367646,.363182897046205
.819851066854709,-1.40874364001724,1.12312615079388,1.61224760524671
1.02815249890731,-.428195068382758,-.611627821243713,.117880531678094
3.02808427436712,-.605353550380813,-.243147631631184,-.619467697270114
1.9036323071621,.176597213517965,-1.40486144063256,-1.21983908976832
.170396061005408,-.429814179287926,.686030558440979,.48085582503121
.495543113892541,.00350660170107722,.323017721821275,.552325417752493
.199409250055188,-2.22717771189,1.32184496883167,-.336803708730572
-.641898095059976,.311367384376103,.417124291122724,-.909710434233995
-.861350384605741,-.510081124397979,-.0719978502470928,.1052148382787
-1.15227533850193,-.647773493105001,-1.00174719858189,.80747457556246
1.10586401409574,-.362480992326221,-.129097426371776,-.772725759741993
.220889956128962,-.949910860645959,-1.57665427691466,.536562556444096
-.663168618215484,-1.163911217313,-1.23505553444084,.768561711675311
-1.02951866276739,-.649690246567851,-1.16600991884626,.0548192865774926
-.942244594076236,-.771344576511414,-.558123764681954,2.66652094474302
.057205841942544,-.594579956494767,.621635654644753,.101323642707313
-.0564609031957166,.10774690962351,-.281796897236133,.712584027679451
.821454338010478,.354995308729588,1.90389742171126,-.335928945302487
-1.02732597160791,-.412966059851169,.213264267462477,.417904396098916
.48716919739246,.22372417980264,2.35060332592148,.499264192715423
.21578132890039,.9045510727541,1.77505501328163,-.197410072476155
-1.06192310373048,-.358672658320006,.0214996368382986,1.4726171772167
.523577613705722,.344645122556709,-.780533851826744,1.04717531502894
-1.21707722890195,-.0807065420186475,-1.87990846751623,3.05204063999524
-1.24438594649291,-.951896232261131,-1.51134945553896,1.7642525362778
-1.05114566635594,-.0211855548004952,-.605053646698593,1.691477719622
-1.40272606714034,-.283194283178223,.852017505797022,1.208870634535
-.995318651118907,.0941030601033927,.967228785168872,-.374824177678477
-1.0568109640358,.223666476903826,1.70811056252332,.46271849497557
-.727882020280021,.861686280084661,.7425359354815,-.588496940824543
-1.06830367696632,1.4567817143778,-.424518372517149,.71628259737112
.205967132217573,.365848353565829,1.99036292609733,-.958870830374506
.0823013790588465,-.121422282557953,2.40376248419183,-.542657909251185
.165926294405289,-.0917905039027328,2.38094110041457,-1.20269945409197
-.0632765726880811,.0272846261538148,.820144934283535,.651438975615588
-.0749353543016527,.93165827363151,1.14903901035354,-.613437325489763
-1.50968691541921,-.345235418899132,1.073973644178,1.53611032138186
-.322721954888029,-.0331430007609983,.903153334827744,.864508883046103
-1.10518002076966,-.0846190658535348,-.889950396715751,1.43297303261491
.441222478502887,-.367845537323144,-.284220794402507,-.129147572384246
-1.26602387390131,1.16489910627447,.288913052587272,.687069532726842
-.967515431310273,-.22660569740317,.280193734915815,-.663740203667395
.464840624744876,2.05881555248375,-.398789565746728,.459008241271015
-.1691771981126,1.65396614561115,.452183359853831,.37515785670424
-1.26160724185199,.0898418856988808,-.253906826814814,-.374510156593956
-.966104902909344,-.426546681496948,.690685733668587,-.457637196479605
-.961976936008251,-.536331409855994,-.255407244954341,-.970723094626665
.0394944852431062,2.06234011661206,.318124676851735,-.624399735032691
-.289284242769712,-.24805130914672,-.789714305349842,-.51122905296702
-1.07679915050197,-.516139854443014,-.284704151690982,.450764896060899
-.923717513295057,-.0217717370756416,-1.82493803641495,1.79055730531768
